_c0,County-State,Drop_Out_Rate_By_County
70,PRINCE EDWARD-VA,0.01768172888015717
71,PRINCE GEORGE-VA,0.008389261744966443
72,PRINCE WILLIAM-VA,0.03532409373431649
73,PULASKI-VA,0.050443081117927745
74,RAPPAHANNOCK-VA,0.0
75,RICHMOND-VA,0.0038461538461538464
76,ROANOKE-VA,0.011767317939609237
77,ROCKBRIDGE-VA,0.022999080036798528
78,ROCKINGHAM-VA,0.021822272215973004
79,RUSSELL-VA,0.04837364470391994
80,SCOTT-VA,0.09169764560099132
81,SHENANDOAH-VA,0.009735744089012517
82,SMYTH-VA,0.032448377581120944
83,SOUTHAMPTON-VA,0.011379800853485065
84,SPOTSYLVANIA-VA,0.015917341524713767
85,STAFFORD-VA,0.04145139973567223
86,SURRY-VA,0.0
87,SUSSEX-VA,0.11029411764705882
88,TAZEWELL-VA,0.09737609329446065
89,WARREN-VA,0.021908471275559883
90,WASHINGTON-VA,0.09087437953417335
91,WESTMORELAND-VA,0.0
92,WISE-VA,0.06166666666666667
93,WYTHE-VA,0.07447577729573392
94,YORK-VA,0.01606203267792855
95,ALEXANDRIA CITY-VA,0.09068238494672409
96,BRISTOL CITY-VA,0.0021008403361344537
97,BUENA VISTA CITY-VA,0.11047619047619048
98,CHARLOTTESVILLE CITY-VA,0.038880248833592534
99,CHESAPEAKE CITY-VA,0.030487310467850484
100,COLONIAL HEIGHTS CITY-VA,0.01601164483260553
101,COVINGTON CITY-VA,0.0411522633744856
102,DANVILLE CITY-VA,0.03257142857142857
103,EMPORIA CITY-VA,0.08360128617363344
104,FAIRFAX CITY-VA,0.009786476868327402
105,FALLS CHURCH CITY-VA,0.025
106,FRANKLIN CITY-VA,0.0
107,FREDERICKSBURG CITY-VA,0.017330210772833723
108,GALAX CITY-VA,0.0
109,HAMPTON CITY-VA,0.011815093782306897
110,HARRISONBURG CITY-VA,0.0012135922330097086
111,HOPEWELL CITY-VA,0.0
112,LEXINGTON CITY-VA,0.0
113,LYNCHBURG CITY-VA,0.014141414141414142
114,MANASSAS CITY-VA,0.04433713784021071
115,MANASSAS PARK CITY-VA,0.1077720207253886
116,MARTINSVILLE CITY-VA,0.0
117,NEWPORT NEWS CITY-VA,0.016683217477656404
118,NORFOLK CITY-VA,0.03182416972890522
119,NORTON CITY-VA,0.5714285714285714
120,PETERSBURG CITY-VA,0.04812398042414356
121,POQUOSON CITY-VA,0.09433962264150944
122,PORTSMOUTH CITY-VA,0.05571360834518729
123,RADFORD CITY-VA,0.03907039407207814
124,RICHMOND CITY-VA,0.025525525525525526
125,ROANOKE CITY-VA,0.051224944320712694
126,SALEM CITY-VA,0.041044776119402986
127,STAUNTON CITY-VA,0.019474196689386564
128,SUFFOLK CITY-VA,0.055530776092774306
129,VIRGINIA BEACH CITY-VA,0.01761188451835934
130,WAYNESBORO CITY-VA,0.046625766871165646
131,WILLIAMSBURG CITY-VA,0.0
132,WINCHESTER CITY-VA,0.01887640449438202
0,ALBANY-NY,0.03238439524024703
1,ALLEGANY-NY,0.036292300147130946
2,BRONX-NY,0.06212054094900592
3,BROOME-NY,0.026608232900297388
4,CATTARAUGUS-NY,0.07793472966390648
5,CAYUGA-NY,0.11326259946949602
6,CHAUTAUQUA-NY,0.08304782787446896
7,CHEMUNG-NY,0.10095331214861893
8,CHENANGO-NY,0.12699156513589505
9,CLINTON-NY,0.006625175667536639
10,COLUMBIA-NY,0.11195606252640473
11,CORTLAND-NY,0.019150503314510188
12,DELAWARE-NY,0.05315379163713678
13,DUTCHESS-NY,0.03553180243143243
14,ERIE-NY,0.040416845724108294
15,ESSEX-NY,0.12777053455019557
16,FRANKLIN-NY,0.1226696495152871
17,FULTON-NY,0.09362460989745876
18,GENESEE-NY,0.0769835035349568
19,GREENE-NY,0.13886063072227875
20,HAMILTON-NY,0.030927835051546393
21,HERKIMER-NY,0.11527904849039342
22,JEFFERSON-NY,0.08313817330210772
23,KINGS-NY,0.03998021982123197
24,LEWIS-NY,0.027070063694267517
25,LIVINGSTON-NY,0.03234381922906513
26,MADISON-NY,0.040735873850197106
27,MONROE-NY,0.042693736794812635
28,MONTGOMERY-NY,0.1076158940397351
29,NASSAU-NY,0.022271486038112576
30,NEW YORK-NY,0.029305903525177316
31,NIAGARA-NY,0.03771030748404564
32,ONEIDA-NY,0.05729429581019687
33,ONONDAGA-NY,0.046382121267631436
34,ONTARIO-NY,0.022619673855865333
35,ORANGE-NY,0.06370623398804441
36,ORLEANS-NY,0.07848232848232849
37,OSWEGO-NY,0.059427828348504554
38,OTSEGO-NY,0.048414376321353064
39,PUTNAM-NY,0.02864311101818942
40,QUEENS-NY,0.045161923882681566
41,RENSSELAER-NY,0.04787176432362179
42,RICHMOND-NY,0.02497276095009806
43,ROCKLAND-NY,0.03508028191404801
44,ST. LAWRENCE-NY,0.11714219438645326
45,SARATOGA-NY,0.030152048793059015
46,SCHENECTADY-NY,0.049766112266112265
47,SCHOHARIE-NY,0.043200785468826705
48,SCHUYLER-NY,0.05434782608695652
49,SENECA-NY,0.2988826815642458
50,STEUBEN-NY,0.14594474153297682
51,SUFFOLK-NY,0.036870990183195486
52,SULLIVAN-NY,0.06319606319606319
53,TIOGA-NY,0.05763308402991641
54,TOMPKINS-NY,0.010180796910654731
55,ULSTER-NY,0.029561671763506627
56,WARREN-NY,0.10411449016100179
57,WASHINGTON-NY,0.10558530986993114
58,WAYNE-NY,0.06557377049180328
59,WESTCHESTER-NY,0.02782402357578889
60,WYOMING-NY,0.08647594278283485
61,YATES-NY,0.389686684073107
0,AURORA-SD,0.11180124223602485
1,BEADLE-SD,0.06824146981627296
2,BENNETT-SD,0.0
3,BON HOMME-SD,0.16444444444444445
4,BROOKINGS-SD,0.008928571428571428
5,BROWN-SD,0.08031206975676916
6,BRULE-SD,0.3577586206896552
7,BUFFALO-SD,0.03488372093023256
8,BUTTE-SD,0.07847082494969819
9,CAMPBELL-SD,0.0
10,CHARLES MIX-SD,0.2017857142857143
11,CLARK-SD,0.10619469026548672
12,CLAY-SD,0.016226240148354196
13,CODINGTON-SD,0.04421052631578947
14,CORSON-SD,0.0364963503649635
15,CUSTER-SD,0.03481012658227848
16,DAVISON-SD,0.01564129301355579
17,DAY-SD,0.02575107296137339
18,DEUEL-SD,0.0
19,DEWEY-SD,0.16147308781869688
20,DOUGLAS-SD,0.2413793103448276
21,EDMUNDS-SD,0.0
22,FALL RIVER-SD,0.08955223880597014
23,FAULK-SD,0.0
24,GRANT-SD,0.3649425287356322
25,GREGORY-SD,0.11494252873563218
26,HAAKON-SD,0.06557377049180328
27,HAMLIN-SD,0.02459016393442623
28,HAND-SD,0.23376623376623376
29,HANSON-SD,0.12955465587044535
30,HARDING-SD,0.0
31,HUGHES-SD,0.013774104683195593
32,HUTCHINSON-SD,0.24345549738219896
33,HYDE-SD,0.0
34,JACKSON-SD,0.26262626262626265
35,JERAULD-SD,0.06666666666666667
36,JONES-SD,0.0
37,KINGSBURY-SD,0.0893854748603352
38,LAKE-SD,0.002544529262086514
39,LAWRENCE-SD,0.060085836909871244
40,LINCOLN-SD,0.18455743879472694
41,LYMAN-SD,0.08808290155440414
42,MCCOOK-SD,0.003663003663003663
43,MCPHERSON-SD,0.0
44,MARSHALL-SD,0.016666666666666666
45,MEADE-SD,0.06416275430359937
46,MELLETTE-SD,0.2923076923076923
47,MINER-SD,0.0
48,MINNEHAHA-SD,0.08387688544639217
49,MOODY-SD,0.008032128514056224
50,OGLALA LAKOTA-SD,0.08950914340712224
51,PENNINGTON-SD,0.03776379118844872
52,PERKINS-SD,0.0
53,POTTER-SD,0.0
54,ROBERTS-SD,0.09775967413441955
55,SANBORN-SD,0.20192307692307693
56,SPINK-SD,0.021447721179624665
57,STANLEY-SD,0.0
58,SULLY-SD,0.2826086956521739
59,TODD-SD,0.15465116279069768
60,TRIPP-SD,0.04242424242424243
61,TURNER-SD,0.25061425061425063
62,UNION-SD,0.08226950354609928
63,WALWORTH-SD,0.10358565737051793
64,YANKTON-SD,0.07727272727272727
65,ZIEBACH-SD,0.08421052631578947
0,ALLEGANY-MD,0.03903002309468822
1,ANNE ARUNDEL-MD,0.04260046737922844
2,BALTIMORE-MD,0.051457529186104335
3,CALVERT-MD,0.01436720895837735
4,CAROLINE-MD,0.058394160583941604
5,CARROLL-MD,0.012947448591012947
6,CECIL-MD,0.03659506762132061
7,CHARLES-MD,0.03584106263597847
8,DORCHESTER-MD,0.08729595457771469
9,FREDERICK-MD,0.04119253527537551
10,GARRETT-MD,0.04169562195969423
11,HARFORD-MD,0.029850746268656716
12,HOWARD-MD,0.01411677295523497
13,KENT-MD,0.009587020648967551
14,MONTGOMERY-MD,0.027583425748563362
15,PRINCE GEORGE'S-MD,0.03980466036584082
16,QUEEN ANNE'S-MD,0.040639269406392696
17,ST. MARY'S-MD,0.03310051624658366
18,SOMERSET-MD,0.05446485117162761
19,TALBOT-MD,0.046153846153846156
20,WASHINGTON-MD,0.06848908037438717
21,WICOMICO-MD,0.05084097859327217
22,WORCESTER-MD,0.07253886010362694
23,BALTIMORE CITY-MD,0.051198294536327064
0,ALAMEDA-CA,0.032452387616115574
1,ALPINE-CA,0.0
2,AMADOR-CA,0.05701179554390563
3,BUTTE-CA,0.043458371454711806
4,CALAVERAS-CA,0.0042395336512983575
5,COLUSA-CA,0.0037285607755406414
6,CONTRA COSTA-CA,0.02587402885682575
7,DEL NORTE-CA,0.059336823734729496
8,EL DORADO-CA,0.10008986744551786
9,FRESNO-CA,0.05297770004372541
10,GLENN-CA,0.03827460510328068
11,HUMBOLDT-CA,0.02949533216073603
12,IMPERIAL-CA,0.02236913602608223
13,INYO-CA,0.005235602094240838
14,KERN-CA,0.05095726165151808
15,KINGS-CA,0.02433901655547319
16,LAKE-CA,0.05708955223880597
17,LASSEN-CA,0.06560636182902585
18,LOS ANGELES-CA,0.03848774178260054
19,MADERA-CA,0.028587015821058374
20,MARIN-CA,0.028256374913852515
21,MARIPOSA-CA,0.004618937644341801
22,MENDOCINO-CA,0.0327790973871734
23,MERCED-CA,0.032703603746626446
24,MODOC-CA,0.03293413173652695
25,MONO-CA,0.06108202443280977
26,MONTEREY-CA,0.0624699085219066
27,NAPA-CA,0.04876741693461951
28,NEVADA-CA,0.012639029322548028
29,ORANGE-CA,0.02558739412270485
30,PLACER-CA,0.03305307409353652
31,PLUMAS-CA,0.05226130653266332
32,RIVERSIDE-CA,0.02509463355490861
33,SACRAMENTO-CA,0.03128857403531369
34,SAN BENITO-CA,0.010132282578103011
35,SAN BERNARDINO-CA,0.04110313865394637
36,SAN DIEGO-CA,0.030316779901849573
37,SAN FRANCISCO-CA,0.01401776114053602
38,SAN JOAQUIN-CA,0.043859250851305334
39,SAN LUIS OBISPO-CA,0.019838809671419714
40,SAN MATEO-CA,0.024853487159031636
41,SANTA BARBARA-CA,0.028260536398467432
42,SANTA CLARA-CA,0.020050730764585096
43,SANTA CRUZ-CA,0.016962762220214794
44,SHASTA-CA,0.024795437639474338
45,SIERRA-CA,0.0
46,SISKIYOU-CA,0.020127638684339717
47,SOLANO-CA,0.04304003057227477
48,SONOMA-CA,0.03560781020365316
49,STANISLAUS-CA,0.020866981071128627
50,SUTTER-CA,0.03615863141524106
51,TEHAMA-CA,0.0064780088646437094
52,TRINITY-CA,0.0
53,TULARE-CA,0.03664111873067097
54,TUOLUMNE-CA,0.013837147418839808
55,VENTURA-CA,0.036391697235394115
56,YOLO-CA,0.028329832498518878
57,YUBA-CA,0.033261802575107295
0,ADAIR-MO,0.04964539007092199
1,ANDREW-MO,0.001088139281828074
2,ATCHISON-MO,0.08376963350785341
3,AUDRAIN-MO,0.07332293291731669
4,BARRY-MO,0.18061674008810572
5,BARTON-MO,0.19282511210762332
6,BATES-MO,0.13793103448275862
7,BENTON-MO,0.11407407407407408
8,BOLLINGER-MO,0.08995502248875563
9,BOONE-MO,0.021904091371352578
10,BUCHANAN-MO,0.12428782443553492
11,BUTLER-MO,0.10381543921916593
12,CALDWELL-MO,0.10663983903420524
13,CALLAWAY-MO,0.039876113046844755
14,CAMDEN-MO,0.09487569761542364
15,CAPE GIRARDEAU-MO,0.055783783783783784
16,CARROLL-MO,0.1226158038147139
17,CARTER-MO,0.015945330296127564
18,CASS-MO,0.0629395218002813
19,CEDAR-MO,0.2636363636363636
20,CHARITON-MO,0.38596491228070173
21,CHRISTIAN-MO,0.026530612244897958
22,CLARK-MO,0.061946902654867256
23,CLAY-MO,0.041764278213102836
24,CLINTON-MO,0.06356968215158924
25,COLE-MO,0.04223944013996501
26,COOPER-MO,0.02249718785151856
27,CRAWFORD-MO,0.05279831045406547
28,DADE-MO,0.025821596244131457
29,DALLAS-MO,0.2941874258600237
30,DAVIESS-MO,0.4126315789473684
31,DEKALB-MO,0.06926406926406926
32,DENT-MO,0.010139416983523447
33,DOUGLAS-MO,0.05405405405405406
34,DUNKLIN-MO,0.03936039360393604
35,FRANKLIN-MO,0.04438795463433711
36,GASCONADE-MO,0.04091653027823241
37,GENTRY-MO,0.19661016949152543
38,GREENE-MO,0.07883535870705077
39,GRUNDY-MO,0.10385259631490787
40,HARRISON-MO,0.05198019801980198
41,HENRY-MO,0.0626204238921002
42,HICKORY-MO,0.3787878787878788
43,HOLT-MO,0.012121212121212121
44,HOWARD-MO,0.23133235724743778
45,HOWELL-MO,0.11317829457364341
46,IRON-MO,0.038636363636363635
47,JACKSON-MO,0.05188196326407708
48,JASPER-MO,0.03128509545965025
49,JEFFERSON-MO,0.030996928232337337
50,JOHNSON-MO,0.09197860962566845
51,KNOX-MO,0.5567765567765568
52,LACLEDE-MO,0.023241590214067277
53,LAFAYETTE-MO,0.03937007874015748
54,LAWRENCE-MO,0.20602766798418973
55,LEWIS-MO,0.038461538461538464
56,LINCOLN-MO,0.049516908212560384
57,LINN-MO,0.1
58,LIVINGSTON-MO,0.021352313167259787
59,MCDONALD-MO,0.06255212677231026
60,MACON-MO,0.04068241469816273
61,MADISON-MO,0.0
62,MARIES-MO,0.034013605442176874
63,MARION-MO,0.05807275047862157
64,MERCER-MO,0.0
65,MILLER-MO,0.11343012704174228
66,MISSISSIPPI-MO,0.08992805755395683
67,MONITEAU-MO,0.3902728351126928
68,MONROE-MO,0.2622549019607843
69,MONTGOMERY-MO,0.13214990138067062
70,MORGAN-MO,0.5567117585848075
71,NEW MADRID-MO,0.12960235640648013
72,NEWTON-MO,0.054922279792746116
73,NODAWAY-MO,0.02506868131868132
74,OREGON-MO,0.19196428571428573
75,OSAGE-MO,0.11820652173913043
76,OZARK-MO,0.01735357917570499
77,PEMISCOT-MO,0.1755050505050505
78,PERRY-MO,0.006355932203389831
79,PETTIS-MO,0.01729957805907173
80,PHELPS-MO,0.026141913243320884
81,PIKE-MO,0.15950920245398773
82,PLATTE-MO,0.06526228831061545
83,POLK-MO,0.07227138643067847
84,PULASKI-MO,0.005679270662083395
85,PUTNAM-MO,0.038314176245210725
86,RALLS-MO,0.12393162393162394
87,RANDOLPH-MO,0.10466138962181179
88,RAY-MO,0.08691588785046729
89,REYNOLDS-MO,0.0627062706270627
90,RIPLEY-MO,0.027522935779816515
91,ST. CHARLES-MO,0.019164817429897115
92,ST. CLAIR-MO,0.10094637223974763
93,STE. GENEVIEVE-MO,0.16084788029925187
94,ST. FRANCOIS-MO,0.05640864932623002
95,ST. LOUIS-MO,0.03137803537523733
96,SALINE-MO,0.03741496598639456
97,SCHUYLER-MO,0.3082706766917293
98,SCOTLAND-MO,0.5674740484429066
99,SCOTT-MO,0.06242118537200504
100,SHANNON-MO,0.25835866261398177
101,SHELBY-MO,0.11148648648648649
102,STODDARD-MO,0.0979020979020979
103,STONE-MO,0.02966432474629196
104,SULLIVAN-MO,0.040293040293040296
105,TANEY-MO,0.041006202618883526
106,TEXAS-MO,0.11945117029862792
107,VERNON-MO,0.2032520325203252
108,WARREN-MO,0.09154929577464789
109,WASHINGTON-MO,0.049107142857142856
110,WAYNE-MO,0.02258064516129032
111,WEBSTER-MO,0.33666969972702454
112,WORTH-MO,0.030303030303030304
113,WRIGHT-MO,0.2515090543259557
114,ST. LOUIS CITY-MO,0.05159570297184976
0,AITKIN-MN,0.0677361853832442
1,ANOKA-MN,0.051324693198761324
2,BECKER-MN,0.06805970149253732
3,BELTRAMI-MN,0.07021276595744681
4,BENTON-MN,0.09409799554565701
5,BIG STONE-MN,0.125
6,BLUE EARTH-MN,0.02680098840524615
7,BROWN-MN,0.013004791238877482
8,CARLTON-MN,0.03708133971291866
9,CARVER-MN,0.02037797863599014
10,CASS-MN,0.08203445447087777
11,CHIPPEWA-MN,0.007352941176470588
12,CHISAGO-MN,0.04052649809490821
13,CLAY-MN,0.023276049597563627
14,CLEARWATER-MN,0.06605922551252848
15,COOK-MN,0.1282051282051282
16,COTTONWOOD-MN,0.022058823529411766
17,CROW WING-MN,0.08327598072952512
18,DAKOTA-MN,0.033212121212121214
19,DODGE-MN,0.006194690265486726
20,DOUGLAS-MN,0.0335195530726257
21,FARIBAULT-MN,0.03866432337434095
22,FILLMORE-MN,0.16337148803329865
23,FREEBORN-MN,0.13717848791894
24,GOODHUE-MN,0.01606425702811245
25,GRANT-MN,0.0048543689320388345
26,HENNEPIN-MN,0.03606568857452992
27,HOUSTON-MN,0.0
28,HUBBARD-MN,0.09920182440136831
29,ISANTI-MN,0.07214765100671142
30,ITASCA-MN,0.032413491020586944
31,JACKSON-MN,0.02689486552567237
32,KANABEC-MN,0.11923076923076924
33,KANDIYOHI-MN,0.07401574803149606
34,KITTSON-MN,0.0
35,KOOCHICHING-MN,0.008183306055646482
36,LAC QUI PARLE-MN,0.012779552715654952
37,LAKE-MN,0.15406976744186046
38,LAKE OF THE WOODS-MN,0.0
39,LE SUEUR-MN,0.06603081438004402
40,LINCOLN-MN,0.045081967213114756
41,LYON-MN,0.0425273390036452
42,MCLEOD-MN,0.017836593785960874
43,MAHNOMEN-MN,0.17785234899328858
44,MARSHALL-MN,0.009259259259259259
45,MARTIN-MN,0.024361948955916472
46,MEEKER-MN,0.04010238907849829
47,MILLE LACS-MN,0.1067193675889328
48,MORRISON-MN,0.04370515329419439
49,MOWER-MN,0.14984709480122324
50,MURRAY-MN,0.125
51,NICOLLET-MN,0.021033379058070414
52,NOBLES-MN,0.07506950880444857
53,NORMAN-MN,0.11320754716981132
54,OLMSTED-MN,0.053609417103956884
55,OTTER TAIL-MN,0.06520905255082471
56,PENNINGTON-MN,0.006006006006006006
57,PINE-MN,0.07038123167155426
58,PIPESTONE-MN,0.17233009708737865
59,POLK-MN,0.09245283018867924
60,POPE-MN,0.07838479809976247
61,RAMSEY-MN,0.05849503410737638
62,RED LAKE-MN,0.034482758620689655
63,REDWOOD-MN,0.02564102564102564
64,RENVILLE-MN,0.1380952380952381
65,RICE-MN,0.019770408163265307
66,ROCK-MN,0.1237721021611002
67,ROSEAU-MN,0.05532503457814661
68,ST. LOUIS-MN,0.04046679539921081
69,SCOTT-MN,0.05142572531440667
70,SHERBURNE-MN,0.07271733187534171
71,SIBLEY-MN,0.06569343065693431
72,STEARNS-MN,0.02956298200514139
73,STEELE-MN,0.020763187429854096
74,STEVENS-MN,0.11329479768786127
75,SWIFT-MN,0.014018691588785047
76,TODD-MN,0.1825922421948912
77,TRAVERSE-MN,0.057692307692307696
78,WABASHA-MN,0.10961737331954498
79,WADENA-MN,0.11059907834101383
80,WASECA-MN,0.027921406411582212
81,WASHINGTON-MN,0.0290209256147854
82,WATONWAN-MN,0.12314540059347182
83,WILKIN-MN,0.0
84,WINONA-MN,0.015302404663589992
85,WRIGHT-MN,0.05517597009153023
86,YELLOW MEDICINE-MN,0.011389521640091117
0,ALACHUA-FL,0.026683150466182456
1,BAKER-FL,0.04835924006908463
2,BAY-FL,0.03445635528330781
3,BRADFORD-FL,0.07685738684884715
4,BREVARD-FL,0.050224916878544884
5,BROWARD-FL,0.04248589113417076
6,CALHOUN-FL,0.2838541666666667
7,CHARLOTTE-FL,0.05343796711509716
8,CITRUS-FL,0.04899314926302678
9,CLAY-FL,0.06859142607174103
10,COLLIER-FL,0.05586825099020221
11,COLUMBIA-FL,0.1558041958041958
12,DESOTO-FL,0.2538730634682659
13,DIXIE-FL,0.047619047619047616
14,DUVAL-FL,0.055120633612599
15,ESCAMBIA-FL,0.06309615173774806
16,FLAGLER-FL,0.024780701754385966
17,FRANKLIN-FL,0.14705882352941177
18,GADSDEN-FL,0.10325786858089453
19,GILCHRIST-FL,0.0945273631840796
20,GLADES-FL,0.30019880715705766
21,GULF-FL,0.0539568345323741
22,HAMILTON-FL,0.12289562289562289
23,HARDEE-FL,0.14548126377663484
24,HENDRY-FL,0.13529128550794414
25,HERNANDO-FL,0.11919060052219321
26,HIGHLANDS-FL,0.11582599412863624
27,HILLSBOROUGH-FL,0.06157915655880378
28,HOLMES-FL,0.10104529616724739
29,INDIAN RIVER-FL,0.06460912328302526
30,JACKSON-FL,0.06964285714285715
31,JEFFERSON-FL,0.0
32,LAFAYETTE-FL,0.0
33,LAKE-FL,0.07829452007463203
34,LEE-FL,0.08488864106012399
35,LEON-FL,0.027678649142658194
36,LEVY-FL,0.07591623036649214
37,LIBERTY-FL,0.11353711790393013
38,MADISON-FL,0.13807982740021574
39,MANATEE-FL,0.1079549114331723
40,MARION-FL,0.07547948030521758
41,MARTIN-FL,0.07021709633649932
42,MIAMI-DADE-FL,0.05275136596854902
43,MONROE-FL,0.01854714064914992
44,NASSAU-FL,0.056505360764995655
45,OKALOOSA-FL,0.08593316309537027
46,OKEECHOBEE-FL,0.18001618122977348
47,ORANGE-FL,0.0331201653215672
48,OSCEOLA-FL,0.06685210051793593
49,PALM BEACH-FL,0.0586047229510727
50,PASCO-FL,0.06600935828877005
51,PINELLAS-FL,0.05679553607014747
52,POLK-FL,0.06709669987905316
53,PUTNAM-FL,0.10617626648161
54,ST. JOHNS-FL,0.04448616439474329
55,ST. LUCIE-FL,0.061635040662005994
56,SANTA ROSA-FL,0.04381061038220194
57,SARASOTA-FL,0.05047619047619047
58,SEMINOLE-FL,0.03894674067617781
59,SUMTER-FL,0.20072992700729927
60,SUWANNEE-FL,0.07751605995717345
61,TAYLOR-FL,0.30833333333333335
62,UNION-FL,0.23595505617977527
63,VOLUSIA-FL,0.07095501846257134
64,WAKULLA-FL,0.043034281546316555
65,WALTON-FL,0.021453287197231833
66,WASHINGTON-FL,0.13550420168067226
0,ADAMS-IN,0.48860625331213564
1,ALLEN-IN,0.08000387427962613
2,BARTHOLOMEW-IN,0.04118084842470851
3,BENTON-IN,0.06175771971496437
4,BLACKFORD-IN,0.07977736549165121
5,BOONE-IN,0.03871548619447779
6,BROWN-IN,0.052547770700636945
7,CARROLL-IN,0.08902077151335312
8,CASS-IN,0.04387656702025072
9,CLARK-IN,0.03058994901675164
10,CLAY-IN,0.15350089766606823
11,CLINTON-IN,0.02373887240356083
12,CRAWFORD-IN,0.12941176470588237
13,DAVIESS-IN,0.562058526740666
14,DEARBORN-IN,0.0840118430792006
15,DECATUR-IN,0.02641802641802642
16,DEKALB-IN,0.03522068658047258
17,DELAWARE-IN,0.03250807319698601
18,DUBOIS-IN,0.047869542346133616
19,ELKHART-IN,0.19932781799379523
20,FAYETTE-IN,0.12818532818532818
21,FLOYD-IN,0.004218362282878412
22,FOUNTAIN-IN,0.12716763005780346
23,FRANKLIN-IN,0.078125
24,FULTON-IN,0.11210762331838565
25,GIBSON-IN,0.032117583015786606
26,GRANT-IN,0.06289903050366517
27,GREENE-IN,0.06114885731933292
28,HAMILTON-IN,0.056555863342566945
29,HANCOCK-IN,0.05641421947449768
30,HARRISON-IN,0.018443804034582133
31,HENDRICKS-IN,0.033152909336941816
32,HENRY-IN,0.06157303370786517
33,HOWARD-IN,0.04416403785488959
34,HUNTINGTON-IN,0.0561576354679803
35,JACKSON-IN,0.04019138755980861
36,JASPER-IN,0.04640718562874251
37,JAY-IN,0.08677685950413223
38,JEFFERSON-IN,0.03126744835287549
39,JENNINGS-IN,0.033503277494537506
40,JOHNSON-IN,0.046918013165769
41,KNOX-IN,0.006641760066417601
42,KOSCIUSKO-IN,0.18521015958642392
43,LAGRANGE-IN,0.9066059225512528
44,LAKE-IN,0.03526827012025902
45,LAPORTE-IN,0.08699289000418235
46,LAWRENCE-IN,0.14630091438071488
47,MADISON-IN,0.06591616056880462
48,MARION-IN,0.06834685124633742
49,MARSHALL-IN,0.19634888438133874
50,MARTIN-IN,0.09922178988326848
51,MIAMI-IN,0.02960331557134399
52,MONROE-IN,0.016130139336948315
53,MONTGOMERY-IN,0.058173076923076925
54,MORGAN-IN,0.05960805661404464
55,NEWTON-IN,0.039492242595204514
56,NOBLE-IN,0.06721991701244813
57,OHIO-IN,0.0
58,ORANGE-IN,0.20628272251308902
59,OWEN-IN,0.04055496264674493
60,PARKE-IN,0.3272450532724505
61,PERRY-IN,0.11271676300578035
62,PIKE-IN,0.08011869436201781
63,PORTER-IN,0.030243044099857033
64,POSEY-IN,0.030603804797353185
65,PULASKI-IN,0.017350157728706624
66,PUTNAM-IN,0.021076401957094468
67,RANDOLPH-IN,0.030046224961479198
68,RIPLEY-IN,0.1048906048906049
69,RUSH-IN,0.21239954075774972
70,ST. JOSEPH-IN,0.04876398966916738
71,SCOTT-IN,0.09479553903345725
72,SHELBY-IN,0.12296650717703349
73,SPENCER-IN,0.08416389811738649
74,STARKE-IN,0.09812667261373774
75,STEUBEN-IN,0.05
76,SULLIVAN-IN,0.016930022573363433
77,SWITZERLAND-IN,0.05235602094240838
78,TIPPECANOE-IN,0.016443396768815042
79,TIPTON-IN,0.11789772727272728
80,UNION-IN,0.03680981595092025
81,VANDERBURGH-IN,0.04744764397905759
82,VERMILLION-IN,0.03708609271523179
83,VIGO-IN,0.05604379772367094
84,WABASH-IN,0.0665163472378805
85,WARREN-IN,0.007434944237918215
86,WARRICK-IN,0.03531157270029674
87,WASHINGTON-IN,0.19894498869630747
88,WAYNE-IN,0.06660772178013558
89,WELLS-IN,0.07329105003523609
90,WHITE-IN,0.08354646206308611
91,WHITLEY-IN,0.07862407862407862
0,ALEUTIANS EAST BOROUGH-AK,0.017857142857142856
1,ALEUTIANS WEST CENSUS AREA-AK,0.0796812749003984
2,ANCHORAGE MUNICIPALITY-AK,0.03667307555365663
3,BETHEL CENSUS AREA-AK,0.07615062761506276
4,BRISTOL BAY BOROUGH-AK,0.0
5,DENALI BOROUGH-AK,0.06711409395973154
6,DILLINGHAM CENSUS AREA-AK,0.08417508417508418
7,FAIRBANKS NORTH STAR BOROUGH-AK,0.0051292572835453425
8,HAINES BOROUGH-AK,0.0
9,HOONAH-ANGOON CENSUS AREA-AK,0.2765957446808511
10,JUNEAU CITY AND BOROUGH-AK,0.05555555555555555
11,KENAI PENINSULA BOROUGH-AK,0.025596072931276297
12,KETCHIKAN GATEWAY BOROUGH-AK,0.07599309153713299
13,KODIAK ISLAND BOROUGH-AK,0.04748603351955307
14,KUSILVAK CENSUS AREA-AK,0.12982456140350876
15,LAKE AND PENINSULA BOROUGH-AK,0.03076923076923077
16,MATANUSKA-SUSITNA BOROUGH-AK,0.08096666078673487
17,NOME CENSUS AREA-AK,0.022364217252396165
18,NORTH SLOPE BOROUGH-AK,0.03861788617886179
19,NORTHWEST ARCTIC BOROUGH-AK,0.058823529411764705
20,PETERSBURG BOROUGH-AK,0.0
21,PRINCE OF WALES-HYDER CENSUS AREA-AK,0.04240282685512368
22,SITKA CITY AND BOROUGH-AK,0.16829268292682928
23,SKAGWAY MUNICIPALITY-AK,0.0
24,SOUTHEAST FAIRBANKS CENSUS AREA-AK,0.07428571428571429
25,WRANGELL CITY AND BOROUGH-AK,0.06722689075630252
26,YAKUTAT CITY AND BOROUGH-AK,0.0
27,YUKON-KOYUKUK CENSUS AREA-AK,0.05904059040590406
