
County-State,Percentage of Teens Who Work Part or Full time
JEFFERSON-IN,0.4651032942490229
JENNINGS-IN,0.5396941005098325
JOHNSON-IN,0.5709156193895871
KNOX-IN,0.5533416355334163
KOSCIUSKO-IN,0.6437401663295123
LAGRANGE-IN,0.7251328777524677
LAKE-IN,0.414122725871107
LAPORTE-IN,0.5361773316603932
LAWRENCE-IN,0.5976724854530341
MADISON-IN,0.5536957487779588
MARION-IN,0.4533950486220222
MARSHALL-IN,0.5208924949290061
MARTIN-IN,0.5058365758754864
MIAMI-IN,0.5020722320899941
MONROE-IN,0.5617406822705745
MONTGOMERY-IN,0.5947115384615385
MORGAN-IN,0.4488296135002722
NEWTON-IN,0.616361071932299
NOBLE-IN,0.5763485477178423
OHIO-IN,0.43455497382198954
ORANGE-IN,0.6282722513089005
OWEN-IN,0.5965848452508005
PARKE-IN,0.5144596651445966
PERRY-IN,0.6127167630057804
PIKE-IN,0.6646884272997032
PORTER-IN,0.4415484438579127
POSEY-IN,0.511166253101737
PULASKI-IN,0.5962145110410094
PUTNAM-IN,0.5796010538200979
RANDOLPH-IN,0.5485362095531587
RIPLEY-IN,0.5990990990990991
RUSH-IN,0.21928817451205512
ST. JOSEPH-IN,0.6140696101340548
SCOTT-IN,0.3643122676579926
SHELBY-IN,0.5267942583732057
SPENCER-IN,0.6522702104097453
STARKE-IN,0.47368421052631576
STEUBEN-IN,0.6896739130434782
SULLIVAN-IN,0.4909706546275395
SWITZERLAND-IN,0.4013961605584642
TIPPECANOE-IN,0.6529063416316909
TIPTON-IN,0.3991477272727273
UNION-IN,0.37423312883435583
VANDERBURGH-IN,0.518979057591623
VERMILLION-IN,0.5708609271523178
VIGO-IN,0.593286269989915
WABASH-IN,0.6544532130777903
WARREN-IN,0.7546468401486989
WARRICK-IN,0.5234421364985163
WASHINGTON-IN,0.4905802562170309
WAYNE-IN,0.5293250810492189
WELLS-IN,0.6582100070472163
WHITE-IN,0.5924978687127025
WHITLEY-IN,0.5522113022113022
ADAIR-IA,0.7174721189591078
ADAMS-IA,0.6583333333333333
ALLAMAKEE-IA,0.4982394366197183
APPANOOSE-IA,0.6171735241502684
AUDUBON-IA,0.75
BENTON-IA,0.6321928460342147
BLACK HAWK-IA,0.7585616438356164
BOONE-IA,0.6510607168983175
BREMER-IA,0.7553252734599885
BUCHANAN-IA,0.699630314232902
BUENA VISTA-IA,0.6310611384399156
BUTLER-IA,0.6
CALHOUN-IA,0.5874125874125874
CARROLL-IA,0.7779005524861878
CASS-IA,0.6324404761904762
CEDAR-IA,0.5674273858921162
CERRO GORDO-IA,0.7914357682619647
CHEROKEE-IA,0.5
CHICKASAW-IA,0.7417582417582418
CLARKE-IA,0.38235294117647056
CLAY-IA,0.8097826086956522
CLAYTON-IA,0.8121621621621622
CLINTON-IA,0.46730186227804243
CRAWFORD-IA,0.45740740740740743
DALLAS-IA,0.7103583701521846
DAVIS-IA,0.7104761904761905
DECATUR-IA,0.725925925925926
DELAWARE-IA,0.7848275862068965
DES MOINES-IA,0.5892504930966469
DICKINSON-IA,0.8223086900129701
DUBUQUE-IA,0.6775844421699079
EMMET-IA,0.8056537102473498
FAYETTE-IA,0.5876777251184834
FLOYD-IA,0.6213720316622692
FRANKLIN-IA,0.6764705882352942
FREMONT-IA,0.43234323432343236
GREENE-IA,0.5133928571428571
GRUNDY-IA,0.5592948717948718
GUTHRIE-IA,0.6964980544747081
HAMILTON-IA,0.7308319738988581
HANCOCK-IA,0.45
HARDIN-IA,0.6368110236220472
HARRISON-IA,0.6573643410852713
HENRY-IA,0.5714285714285714
HOWARD-IA,0.6462395543175488
HUMBOLDT-IA,0.6588235294117647
IDA-IA,0.7484472049689441
IOWA-IA,0.6263888888888889
JACKSON-IA,0.3663157894736842
JASPER-IA,0.7243947858472998
JEFFERSON-IA,0.4367816091954023
JOHNSON-IA,0.7420475808607324
JONES-IA,0.6311300639658849
KEOKUK-IA,0.6382113821138211
KOSSUTH-IA,0.5504451038575667
LEE-IA,0.5631868131868132
LINN-IA,0.6183751453729855
LOUISA-IA,0.6262626262626263
LUCAS-IA,0.5543478260869565
LYON-IA,0.6125211505922166
MADISON-IA,0.551440329218107
MAHASKA-IA,0.6929555895865237
MARION-IA,0.7225490196078431
MARSHALL-IA,0.5767575322812052
MILLS-IA,0.6548797736916548
MITCHELL-IA,0.714
MONONA-IA,0.6439628482972136
MONROE-IA,0.5314861460957179
MONTGOMERY-IA,0.5809935205183585
MUSCATINE-IA,0.46991150442477875
O'BRIEN-IA,0.7531734837799718
OSCEOLA-IA,0.6229508196721312
PAGE-IA,0.5705705705705706
PALO ALTO-IA,0.8715596330275229
PLYMOUTH-IA,0.7299703264094956
POCAHONTAS-IA,0.5902439024390244
POLK-IA,0.6303715670436187
POTTAWATTAMIE-IA,0.5520186335403726
POWESHIEK-IA,0.7883211678832117
RINGGOLD-IA,0.49216300940438873
SAC-IA,0.7642679900744417
SCOTT-IA,0.5251506849315069
SHELBY-IA,0.6767857142857143
SIOUX-IA,0.7988142292490119
STORY-IA,0.8238363171355498
TAMA-IA,0.4840834248079034
TAYLOR-IA,0.8194444444444444
UNION-IA,0.616643929058663
VAN BUREN-IA,0.6046511627906976
WAPELLO-IA,0.5807909604519774
WARREN-IA,0.7266163439448639
WASHINGTON-IA,0.6262711864406779
WAYNE-IA,0.5641025641025641
WEBSTER-IA,0.5873745819397993
WINNEBAGO-IA,0.7094133697135061
WINNESHIEK-IA,0.8112864077669902
WOODBURY-IA,0.6894507410636442
WORTH-IA,0.6686046511627907
WRIGHT-IA,0.41386554621848737
ALLEN-KS,0.4942528735632184
ANDERSON-KS,0.42901234567901236
ATCHISON-KS,0.8202764976958525
BARBER-KS,0.5527950310559007
BARTON-KS,0.7628156082631982
BOURBON-KS,0.5727040816326531
BROWN-KS,0.6594360086767896
BUTLER-KS,0.6043346774193549
CHASE-KS,0.5263157894736842
CHAUTAUQUA-KS,0.5321100917431193
CHEROKEE-KS,0.539568345323741
CHEYENNE-KS,0.7162162162162162
CLARK-KS,0.9183673469387755
CLAY-KS,0.5217391304347826
CLOUD-KS,0.6606683804627249
COFFEY-KS,0.7218045112781954
COMANCHE-KS,0.7976190476190477
COWLEY-KS,0.5563347358578775
CRAWFORD-KS,0.5911643579183826
DECATUR-KS,0.75
DICKINSON-KS,0.59675550405562
DONIPHAN-KS,0.7015706806282722
DOUGLAS-KS,0.7379926108374384
EDWARDS-KS,0.7403846153846154
ELK-KS,0.5060240963855421
ELLIS-KS,0.8385449904275686
ELLSWORTH-KS,0.486013986013986
FINNEY-KS,0.6404871902561948
FORD-KS,0.5337283500455788
FRANKLIN-KS,0.585043017868961
GEARY-KS,0.5283159463487332
GOVE-KS,0.796875
GRAHAM-KS,0.6883116883116883
GRANT-KS,0.6205250596658711
GRAY-KS,0.7475247524752475
GREELEY-KS,0.9340659340659341
GREENWOOD-KS,0.5053763440860215
HAMILTON-KS,0.36054421768707484
HARPER-KS,0.42071197411003236
HARVEY-KS,0.7461746174617462
HASKELL-KS,0.6190476190476191
HODGEMAN-KS,0.5566037735849056
JACKSON-KS,0.6359060402684564
JEFFERSON-KS,0.5318744053282588
JEWELL-KS,0.5
JOHNSON-KS,0.6370521601685986
KEARNY-KS,0.750788643533123
KINGMAN-KS,0.7026143790849673
KIOWA-KS,0.6930232558139535
LABETTE-KS,0.5232815964523282
LANE-KS,0.4661016949152542
LEAVENWORTH-KS,0.543591010125957
LINCOLN-KS,0.4491017964071856
LINN-KS,0.43838862559241704
LOGAN-KS,0.7627118644067796
LYON-KS,0.7970204841713222
MCPHERSON-KS,0.7399399399399399
MARION-KS,0.6973293768545994
MARSHALL-KS,0.7266514806378133
MEADE-KS,0.521551724137931
MIAMI-KS,0.4746335963923337
MITCHELL-KS,0.6066838046272494
MONTGOMERY-KS,0.5597949886104784
MORRIS-KS,0.7536231884057971
MORTON-KS,0.2982456140350877
NEMAHA-KS,0.8197278911564626
NEOSHO-KS,0.3995859213250518
NESS-KS,0.5098039215686274
NORTON-KS,0.8352272727272727
OSAGE-KS,0.5413929040735874
OSBORNE-KS,0.6590909090909091
OTTAWA-KS,0.4222222222222222
PAWNEE-KS,0.5013774104683195
PHILLIPS-KS,0.825531914893617
POTTAWATOMIE-KS,0.5629470672389127
PRATT-KS,0.7917981072555205
RAWLINS-KS,0.6229508196721312
RENO-KS,0.6488114104595879
REPUBLIC-KS,0.5297619047619048
RICE-KS,0.7107438016528925
RILEY-KS,0.7811610700056916
ROOKS-KS,0.6582278481012658
RUSH-KS,0.6836734693877551
RUSSELL-KS,0.7511737089201878
SALINE-KS,0.6765557163531114
SCOTT-KS,0.8387096774193549
SEDGWICK-KS,0.5447556905538681
SEWARD-KS,0.5218774860779634
SHAWNEE-KS,0.5662862159789289
SHERIDAN-KS,0.7211538461538461
SHERMAN-KS,0.7708333333333334
SMITH-KS,0.6101694915254238
STAFFORD-KS,0.6218905472636815
STANTON-KS,0.06481481481481481
STEVENS-KS,0.5693430656934306
SUMNER-KS,0.5741410488245932
THOMAS-KS,0.7029702970297029
TREGO-KS,0.6699029126213593
WABAUNSEE-KS,0.6726342710997443
WALLACE-KS,0.48936170212765956
WASHINGTON-KS,0.4122448979591837
WICHITA-KS,0.8118811881188119
WILSON-KS,0.6455696202531646
WOODSON-KS,0.3617021276595745
WYANDOTTE-KS,0.5150337258488624
ADAIR-KY,0.5574499629355077
ALLEN-KY,0.5596330275229358
ANDERSON-KY,0.3812785388127854
BALLARD-KY,0.5803108808290155
BARREN-KY,0.5414073719483006
BATH-KY,0.2808219178082192
BELL-KY,0.38486312399355876
BOONE-KY,0.5774099318403116
BOURBON-KY,0.45206971677559915
BOYD-KY,0.3836329233680227
BOYLE-KY,0.5486968449931413
BRACKEN-KY,0.5793871866295265
BREATHITT-KY,0.1565040650406504
BRECKINRIDGE-KY,0.3738404452690167
BULLITT-KY,0.5108101686861487
BUTLER-KY,0.5176056338028169
CALDWELL-KY,0.6373429084380611
CALLOWAY-KY,0.6198073449729079
CAMPBELL-KY,0.5326454033771107
CARLISLE-KY,0.36885245901639346
CARROLL-KY,0.5227272727272727
CARTER-KY,0.28641975308641976
CASEY-KY,0.2765399737876802
CHRISTIAN-KY,0.5439242503945292
CLARK-KY,0.42987377279102384
CLAY-KY,0.44047619047619047
CLINTON-KY,0.44155844155844154
CRITTENDEN-KY,0.3804034582132565
CUMBERLAND-KY,0.2747747747747748
DAVIESS-KY,0.5421555845284659
EDMONSON-KY,0.6293706293706294
ELLIOTT-KY,0.7327586206896551
ESTILL-KY,0.3587994542974079
FAYETTE-KY,0.6131500166315556
FLEMING-KY,0.3688394276629571
FLOYD-KY,0.30255516840882696
FRANKLIN-KY,0.5385470719051149
FULTON-KY,0.5506329113924051
GALLATIN-KY,0.5596330275229358
GARRARD-KY,0.31197771587743733
GRANT-KY,0.5342465753424658
GRAVES-KY,0.6074676878889421
GRAYSON-KY,0.4212076583210604
GREEN-KY,0.4771689497716895
GREENUP-KY,0.3482142857142857
HANCOCK-KY,0.328
HARDIN-KY,0.5201129146083274
HARLAN-KY,0.1931216931216931
HARRISON-KY,0.6691358024691358
HART-KY,0.5220264317180616
HENDERSON-KY,0.48444070647603027
HENRY-KY,0.49676724137931033
HICKMAN-KY,0.3050847457627119
HOPKINS-KY,0.4601932811780948
JACKSON-KY,0.16781292984869325
JEFFERSON-KY,0.5558684937442453
JESSAMINE-KY,0.5183687226154364
JOHNSON-KY,0.29221435793731043
KENTON-KY,0.6027941553447834
KNOTT-KY,0.4696066746126341
KNOX-KY,0.337034980566352
LARUE-KY,0.5526315789473685
LAUREL-KY,0.37980278816729
LAWRENCE-KY,0.2443502824858757
LEE-KY,0.5125
LESLIE-KY,0.13973799126637554
LETCHER-KY,0.26717557251908397
LEWIS-KY,0.35823170731707316
LINCOLN-KY,0.3475661827497865
LIVINGSTON-KY,0.38860103626943004
LOGAN-KY,0.48556430446194226
LYON-KY,0.9252336448598131
MCCRACKEN-KY,0.631858407079646
MCCREARY-KY,0.3566958698372966
MCLEAN-KY,0.4864864864864865
MADISON-KY,0.609235983618133
MAGOFFIN-KY,0.4124168514412417
MARION-KY,0.6070252469813392
MARSHALL-KY,0.4936260623229462
MARTIN-KY,0.21095334685598377
MASON-KY,0.6144121365360303
MEADE-KY,0.4430379746835443
MENIFEE-KY,0.39285714285714285
MERCER-KY,0.32727272727272727
METCALFE-KY,0.4328018223234624
MONROE-KY,0.5821782178217821
MONTGOMERY-KY,0.5193525686136523
MORGAN-KY,0.3875432525951557
MUHLENBERG-KY,0.4292263610315186
NELSON-KY,0.6635787420770356
NICHOLAS-KY,0.3605769230769231
OHIO-KY,0.5730593607305936
OLDHAM-KY,0.5370370370370371
OWEN-KY,0.25
OWSLEY-KY,0.2784313725490196
PENDLETON-KY,0.44963503649635034
PERRY-KY,0.38682816048448143
PIKE-KY,0.42628774422735344
POWELL-KY,0.5480769230769231
PULASKI-KY,0.5185567010309279
ROBERTSON-KY,0.22727272727272727
ROCKCASTLE-KY,0.37993235625704624
ROWAN-KY,0.4914327378782355
RUSSELL-KY,0.5593824228028503
SCOTT-KY,0.6147820163487738
SHELBY-KY,0.5491803278688525
SIMPSON-KY,0.20337078651685395
SPENCER-KY,0.5559599636032757
TAYLOR-KY,0.6036948748510131
TODD-KY,0.5858747993579454
TRIGG-KY,0.6049661399548533
TRIMBLE-KY,0.4194214876033058
UNION-KY,0.3017543859649123
WARREN-KY,0.7206210577389617
WASHINGTON-KY,0.568561872909699
WAYNE-KY,0.4397849462365591
WEBSTER-KY,0.31802721088435376
WHITLEY-KY,0.4907161803713528
WOLFE-KY,0.14782608695652175
WOODFORD-KY,0.47227658186562294
ACADIA PARISH-LA,0.41427302339354455
ALLEN PARISH-LA,0.41700819672131145
ASCENSION PARISH-LA,0.4615631005765535
ASSUMPTION PARISH-LA,0.34641068447412354
AVOYELLES PARISH-LA,0.3161196911196911
BEAUREGARD PARISH-LA,0.3225968797181681
BIENVILLE PARISH-LA,0.23933649289099526
BOSSIER PARISH-LA,0.3853266636349856
CADDO PARISH-LA,0.30206378986866794
CALCASIEU PARISH-LA,0.4677351328553353
CALDWELL PARISH-LA,0.11598746081504702
CAMERON PARISH-LA,0.4068965517241379
CATAHOULA PARISH-LA,0.1934156378600823
CLAIBORNE PARISH-LA,0.31155015197568386
CONCORDIA PARISH-LA,0.10925196850393701
DE SOTO PARISH-LA,0.25263157894736843
EAST BATON ROUGE PARISH-LA,0.4424287028518859
EAST CARROLL PARISH-LA,0.14429530201342283
EAST FELICIANA PARISH-LA,0.2810945273631841
EVANGELINE PARISH-LA,0.37362637362637363
FRANKLIN PARISH-LA,0.07651006711409396
GRANT PARISH-LA,0.47900763358778625
IBERIA PARISH-LA,0.345703125
IBERVILLE PARISH-LA,0.4076050700466978
JACKSON PARISH-LA,0.3298662704309064
JEFFERSON PARISH-LA,0.33826068191627107
JEFFERSON DAVIS PARISH-LA,0.35014204545454547
LAFAYETTE PARISH-LA,0.36779256226543844
LAFOURCHE PARISH-LA,0.4276013580986619
LASALLE PARISH-LA,0.22595078299776286
LINCOLN PARISH-LA,0.4504894149783747
LIVINGSTON PARISH-LA,0.40005281225244255
MADISON PARISH-LA,0.3609154929577465
MOREHOUSE PARISH-LA,0.08365310821181889
NATCHITOCHES PARISH-LA,0.2406855439642325
ORLEANS PARISH-LA,0.33569550805806375
OUACHITA PARISH-LA,0.28783690393918454
PLAQUEMINES PARISH-LA,0.3951255539143279
POINTE COUPEE PARISH-LA,0.3771689497716895
RAPIDES PARISH-LA,0.2724440668365902
RED RIVER PARISH-LA,0.48066298342541436
RICHLAND PARISH-LA,0.3304535637149028
SABINE PARISH-LA,0.2959349593495935
ST. BERNARD PARISH-LA,0.33288829550511795
ST. CHARLES PARISH-LA,0.2913907284768212
ST. HELENA PARISH-LA,0.302491103202847
ST. JAMES PARISH-LA,0.35562632696390656
ST. JOHN THE BAPTIST PARISH-LA,0.17294350842418235
ST. LANDRY PARISH-LA,0.23492132867132867
ST. MARTIN PARISH-LA,0.29901960784313725
ST. MARY PARISH-LA,0.23691050872632752
ST. TAMMANY PARISH-LA,0.4815133276010318
TANGIPAHOA PARISH-LA,0.4840705634544497
TENSAS PARISH-LA,0.23504273504273504
TERREBONNE PARISH-LA,0.28828999810210665
UNION PARISH-LA,0.3327882256745707
VERMILION PARISH-LA,0.30913804277381723
VERNON PARISH-LA,0.4977409638554217
WASHINGTON PARISH-LA,0.35294117647058826
WEBSTER PARISH-LA,0.22766990291262135
WEST BATON ROUGE PARISH-LA,0.3633633633633634
WEST CARROLL PARISH-LA,0.22135007849293564
WEST FELICIANA PARISH-LA,0.5676359039190898
WINN PARISH-LA,0.42504118616144976
ANDROSCOGGIN-ME,0.6539449541284403
AROOSTOOK-ME,0.5598991172761665
CUMBERLAND-ME,0.7322879543834641
FRANKLIN-ME,0.6714285714285714
HANCOCK-ME,0.6814634146341464
KENNEBEC-ME,0.6564659427443238
KNOX-ME,0.6907810499359796
LINCOLN-ME,0.6280587275693311
OXFORD-ME,0.5564172159751842
PENOBSCOT-ME,0.6428250112460638
PISCATAQUIS-ME,0.36981132075471695
SAGADAHOC-ME,0.7166546503244412
SOMERSET-ME,0.49976733364355513
WALDO-ME,0.5728699551569507
WASHINGTON-ME,0.5826989619377163
YORK-ME,0.7315771923974658
ALLEGANY-MD,0.6002309468822171
ANNE ARUNDEL-MD,0.5706623759721104
BALTIMORE-MD,0.5021904378507661
CALVERT-MD,0.5279949292203676
CAROLINE-MD,0.5637282425603594
CARROLL-MD,0.5529322162985529
CECIL-MD,0.5260540970564836
CHARLES-MD,0.33321882514599793
DORCHESTER-MD,0.552874378992193
FREDERICK-MD,0.571233500227583
GARRETT-MD,0.5330090340514246
HARFORD-MD,0.499265331374217
HOWARD-MD,0.47415020741749736
KENT-MD,0.6423303834808259
MONTGOMERY-MD,0.4197802197802198
PRINCE GEORGE'S-MD,0.46677331761635127
QUEEN ANNE'S-MD,0.5757990867579909
ST. MARY'S-MD,0.4962040692377771
SOMERSET-MD,0.5357821405953135
TALBOT-MD,0.6393846153846154
WASHINGTON-MD,0.48670331302926756
WICOMICO-MD,0.6016819571865444
WORCESTER-MD,0.761139896373057
BALTIMORE CITY-MD,0.35821614001306606
BARNSTABLE-MA,0.7040284360189574
BERKSHIRE-MA,0.583038325380945
BRISTOL-MA,0.550757891809206
DUKES-MA,0.35645677694770544
ESSEX-MA,0.5885744360182771
FRANKLIN-MA,0.571992110453649
HAMPDEN-MA,0.3962915213104808
HAMPSHIRE-MA,0.7117702670763413
MIDDLESEX-MA,0.559106615493143
NANTUCKET-MA,0.664488017429194
NORFOLK-MA,0.5707254381887288
PLYMOUTH-MA,0.5701537116631457
SUFFOLK-MA,0.5917315935052047
WORCESTER-MA,0.5591825210668057
ALCONA-MI,0.4919614147909968
ALGER-MI,0.645
ALLEGAN-MI,0.4814319170291067
ALPENA-MI,0.5580110497237569
ANTRIM-MI,0.640748031496063
ARENAC-MI,0.5148514851485149
BARAGA-MI,0.6107784431137725
BARRY-MI,0.5084175084175084
BAY-MI,0.46322474902683874
BENZIE-MI,0.7315634218289085
BERRIEN-MI,0.5440274011702583
BRANCH-MI,0.442262739597943
CALHOUN-MI,0.5246973702518436
CASS-MI,0.49500924214417746
CHARLEVOIX-MI,0.7616014558689718
CHEBOYGAN-MI,0.6685082872928176
CHIPPEWA-MI,0.6578389830508474
CLARE-MI,0.5352006056018168
CLINTON-MI,0.5100857286938981
CRAWFORD-MI,0.7001763668430335
DELTA-MI,0.5701598579040853
DICKINSON-MI,0.5262222222222223
EATON-MI,0.5694777634249861
EMMET-MI,0.7879581151832461
GENESEE-MI,0.4528440546764
GLADWIN-MI,0.3640312771503041
GOGEBIC-MI,0.4991364421416235
GRAND TRAVERSE-MI,0.6861330851558864
GRATIOT-MI,0.5143094151804231
HILLSDALE-MI,0.4601980198019802
HOUGHTON-MI,0.6168442077230359
HURON-MI,0.5593087195600943
INGHAM-MI,0.674483576024382
IONIA-MI,0.5543773790103317
IOSCO-MI,0.5139043381535039
IRON-MI,0.4876237623762376
ISABELLA-MI,0.7388069795752739
JACKSON-MI,0.49275
KALAMAZOO-MI,0.6096221295744821
KALKASKA-MI,0.5682989690721649
KENT-MI,0.5807396449704142
KEWEENAW-MI,0.6268656716417911
LAKE-MI,0.37772397094430993
LAPEER-MI,0.5116925214169947
LEELANAU-MI,0.6356687898089172
LENAWEE-MI,0.5994523762957168
LIVINGSTON-MI,0.5868
LUCE-MI,0.697841726618705
MACKINAC-MI,0.6442577030812325
MACOMB-MI,0.5256822815593604
MANISTEE-MI,0.6224489795918368
MARQUETTE-MI,0.6506975519873651
MASON-MI,0.5350877192982456
MECOSTA-MI,0.644786601836845
MENOMINEE-MI,0.6357285429141717
MIDLAND-MI,0.5148342059336823
MISSAUKEE-MI,0.6129032258064516
MONROE-MI,0.5159530951731661
MONTCALM-MI,0.5016216216216216
MONTMORENCY-MI,0.4024767801857585
MUSKEGON-MI,0.5332212885154062
NEWAYGO-MI,0.5124947056332063
OAKLAND-MI,0.5425829668132747
OCEANA-MI,0.5947329919531822
OGEMAW-MI,0.5010799136069114
ONTONAGON-MI,0.5117370892018779
OSCEOLA-MI,0.47073371805441055
OSCODA-MI,0.44761904761904764
OTSEGO-MI,0.6773618538324421
OTTAWA-MI,0.7197119798965834
PRESQUE ISLE-MI,0.5154185022026432
ROSCOMMON-MI,0.616600790513834
SAGINAW-MI,0.5163865151657433
ST. CLAIR-MI,0.5016369588941433
ST. JOSEPH-MI,0.5887675507020281
SANILAC-MI,0.5149105367793241
SCHOOLCRAFT-MI,0.5135135135135135
SHIAWASSEE-MI,0.47184839329854433
TUSCOLA-MI,0.527789046653144
VAN BUREN-MI,0.5183619550858652
WASHTENAW-MI,0.663695864085782
WAYNE-MI,0.40899638956172024
WEXFORD-MI,0.5242929659173314
AITKIN-MN,0.7040998217468806
ANOKA-MN,0.6182475054478724
BECKER-MN,0.7002985074626865
BELTRAMI-MN,0.5439716312056737
BENTON-MN,0.6826280623608018
BIG STONE-MN,0.6397058823529411
BLUE EARTH-MN,0.7973769245390611
BROWN-MN,0.7604380561259412
CARLTON-MN,0.5699760765550239
CARVER-MN,0.6134757600657355
CASS-MN,0.6743232157506153
CHIPPEWA-MN,0.5698529411764706
CHISAGO-MN,0.6172497402147558
CLAY-MN,0.7211224711768545
CLEARWATER-MN,0.5831435079726651
COOK-MN,0.6666666666666666
COTTONWOOD-MN,0.7389705882352942
CROW WING-MN,0.70474879559532
DAKOTA-MN,0.6856242424242425
DODGE-MN,0.6530973451327433
DOUGLAS-MN,0.7486033519553073
FARIBAULT-MN,0.7258347978910369
FILLMORE-MN,0.6867845993756504
FREEBORN-MN,0.6110678098207326
GOODHUE-MN,0.6929941990182954
GRANT-MN,0.6601941747572816
HENNEPIN-MN,0.6389229314751917
HOUSTON-MN,0.7095046854082999
HUBBARD-MN,0.7719498289623717
ISANTI-MN,0.7416107382550335
ITASCA-MN,0.6671046868155935
JACKSON-MN,0.78239608801956
KANABEC-MN,0.65
KANDIYOHI-MN,0.7569553805774278
KITTSON-MN,0.6569767441860465
KOOCHICHING-MN,0.6693944353518821
LAC QUI PARLE-MN,0.5623003194888179
LAKE-MN,0.8488372093023255
LAKE OF THE WOODS-MN,0.9533333333333334
LE SUEUR-MN,0.6368305209097579
LINCOLN-MN,0.7213114754098361
LYON-MN,0.6360874848116647
MCLEOD-MN,0.6852704257767549
MAHNOMEN-MN,0.4697986577181208
MARSHALL-MN,0.5532407407407407
MARTIN-MN,0.7830626450116009
MEEKER-MN,0.7184300341296929
MILLE LACS-MN,0.6727272727272727
MORRISON-MN,0.695368558382257
MOWER-MN,0.5866462793068298
MURRAY-MN,0.7215909090909091
NICOLLET-MN,0.8687700045724737
NOBLES-MN,0.6654309545875811
NORMAN-MN,0.6761006289308176
OLMSTED-MN,0.6438803006665721
OTTER TAIL-MN,0.7479861910241657
PENNINGTON-MN,0.6891891891891891
PINE-MN,0.6011730205278593
PIPESTONE-MN,0.6990291262135923
POLK-MN,0.7603773584905661
POPE-MN,0.7909738717339667
RAMSEY-MN,0.631322235181847
RED LAKE-MN,0.6264367816091954
REDWOOD-MN,0.6038461538461538
RENVILLE-MN,0.6174603174603175
RICE-MN,0.7372448979591837
ROCK-MN,0.7170923379174853
ROSEAU-MN,0.7427385892116183
ST. LOUIS-MN,0.7170682562337335
SCOTT-MN,0.6808616610633794
SHERBURNE-MN,0.672680882084928
SIBLEY-MN,0.6525547445255474
STEARNS-MN,0.7664340800587587
STEELE-MN,0.6632996632996633
STEVENS-MN,0.7757225433526012
SWIFT-MN,0.5957943925233645
TODD-MN,0.5846736045411542
TRAVERSE-MN,0.4230769230769231
WABASHA-MN,0.734229576008273
WADENA-MN,0.6574500768049155
WASECA-MN,0.6959669079627715
WASHINGTON-MN,0.639758668092256
WATONWAN-MN,0.5385756676557863
WILKIN-MN,0.6996047430830039
WINONA-MN,0.8316735487005101
WRIGHT-MN,0.661853809462421
YELLOW MEDICINE-MN,0.6765375854214123
ADAMS-MS,0.30241187384044527
ALCORN-MS,0.3871794871794872
AMITE-MS,0.09803921568627451
ATTALA-MS,0.29704797047970477
BENTON-MS,0.2168458781362007
BOLIVAR-MS,0.2422520661157025
CALHOUN-MS,0.2836990595611285
CARROLL-MS,0.14260249554367202
CHICKASAW-MS,0.37743589743589745
CHOCTAW-MS,0.19461697722567287
CLAIBORNE-MS,0.33847637415621984
CLARKE-MS,0.293854748603352
CLAY-MS,0.24786324786324787
COAHOMA-MS,0.14956405097250167
COPIAH-MS,0.27648578811369506
COVINGTON-MS,0.49746707193515705
DESOTO-MS,0.43764044943820224
FORREST-MS,0.4950638092944859
FRANKLIN-MS,0.2803030303030303
GEORGE-MS,0.326383319967923
GREENE-MS,0.19815668202764977
GRENADA-MS,0.1728395061728395
HANCOCK-MS,0.43279961183891313
HARRISON-MS,0.44171322160148974
HINDS-MS,0.2490690648492939
HOLMES-MS,0.2049792531120332
HUMPHREYS-MS,0.20813397129186603
ISSAQUENA-MS,0.0
ITAWAMBA-MS,0.2980891719745223
JACKSON-MS,0.3474938479471571
JASPER-MS,0.10891089108910891
JEFFERSON-MS,0.10075566750629723
JEFFERSON DAVIS-MS,0.2191780821917808
JONES-MS,0.3281360737065911
KEMPER-MS,0.2440119760479042
LAFAYETTE-MS,0.6095377306778732
LAMAR-MS,0.26127527216174184
LAUDERDALE-MS,0.35917592843589047
LAWRENCE-MS,0.34492350486787204
LEAKE-MS,0.19227967953386743
LEE-MS,0.43986784140969165
LEFLORE-MS,0.16048092002090958
LINCOLN-MS,0.16721932733301753
LOWNDES-MS,0.2328181519237093
MADISON-MS,0.37252197896914324
MARION-MS,0.18866396761133603
MARSHALL-MS,0.34553058024046
MONROE-MS,0.26375282592313487
MONTGOMERY-MS,0.09158415841584158
NESHOBA-MS,0.3128904031800114
NEWTON-MS,0.3842257597684515
NOXUBEE-MS,0.42595204513399154
OKTIBBEHA-MS,0.5324748040313549
PANOLA-MS,0.22933333333333333
PEARL RIVER-MS,0.2922818791946309
PERRY-MS,0.353125
PIKE-MS,0.31369224247562527
PONTOTOC-MS,0.28876636802205374
PRENTISS-MS,0.2557221783741121
QUITMAN-MS,0.14986376021798364
RANKIN-MS,0.43359276926939494
SCOTT-MS,0.42266072565245066
SHARKEY-MS,0.06224066390041494
SIMPSON-MS,0.29614767255216695
SMITH-MS,0.07673860911270983
STONE-MS,0.5263919016630514
SUNFLOWER-MS,0.1444015444015444
TALLAHATCHIE-MS,0.2724252491694352
TATE-MS,0.5061525840853158
TIPPAH-MS,0.3561643835616438
TISHOMINGO-MS,0.38057142857142856
TUNICA-MS,0.5855130784708249
