Drop_Out_Rate_By_County,SVI,Graduation-Rate,Percentage of Teens Who Work Part or Full time,Percentage-Private-School,Percentage-Public-School
0.05399151561897416,0.2602,92.7,0.4843810258387968,0.019230769230769232,0.9807692307692307
0.05426356589147287,0.5344,95.0,0.3488372093023256,0.16666666666666666,0.8333333333333334
0.05434782608695652,0.3691,80.7,0.5135869565217391,0.14285714285714285,0.8571428571428571
0.05443322109988777,0.465,87.0,0.5679012345679012,0.029411764705882353,0.9705882352941176
0.055099081681971966,0.864,82.0,0.41490789968315345,0.07241379310344828,0.9275862068965517
0.05517597009153023,0.0462,92.55,0.661853809462421,0.0975609756097561,0.9024390243902439
0.05537867824409069,0.3924,92.2,0.5102749638205499,0.02040816326530612,0.9795918367346939
0.05547416739916007,0.599,82.0,0.6191034280691474,0.13333333333333333,0.8666666666666667
0.055693069306930694,0.7691,89.57,0.10891089108910891,0.2222222222222222,0.7777777777777778
0.05596330275229358,0.9462,90.0,0.3100917431192661,0.16666666666666666,0.8333333333333334
0.05604379772367094,0.7274,91.0,0.593286269989915,0.17142857142857143,0.8285714285714286
0.0561576354679803,0.1248,90.0,0.6532019704433497,0.07692307692307693,0.9230769230769231
0.05644896619625862,0.072,95.28,0.7266163439448639,0.13636363636363635,0.8636363636363636
0.05695564516129032,0.2624,88.25,0.6043346774193549,0.044444444444444446,0.9555555555555556
0.05701179554390563,0.5334,88.62,0.5288335517693316,0.10526315789473684,0.8947368421052632
0.0580936266215454,0.8452,76.48,0.4653130287648054,0.08196721311475409,0.9180327868852459
0.058374370608089414,0.3994,79.5,0.5244840369612128,0.06542056074766354,0.9345794392523364
0.058402860548271755,0.8548,92.5,0.4696066746126341,0.1111111111111111,0.8888888888888888
0.05849802371541502,0.7994,84.54,0.38102766798418974,0.11764705882352941,0.8823529411764706
0.0585569884977344,0.401,84.0,0.5040083652840711,0.05,0.95
0.05891745170046304,0.8793,76.94,0.4360530097397413,0.08571428571428572,0.9142857142857143
0.059287042582027924,0.2662,76.8,0.5426923440602641,0.15306122448979592,0.8469387755102041
0.059336823734729496,0.9713,35.15,0.4040139616055846,0.10526315789473684,0.8947368421052632
0.059584035975267007,0.9764,87.5,0.3962900505902192,0.1111111111111111,0.8888888888888888
0.05989830216323365,0.2825,82.2,0.45815737309316557,0.20408163265306123,0.7959183673469388
0.060008606188632005,0.4825,84.44,0.5648006884950906,0.1813953488372093,0.8186046511627907
0.06060606060606061,0.7166,89.08,0.3694083694083694,0.14285714285714285,0.8571428571428571
0.06128830519074421,0.7685,83.0,0.5100062539086929,0.16666666666666666,0.8333333333333334
0.06152549515381374,0.7599,90.44,0.3333333333333333,0.058823529411764705,0.9411764705882353
0.06157168319546639,0.8723,79.02,0.40899638956172024,0.11240875912408758,0.8875912408759125
0.061635040662005994,0.7185,75.0,0.39499215294621204,0.3116883116883117,0.6883116883116883
0.06187256709690637,0.4404,79.73,0.46322474902683874,0.21739130434782608,0.782608695652174
0.06201275690999291,0.4436,96.0,0.3543586109142452,0.01020408163265306,0.9897959183673469
0.06230802983764809,0.9232,81.0,0.5225976305397104,0.06666666666666667,0.9333333333333333
0.06261980830670927,0.9873,86.0,0.4364217252396166,0.08695652173913043,0.9130434782608695
0.06279287722586692,0.6927,80.0,0.49765698219306465,0.1111111111111111,0.8888888888888888
0.06289903050366517,0.7331,95.78,0.5918656892882478,0.07142857142857142,0.9285714285714286
0.0632128681846668,0.6162,83.86,0.6048464591602256,0.32413793103448274,0.6758620689655173
0.06352941176470588,0.4334,87.91,0.633235294117647,0.2,0.8
0.06355140186915888,0.0006,76.79,0.3775700934579439,0.1111111111111111,0.8888888888888888
0.06366171003717472,0.7838,82.61,0.41143122676579924,0.05555555555555555,0.9444444444444444
0.06370623398804441,0.5538,86.5,0.38552519214346714,0.21153846153846154,0.7884615384615384
0.06383678841724251,0.3787,87.01,0.6564659427443238,0.046511627906976744,0.9534883720930233
0.0646340807657149,0.8535,74.33,0.48023874818519113,0.14925373134328357,0.8507462686567164
0.06488824801730353,0.9761,76.88,0.37995674116798844,0.18181818181818182,0.8181818181818182
0.06579954093343535,0.5439,83.69,0.7628156082631982,0.16666666666666666,0.8333333333333334
0.06600935828877005,0.6344,79.0,0.3655999331550802,0.21428571428571427,0.7857142857142857
0.06614455321807956,0.5475,89.0,0.4284440741512185,0.04589114194236926,0.9541088580576307
0.0665163472378805,0.2882,93.73,0.6544532130777903,0.125,0.875
0.06678344646376178,0.8287,80.83,0.3661046638931465,0.060240963855421686,0.9397590361445783
0.0669338980487067,0.7366,77.26,0.5651187414914537,0.10344827586206896,0.896551724137931
0.06713018460800767,0.4525,88.41,0.5782785902661233,0.09523809523809523,0.9047619047619048
0.06761421319796955,0.4433,89.0,0.496243654822335,0.10526315789473684,0.8947368421052632
0.06779661016949153,0.3398,87.19,0.6574630945872061,0.17073170731707318,0.8292682926829268
0.06846281601771545,0.3131,77.91,0.5694777634249861,0.14754098360655737,0.8524590163934426
0.06854043392504931,0.4653,79.72,0.5892504930966469,0.15789473684210525,0.8421052631578947
0.06867256637168141,0.4153,90.7,0.631858407079646,0.043478260869565216,0.9565217391304348
0.06887486855941115,0.651,91.0,0.4361198738170347,0.012658227848101266,0.9873417721518988
0.06924705170849713,0.149,88.0,0.5234351375869368,0.04225352112676056,0.9577464788732394
0.06964285714285715,0.9583,70.0,0.3620535714285714,0.041666666666666664,0.9583333333333334
0.06968433591423466,0.2924,83.23,0.669446098868374,0.38461538461538464,0.6153846153846154
0.06972681067344345,0.9248,84.6,0.4099428208386277,0.02564102564102564,0.9743589743589743
0.07021276595744681,0.7771,67.33,0.5439716312056737,0.09523809523809523,0.9047619047619048
0.07021709633649932,0.399,89.0,0.5133989145183175,0.17391304347826086,0.8260869565217391
0.07079270877490462,0.9882,74.35,0.31369224247562527,0.13636363636363635,0.8636363636363636
0.07091391733029959,0.4382,76.74,0.47667804323094426,0.13043478260869565,0.8695652173913043
0.0714495736548074,0.7258,90.67,0.4730961481917083,0.023529411764705882,0.9764705882352941
0.0714794585609119,0.6933,85.0,0.5756352410353835,0.024096385542168676,0.9759036144578314
0.07227138643067847,0.5987,91.01,0.5580137659783677,0.09523809523809523,0.9047619047619048
0.07231638418079096,0.7439,86.59,0.5807909604519774,0.11764705882352941,0.8823529411764706
0.072407498623707,0.6611,71.8,0.3724683452612059,0.3059360730593607,0.6940639269406392
0.07243300610241443,0.2019,92.36,0.6882462191562748,0.2982456140350877,0.7017543859649122
0.07268553940321347,0.521,78.67,0.5649797792108427,0.10714285714285714,0.8928571428571429
0.07383741569045084,0.6146,80.18,0.41782037628682994,0.11764705882352941,0.8823529411764706
0.07440398218496201,0.3656,90.11,0.457689284778622,0.12903225806451613,0.8709677419354839
0.07447577729573392,0.3965,88.0,0.462762111352133,0.023255813953488372,0.9767441860465116
0.07535795026375283,0.5455,83.0,0.5674453654860587,0.2727272727272727,0.7272727272727273
0.07591623036649214,0.7793,82.0,0.262434554973822,0.15789473684210525,0.8421052631578947
0.07609549238259777,0.5229,85.04,0.5556777132087325,0.168141592920354,0.831858407079646
0.07644962747003563,0.9318,88.28,0.19727891156462585,0.03125,0.96875
0.07713588283157038,0.107,86.37,0.5134255492270138,0.13636363636363635,0.8636363636363636
0.07733333333333334,0.8933,68.94,0.22933333333333333,0.07142857142857142,0.9285714285714286
0.07793472966390648,0.7283,84.09,0.4790550414028251,0.3695652173913043,0.6304347826086957
0.078125,0.1471,94.83,0.4934210526315789,0.2222222222222222,0.7777777777777778
0.07862407862407862,0.0315,95.66,0.5522113022113022,0.26666666666666666,0.7333333333333333
0.08000387427962613,0.5236,88.58,0.5575088382003971,0.37410071942446044,0.6258992805755396
0.08031206975676916,0.3287,90.14,0.7388710417622762,0.2903225806451613,0.7096774193548387
0.08034724787587735,0.579,89.33,0.6461026967122275,0.07894736842105263,0.9210526315789473
0.08049488777300502,0.6159,82.9,0.5009982455078952,0.16818181818181818,0.8318181818181818
0.08181449979748887,0.5834,91.04,0.4528149048197651,0.11764705882352941,0.8823529411764706
0.08263971462544589,0.9936,82.0,0.37812128418549346,0.07692307692307693,0.9230769230769231
0.08308308308308308,0.5519,92.5,0.3353353353353353,0.14285714285714285,0.8571428571428571
0.08349590323839251,0.8691,69.0,0.3913382754584471,0.14285714285714285,0.8571428571428571
0.08349641226353555,0.2041,90.0,0.47227658186562294,0.2222222222222222,0.7777777777777778
0.08354646206308611,0.2439,85.87,0.5924978687127025,0.07692307692307693,0.9230769230769231
0.08387688544639217,0.3589,84.15,0.696596004891969,0.1511627906976744,0.8488372093023255
0.08501628664495114,0.3099,85.89,0.35537459283387623,0.19230769230769232,0.8076923076923077
0.08537058595265813,0.6427,88.0,0.4221963523476911,0.07352941176470588,0.9264705882352942
0.08593316309537027,0.386,82.0,0.549128455645609,0.10526315789473684,0.8947368421052632
0.08682634730538923,0.2764,80.26,0.6357285429141717,0.1,0.9
0.08736942070275404,0.2,92.56,0.6733143399810066,0.2857142857142857,0.7142857142857143
0.08864849676875527,0.7204,74.47,0.4923433548749649,0.2,0.8
0.0889132821075741,0.9057,92.5,0.6070252469813392,0.08333333333333333,0.9166666666666666
0.0891089108910891,0.5341,92.5,0.40264026402640263,0.2,0.8
0.08955223880597014,0.4172,88.51,0.6865671641791045,0.1111111111111111,0.8888888888888888
0.0903904571386234,0.3299,81.16,0.4403941616655553,0.1717171717171717,0.8282828282828283
0.09099975068561456,0.7889,80.45,0.4637247569184742,0.0425531914893617,0.9574468085106383
0.09234020073956682,0.7354,75.03,0.5362916006339145,0.1267605633802817,0.8732394366197183
0.09292274446245273,0.5975,79.0,0.644786601836845,0.05263157894736842,0.9473684210526315
0.09528619528619528,0.0869,87.04,0.5084175084175084,0.125,0.875
0.0956364458512322,0.4188,85.72,0.526000452181777,0.16216216216216217,0.8378378378378378
0.09585253456221199,0.4911,89.84,0.8202764976958525,0.4,0.6
0.09690893901420217,0.3914,85.44,0.4193817878028404,0.10526315789473684,0.8947368421052632
0.09819297647459939,0.507,80.89,0.5854074326628026,0.03125,0.96875
0.1,0.272,89.51,0.42258064516129035,0.13333333333333333,0.8666666666666667
0.10008986744551786,0.1838,91.73,0.5180858234104696,0.11842105263157894,0.881578947368421
0.10044532409698169,0.5624,71.06,0.5032162295893122,0.07894736842105263,0.9210526315789473
0.100664767331434,0.8771,76.0,0.1728395061728395,0.14285714285714285,0.8571428571428571
0.10070671378091872,0.6854,71.22,0.627208480565371,0.07692307692307693,0.9230769230769231
0.10095331214861893,0.485,72.78,0.5421657296504522,0.1724137931034483,0.8275862068965517
0.10136080376446649,0.2204,96.7,0.577387765483912,0.03418803418803419,0.9658119658119658
0.10335917312661498,0.842,80.11,0.520671834625323,0.08333333333333333,0.9166666666666666
0.10379746835443038,0.0032,91.72,0.5924050632911393,0.11764705882352941,0.8823529411764706
0.10419161676646707,0.05,93.45,0.7013972055888223,0.1111111111111111,0.8888888888888888
0.10558530986993114,0.4,81.98,0.4801071155317521,0.07142857142857142,0.9285714285714286
0.10652065704330513,0.7697,82.01,0.4848183175709308,0.05,0.95
0.10716152639832724,0.1513,86.82,0.42446419236800836,0.21212121212121213,0.7878787878787878
0.10735930735930736,0.5328,86.19,0.6528138528138528,0.2708333333333333,0.7291666666666666
0.1078107810781078,0.9306,77.5,0.3586358635863586,0.2222222222222222,0.7777777777777778
0.10816876122082585,0.1777,74.88,0.598294434470377,0.125,0.875
0.11029411764705882,0.9092,72.5,0.5024509803921569,0.1,0.9
