Drop_Out_Rate_By_County,SVI,Graduation-Rate,Percentage of Teens Who Work Part or Full time,Percentage-Private-School,Percentage-Public-School
0.11141516810007819,0.9115,83.77,0.3275996872556685,0.1,0.9
0.11210762331838565,0.3459,90.45,0.44506726457399104,0.125,0.875
0.11272141706924316,0.3532,86.43,0.8003220611916264,0.07692307692307693,0.9230769230769231
0.11280549383962836,0.4551,81.68,0.6030094930317108,0.25,0.75
0.11316544469238125,0.979,83.0,0.4204654128147912,0.08695652173913043,0.9130434782608695
0.11317829457364341,0.6717,94.11,0.46511627906976744,0.0625,0.9375
0.11324786324786325,0.7914,79.44,0.5470085470085471,0.06666666666666667,0.9333333333333333
0.11407407407407408,0.5513,85.6,0.5303703703703704,0.21428571428571427,0.7857142857142857
0.1146067415730337,0.8471,92.86,0.2194756554307116,0.09090909090909091,0.9090909090909091
0.11527904849039342,0.5322,80.95,0.47666971637694416,0.10714285714285714,0.8928571428571429
0.11605415860735009,0.199,89.51,0.7324306898774984,0.19047619047619047,0.8095238095238095
0.11714219438645326,0.7475,82.09,0.5579911853398284,0.2857142857142857,0.7142857142857143
0.11726283048211508,0.5306,85.33,0.26127527216174184,0.25,0.75
0.11820652173913043,0.0497,94.7,0.6195652173913043,0.5,0.5
0.11853448275862069,0.736,89.0,0.47737068965517243,0.045454545454545456,0.9545454545454546
0.11877842755035738,0.2427,69.58,0.46835607537361923,0.14285714285714285,0.8571428571428571
0.11919060052219321,0.549,78.0,0.4315926892950392,0.24,0.76
0.12106210621062106,0.4411,85.0,0.5013501350135013,0.02702702702702703,0.972972972972973
0.1226696495152871,0.7073,83.28,0.5216256524981358,0.16,0.84
0.12372372372372373,0.1067,90.43,0.7399399399399399,0.1,0.9
0.12449664429530201,0.7051,75.48,0.2922818791946309,0.16,0.84
0.12653061224489795,0.1127,97.5,0.6993197278911565,0.26666666666666666,0.7333333333333333
0.12682760965657938,0.7522,85.0,0.37980278816729,0.13043478260869565,0.8695652173913043
0.1279119017365523,0.6318,85.7,0.5124947056332063,0.1,0.9
0.12793791574279378,0.9889,67.05,0.13059866962305985,0.08064516129032258,0.9193548387096774
0.12818532818532818,0.6108,92.0,0.46332046332046334,0.1,0.9
0.12846199175014733,0.6092,79.95,0.5226870948733058,0.13043478260869565,0.8695652173913043
0.12939001848428835,0.0688,91.96,0.6765249537892791,0.1111111111111111,0.8888888888888888
0.1293925994880149,0.936,82.0,0.42448219688154526,0.05434782608695652,0.9456521739130435
0.13214990138067062,0.5331,91.95,0.5857988165680473,0.125,0.875
0.1325128792215226,0.914,71.96,0.4212936462507155,0.10714285714285714,0.8928571428571429
0.13365384615384615,0.4946,70.61,0.44134615384615383,0.09523809523809523,0.9047619047619048
0.13550420168067226,0.8939,70.0,0.4096638655462185,0.21428571428571427,0.7857142857142857
0.13807982740021574,0.9608,57.5,0.1715210355987055,0.0625,0.9375
0.1411395713538944,0.9653,67.76,0.16048092002090958,0.2,0.8
0.14192495921696574,0.9691,78.84,0.3034257748776509,0.08333333333333333,0.9166666666666666
0.1421994884910486,0.3271,87.33,0.7447570332480818,0.17777777777777778,0.8222222222222222
0.14261168384879724,0.742,93.75,0.5185567010309279,0.13636363636363635,0.8636363636363636
0.14276568501920614,0.1475,82.84,0.6907810499359796,0.07246376811594203,0.927536231884058
0.1437908496732026,0.0513,85.53,0.7026143790849673,0.1,0.9
0.1442480143479375,0.7159,83.0,0.42326415577760695,0.22727272727272727,0.7727272727272727
0.14802631578947367,0.443,87.5,0.2598684210526316,0.1111111111111111,0.8888888888888888
0.14826498422712933,0.3653,91.27,0.6813880126182965,0.2,0.8
0.14883720930232558,0.9599,86.0,0.44069767441860463,0.125,0.875
0.14984709480122324,0.6283,77.13,0.5866462793068298,0.0625,0.9375
0.1506640539952101,0.5064,90.26,0.5573699107337252,0.5806451612903226,0.41935483870967744
0.15350089766606823,0.3338,93.0,0.4919210053859964,0.16666666666666666,0.8333333333333334
0.1581151832460733,0.8834,93.2,0.406282722513089,0.023255813953488372,0.9767441860465116
0.16007827788649706,0.1111,88.54,0.6289628180039138,0.043478260869565216,0.9565217391304348
0.16258879242304658,0.8455,94.0,0.36464088397790057,0.2857142857142857,0.7142857142857143
0.1652452025586354,0.1924,92.95,0.6311300639658849,0.16666666666666666,0.8333333333333334
0.16717325227963525,0.7879,65.0,0.49746707193515705,0.09090909090909091,0.9090909090909091
0.17067448680351907,0.9166,82.0,0.3436950146627566,0.1111111111111111,0.8888888888888888
0.18439716312056736,0.1019,95.97,0.7163120567375887,0.42857142857142855,0.5714285714285714
0.19269102990033224,0.3003,92.5,0.4485049833887043,0.16666666666666666,0.8333333333333334
0.1977715877437326,0.3866,91.85,0.5793871866295265,0.2,0.8
0.19806243272335844,0.907,70.7,0.2960172228202368,0.05263157894736842,0.9473684210526315
0.20606826801517067,0.3838,85.09,0.5891276864728192,0.09090909090909091,0.9090909090909091
0.20628272251308902,0.6455,83.63,0.6282722513089005,0.125,0.875
0.2144082332761578,0.1245,95.99,0.8490566037735849,0.09090909090909091,0.9090909090909091
0.21769662921348315,0.3806,91.74,0.46348314606741575,0.10526315789473684,0.8947368421052632
0.2816399286987522,0.9201,87.5,0.37967914438502676,0.25,0.75
0.29235537190082644,0.7949,82.5,0.4762396694214876,0.25,0.75
0.30799475753604194,0.7656,92.5,0.2765399737876802,0.3333333333333333,0.6666666666666666
0.3649425287356322,0.0551,94.36,0.5201149425287356,0.1,0.9
0.375,0.7984,97.5,0.0,0.25,0.75
0.389686684073107,0.4392,85.96,0.6338120104438643,0.6666666666666666,0.3333333333333333
0.4424920127795527,0.9312,77.5,0.38977635782747605,0.5,0.5
0.48860625331213564,0.5904,93.86,0.6857445680975093,0.7872340425531915,0.2127659574468085
