County-State,Graduation-Rate
ANDROSCOGGIN-ME,82.28
AROOSTOOK-ME,89.35
CUMBERLAND-ME,90.66
FRANKLIN-ME,88.66
HANCOCK-ME,81.42
KENNEBEC-ME,87.01
KNOX-ME,82.84
OXFORD-ME,84.05
PENOBSCOT-ME,88.23
PISCATAQUIS-ME,88.15
SAGADAHOC-ME,86.61
SOMERSET-ME,85.86
WALDO-ME,86.16
YORK-ME,87.09
ALLEGANY-MD,92.0
ANNE ARUNDEL-MD,88.0
BALTIMORE-MD,88.0
CALVERT-MD,94.0
CAROLINE-MD,89.0
CARROLL-MD,96.0
CECIL-MD,88.0
CHARLES-MD,92.0
DORCHESTER-MD,86.0
FREDERICK-MD,93.0
GARRETT-MD,93.0
HARFORD-MD,90.0
HOWARD-MD,93.0
KENT-MD,92.5
MONTGOMERY-MD,89.0
PRINCE GEORGES-MD,79.0
QUEEN ANNES-MD,95.0
ST. MARYS-MD,94.0
SOMERSET-MD,87.5
TALBOT-MD,93.0
WASHINGTON-MD,91.0
WICOMICO-MD,84.0
WORCESTER-MD,93.0
BALTIMORE CITY-MD,70.1
BARNSTABLE-MA,89.3
BERKSHIRE-MA,87.84
BRISTOL-MA,86.76
DUKES-MA,91.51
ESSEX-MA,87.44
FRANKLIN-MA,84.48
HAMPDEN-MA,79.15
HAMPSHIRE-MA,90.93
MIDDLESEX-MA,90.87
NANTUCKET-MA,87.5
NORFOLK-MA,93.04
PLYMOUTH-MA,90.24
SUFFOLK-MA,70.36
WORCESTER-MA,88.43
IONIA-MI,80.64
IOSCO-MI,72.35
JACKSON-MI,79.6
KALAMAZOO-MI,76.6
KALKASKA-MI,63.08
ALCONA-MI,92.5
ALPENA-MI,78.0
BAY-MI,79.73
CHARLEVOIX-MI,78.44
CHIPPEWA-MI,76.67
CRAWFORD-MI,82.5
DELTA-MI,85.94
EMMET-MI,90.0
GRAND TRAVERSE-MI,79.27
HOUGHTON-MI,84.27
HURON-MI,88.96
ISABELLA-MI,79.42
LEELANAU-MI,63.98
MACOMB-MI,81.28
MARQUETTE-MI,85.69
MECOSTA-MI,79.0
MENOMINEE-MI,80.26
MONROE-MI,83.3
OGEMAW-MI,76.84
ST. CLAIR-MI,79.85
WAYNE-MI,79.02
WEXFORD-MI,77.26
ALLEGAN-MI,86.72
ANTRIM-MI,87.0
ARENAC-MI,82.79
BARRY-MI,87.04
BENZIE-MI,77.12
BERRIEN-MI,68.22
BRANCH-MI,82.16
CALHOUN-MI,74.94
CASS-MI,82.05
CHEBOYGAN-MI,87.11
CLARE-MI,86.01
CLINTON-MI,88.8
DICKINSON-MI,85.43
EATON-MI,77.91
GENESEE-MI,76.41
GLADWIN-MI,84.89
GRATIOT-MI,83.54
HILLSDALE-MI,79.46
INGHAM-MI,75.72
OTTAWA-MI,88.47
ROSCOMMON-MI,67.11
SAGINAW-MI,78.13
ST. JOSEPH-MI,81.27
SANILAC-MI,83.9
SCHOOLCRAFT-MI,92.5
KENT-MI,78.33
LAPEER-MI,85.83
LENAWEE-MI,86.19
LIVINGSTON-MI,87.3
MANISTEE-MI,53.94
MASON-MI,82.13
MIDLAND-MI,86.76
MISSAUKEE-MI,90.81
MONTCALM-MI,92.22
MUSKEGON-MI,76.53
NEWAYGO-MI,85.7
OAKLAND-MI,85.0
OCEANA-MI,83.52
OSCEOLA-MI,82.42
OTSEGO-MI,84.77
SHIAWASSEE-MI,86.83
TUSCOLA-MI,79.9
VAN BUREN-MI,79.6
WASHTENAW-MI,86.57
GOGEBIC-MI,82.69
HOUSTON-MN,62.6
HUBBARD-MN,83.94
ISANTI-MN,81.25
JACKSON-MN,96.84
KANABEC-MN,85.87
KANDIYOHI-MN,78.71
KOOCHICHING-MN,80.39
AITKIN-MN,89.54
BLUE EARTH-MN,83.07
BROWN-MN,89.37
CASS-MN,70.64
CHIPPEWA-MN,77.11
CLAY-MN,82.01
HENNEPIN-MN,75.93
ITASCA-MN,88.11
LAKE-MN,92.5
LYON-MN,86.37
MORRISON-MN,88.15
NICOLLET-MN,92.14
PENNINGTON-MN,86.58
POLK-MN,83.93
REDWOOD-MN,87.81
RENVILLE-MN,90.4
ST. LOUIS-MN,82.6
SCOTT-MN,86.31
STEARNS-MN,84.2
WASHINGTON-MN,89.36
WRIGHT-MN,92.55
YELLOW MEDICINE-MN,94.76
ANOKA-MN,84.81
BECKER-MN,88.22
BELTRAMI-MN,67.33
BENTON-MN,92.83
CARLTON-MN,90.29
CARVER-MN,93.29
CHISAGO-MN,81.08
CLEARWATER-MN,79.09
CROW WING-MN,85.32
DAKOTA-MN,84.31
DODGE-MN,95.53
DOUGLAS-MN,86.12
FARIBAULT-MN,89.66
FREEBORN-MN,78.56
GOODHUE-MN,86.01
STEELE-MN,86.82
STEVENS-MN,90.41
SWIFT-MN,95.42
TODD-MN,79.89
WABASHA-MN,93.1
WADENA-MN,86.62
WATONWAN-MN,87.85
LE SUEUR-MN,93.55
MCLEOD-MN,89.87
MAHNOMEN-MN,52.85
MARTIN-MN,81.07
MEEKER-MN,92.99
MILLE LACS-MN,89.95
MOWER-MN,77.13
NOBLES-MN,78.85
OLMSTED-MN,81.75
OTTER TAIL-MN,79.07
PINE-MN,77.85
PIPESTONE-MN,89.54
POPE-MN,92.5
RAMSEY-MN,76.4
RICE-MN,82.65
ROCK-MN,91.96
ROSEAU-MN,88.47
SHERBURNE-MN,92.1
SIBLEY-MN,80.31
WINONA-MN,79.83
WASECA-MN,86.89
COAHOMA-MS,66.89
COPIAH-MS,79.09
COVINGTON-MS,65.0
FORREST-MS,78.33
FRANKLIN-MS,82.5
GREENE-MS,77.5
GRENADA-MS,76.0
HANCOCK-MS,79.29
HARRISON-MS,78.25
ITAWAMBA-MS,83.0
JACKSON-MS,77.48
JASPER-MS,89.57
JEFFERSON DAVIS-MS,82.5
KEMPER-MS,67.5
LAFAYETTE-MS,81.62
LAMAR-MS,85.33
LAUDERDALE-MS,70.1
LAWRENCE-MS,77.5
ADAMS-MS,65.0
ALCORN-MS,83.32
ATTALA-MS,76.01
BENTON-MS,77.5
BOLIVAR-MS,75.27
CHICKASAW-MS,66.09
CLAIBORNE-MS,77.5
DESOTO-MS,81.0
GEORGE-MS,75.0
HINDS-MS,67.51
HOLMES-MS,75.5
HUMPHREYS-MS,82.5
JONES-MS,77.0
LEFLORE-MS,67.76
LOWNDES-MS,77.49
MADISON-MS,78.66
NESHOBA-MS,79.13
PEARL RIVER-MS,75.48
RANKIN-MS,80.84
TATE-MS,78.44
TUNICA-MS,67.5
WARREN-MS,64.0
WASHINGTON-MS,62.05
WILKINSON-MS,72.5
WINSTON-MS,77.5
YAZOO-MS,72.5
CALHOUN-MS,82.5
CARROLL-MS,72.5
CHOCTAW-MS,72.5
CLARKE-MS,82.38
CLAY-MS,77.0
MONTGOMERY-MS,63.73
NEWTON-MS,78.68
NOXUBEE-MS,72.5
OKTIBBEHA-MS,75.54
PANOLA-MS,68.94
PERRY-MS,51.82
PIKE-MS,74.35
PONTOTOC-MS,77.2
PRENTISS-MS,80.96
QUITMAN-MS,72.5
SCOTT-MS,80.81
UNION-MS,80.13
WALTHALL-MS,77.5
WAYNE-MS,75.0
WEBSTER-MS,82.5
YALOBUSHA-MS,73.33
SMITH-MS,76.0
SHARKEY-MS,77.5
SIMPSON-MS,73.0
STONE-MS,77.0
SUNFLOWER-MS,77.5
TALLAHATCHIE-MS,76.51
TIPPAH-MS,77.5
TISHOMINGO-MS,77.0
LEAKE-MS,72.5
LEE-MS,80.81
LINCOLN-MS,75.92
MARION-MS,79.77
MARSHALL-MS,79.01
MONROE-MS,74.68
COOPER-MO,90.7
CRAWFORD-MO,90.67
DALLAS-MO,89.61
DENT-MO,87.5
DOUGLAS-MO,97.5
FRANKLIN-MO,89.68
ADAIR-MO,91.07
BATES-MO,92.27
BUTLER-MO,86.54
CALLAWAY-MO,89.77
CAMDEN-MO,94.42
CAPE GIRARDEAU-MO,89.47
CARROLL-MO,91.21
DUNKLIN-MO,89.39
JACKSON-MO,85.64
JEFFERSON-MO,93.16
LINN-MO,89.51
NEW MADRID-MO,94.31
PERRY-MO,87.5
POLK-MO,91.01
ST. CHARLES-MO,90.27
ST. LOUIS-MO,89.26
SALINE-MO,87.1
STODDARD-MO,90.7
WEBSTER-MO,90.94
ANDREW-MO,92.19
AUDRAIN-MO,88.7
BARRY-MO,91.16
BARTON-MO,91.27
BENTON-MO,85.6
BOONE-MO,91.63
BUCHANAN-MO,92.55
CASS-MO,91.42
CEDAR-MO,90.3
CHRISTIAN-MO,93.48
CLARK-MO,92.5
CLAY-MO,94.01
CLINTON-MO,91.35
COLE-MO,80.12
MARION-MO,91.71
MILLER-MO,92.8
MISSISSIPPI-MO,96.45
MONITEAU-MO,93.12
MONTGOMERY-MO,91.95
GASCONADE-MO,97.5
GREENE-MO,90.88
GRUNDY-MO,95.93
HENRY-MO,85.0
HOWELL-MO,94.11
IRON-MO,91.44
JASPER-MO,88.06
JOHNSON-MO,92.8
LACLEDE-MO,93.27
LAFAYETTE-MO,92.81
LAWRENCE-MO,92.45
LEWIS-MO,96.62
LINCOLN-MO,92.07
LIVINGSTON-MO,95.47
MCDONALD-MO,93.0
MACON-MO,89.62
MADISON-MO,96.62
SCOTT-MO,95.26
SHANNON-MO,89.74
STONE-MO,91.79
TANEY-MO,94.39
TEXAS-MO,95.12
MORGAN-MO,93.18
NEWTON-MO,91.68
NODAWAY-MO,90.86
OSAGE-MO,94.7
PEMISCOT-MO,90.42
PETTIS-MO,94.81
PHELPS-MO,84.46
PIKE-MO,90.61
PLATTE-MO,93.14
PULASKI-MO,91.7
RALLS-MO,87.5
RANDOLPH-MO,88.19
RAY-MO,91.94
RIPLEY-MO,87.91
STE. GENEVIEVE-MO,92.5
ST. FRANCOIS-MO,91.04
ST. LOUIS CITY-MO,71.98
VERNON-MO,87.72
WARREN-MO,92.74
WASHINGTON-MO,93.42
WAYNE-MO,93.57
WRIGHT-MO,96.05
BEAVERHEAD-MT,90.86
BIG HORN-MT,65.46
CASCADE-MT,85.52
CUSTER-MT,92.5
DAWSON-MT,86.68
DEER LODGE-MT,92.5
FERGUS-MT,87.89
FLATHEAD-MT,86.91
GALLATIN-MT,87.43
GLACIER-MT,68.84
LAKE-MT,88.24
LEWIS AND CLARK-MT,85.01
LINCOLN-MT,89.61
RAVALLI-MT,90.54
RICHLAND-MT,82.66
ROOSEVELT-MT,70.27
SILVER BOW-MT,83.0
VALLEY-MT,88.03
YELLOWSTONE-MT,83.62
HILL-MT,66.18
MISSOULA-MT,89.79
PARK-MT,91.96
DODGE-NE,88.52
DOUGLAS-NE,85.2
ADAMS-NE,90.69
CHEYENNE-NE,90.84
KEITH-NE,92.0
SALINE-NE,86.56
BOONE-NE,91.18
BOX BUTTE-NE,87.82
BUFFALO-NE,89.0
CASS-NE,93.4
COLFAX-NE,90.48
CUMING-NE,91.38
CUSTER-NE,87.88
DAKOTA-NE,83.57
DAWES-NE,46.18
DAWSON-NE,92.26
LANCASTER-NE,83.0
LINCOLN-NE,85.74
MADISON-NE,89.17
OTOE-NE,90.1
GAGE-NE,89.08
HALL-NE,89.18
HAMILTON-NE,95.4
JEFFERSON-NE,88.65
WASHINGTON-NE,93.5
WAYNE-NE,92.79
YORK-NE,95.0
PIERCE-NE,91.39
PLATTE-NE,88.12
RED WILLOW-NE,90.74
SARPY-NE,93.64
SAUNDERS-NE,95.73
SCOTTS BLUFF-NE,89.74
SEWARD-NE,93.92
CHURCHILL-NV,67.0
CLARK-NV,72.0
DOUGLAS-NV,91.0
ELKO-NV,80.0
HUMBOLDT-NV,83.0
LANDER-NV,77.5
LINCOLN-NV,72.5
LYON-NV,75.0
WASHOE-NV,75.07
WHITE PINE-NV,82.5
NYE-NV,69.0
CARSON CITY-NV,65.35
BELKNAP-NH,85.0
CARROLL-NH,94.85
CHESHIRE-NH,89.71
COOS-NH,88.73
GRAFTON-NH,94.35
HILLSBOROUGH-NH,86.97
MERRIMACK-NH,85.12
SULLIVAN-NH,86.82
STRAFFORD-NH,86.6
ROCKINGHAM-NH,90.79
ATLANTIC-NJ,89.09
BERGEN-NJ,94.52
BURLINGTON-NJ,92.58
CAMDEN-NJ,86.96
CAPE MAY-NJ,87.19
CUMBERLAND-NJ,82.29
ESSEX-NJ,83.32
GLOUCESTER-NJ,91.67
HUDSON-NJ,82.79
HUNTERDON-NJ,95.91
MERCER-NJ,90.28
MIDDLESEX-NJ,90.18
MONMOUTH-NJ,93.65
MORRIS-NJ,95.33
OCEAN-NJ,90.72
PASSAIC-NJ,87.15
SALEM-NJ,88.07
SOMERSET-NJ,93.41
SUSSEX-NJ,93.31
UNION-NJ,89.66
WARREN-NJ,91.84
DONA ANA-NM,76.76
LEA-NM,81.74
LINCOLN-NM,75.15
LOS ALAMOS-NM,87.0
MCKINLEY-NM,67.05
OTERO-NM,71.96
QUAY-NM,64.9
ROOSEVELT-NM,80.8
SAN MIGUEL-NM,67.11
SANTA FE-NM,68.58
SOCORRO-NM,66.52
TORRANCE-NM,69.95
VALENCIA-NM,74.57
BERNALILLO-NM,62.0
CHAVES-NM,68.33
CIBOLA-NM,67.0
COLFAX-NM,73.2
CURRY-NM,78.07
EDDY-NM,65.92
GRANT-NM,87.9
LUNA-NM,66.0
RIO ARRIBA-NM,69.41
SANDOVAL-NM,80.09
SAN JUAN-NM,71.81
SIERRA-NM,62.5
TAOS-NM,64.08
ALBANY-NY,81.4
ALLEGANY-NY,86.24
BRONX-NY,59.9
CATTARAUGUS-NY,84.09
CAYUGA-NY,81.31
CHAUTAUQUA-NY,83.24
CHENANGO-NY,83.9
DELAWARE-NY,82.89
ESSEX-NY,86.41
JEFFERSON-NY,85.1
LIVINGSTON-NY,88.6
MADISON-NY,83.24
NASSAU-NY,91.2
NIAGARA-NY,82.63
ONEIDA-NY,81.87
ONONDAGA-NY,81.4
ORANGE-NY,86.5
OSWEGO-NY,80.3
OTSEGO-NY,84.58
QUEENS-NY,70.81
SARATOGA-NY,88.75
SUFFOLK-NY,89.18
SULLIVAN-NY,77.54
WARREN-NY,83.02
WASHINGTON-NY,81.98
WESTCHESTER-NY,87.53
YATES-NY,85.96
ONTARIO-NY,88.57
ORLEANS-NY,84.62
PUTNAM-NY,91.84
RENSSELAER-NY,87.33
BROOME-NY,83.29
CHEMUNG-NY,72.78
CLINTON-NY,85.07
COLUMBIA-NY,82.8
CORTLAND-NY,82.91
DUTCHESS-NY,84.5
FRANKLIN-NY,83.28
FULTON-NY,74.34
GENESEE-NY,88.87
GREENE-NY,86.02
HERKIMER-NY,80.95
KINGS-NY,68.78
LEWIS-NY,88.02
MONROE-NY,82.5
MONTGOMERY-NY,77.45
NEW YORK-NY,69.56
RICHMOND-NY,79.0
ROCKLAND-NY,86.08
ST. LAWRENCE-NY,82.09
SCHENECTADY-NY,79.3
SCHOHARIE-NY,81.34
SCHUYLER-NY,80.7
SENECA-NY,83.37
STEUBEN-NY,84.2
TIOGA-NY,83.0
TOMPKINS-NY,85.69
WAYNE-NY,88.49
WYOMING-NY,89.59
ERIE-NY,81.99
ULSTER-NY,82.64
CHOWAN-NC,82.5
CLAY-NC,82.5
CLEVELAND-NC,87.0
DAVIE-NC,85.0
DURHAM-NC,81.3
FORSYTH-NC,84.96
FRANKLIN-NC,83.0
GASTON-NC,86.29
ALAMANCE-NC,82.61
ASHE-NC,86.0
BEAUFORT-NC,84.0
BERTIE-NC,85.0
BLADEN-NC,77.0
BRUNSWICK-NC,83.0
BUNCOMBE-NC,85.0
CARTERET-NC,86.0
CHEROKEE-NC,93.0
COLUMBUS-NC,84.84
CRAVEN-NC,85.0
CUMBERLAND-NC,82.0
CURRITUCK-NC,90.0
DARE-NC,94.0
DAVIDSON-NC,82.52
DUPLIN-NC,83.0
EDGECOMBE-NC,82.0
GRAHAM-NC,87.5
HALIFAX-NC,79.88
HARNETT-NC,82.0
HAYWOOD-NC,83.0
HENDERSON-NC,91.0
HOKE-NC,75.0
JACKSON-NC,84.0
JOHNSTON-NC,88.95
JONES-NC,92.5
MCDOWELL-NC,80.0
MACON-NC,88.0
MADISON-NC,82.5
MARTIN-NC,77.57
MECKLENBURG-NC,88.04
MITCHELL-NC,82.5
MOORE-NC,87.0
NASH-NC,80.83
NEW HANOVER-NC,82.0
NORTHAMPTON-NC,87.5
ONSLOW-NC,89.0
PENDER-NC,90.0
PERSON-NC,83.27
PITT-NC,81.0
RICHMOND-NC,81.0
ROBESON-NC,87.0
RUTHERFORD-NC,83.79
STANLY-NC,88.91
SWAIN-NC,82.5
TRANSYLVANIA-NC,85.0
VANCE-NC,78.0
WILKES-NC,88.0
YANCEY-NC,92.5
ALEXANDER-NC,87.0
ALLEGHANY-NC,87.5
ANSON-NC,85.0
AVERY-NC,91.66
BURKE-NC,90.0
CABARRUS-NC,89.26
CALDWELL-NC,91.0
CASWELL-NC,77.5
CATAWBA-NC,89.87
CHATHAM-NC,87.56
PERQUIMANS-NC,92.5
POLK-NC,92.5
RANDOLPH-NC,89.43
ROCKINGHAM-NC,81.0
ROWAN-NC,85.0
GATES-NC,87.5
GRANVILLE-NC,84.0
GREENE-NC,87.0
GUILFORD-NC,88.94
HERTFORD-NC,86.0
IREDELL-NC,88.03
LEE-NC,89.0
LENOIR-NC,80.0
LINCOLN-NC,90.71
MONTGOMERY-NC,87.0
ORANGE-NC,89.06
PAMLICO-NC,82.5
PASQUOTANK-NC,84.0
SCOTLAND-NC,82.0
STOKES-NC,90.0
SURRY-NC,90.67
UNION-NC,93.16
WAKE-NC,86.25
WARREN-NC,72.65
WASHINGTON-NC,87.5
WATAUGA-NC,88.0
WAYNE-NC,85.0
WILSON-NC,82.0
YADKIN-NC,90.0
SAMPSON-NC,83.65
CAMDEN-NC,87.5
ROLETTE-ND,70.7
STARK-ND,90.85
STUTSMAN-ND,81.81
BARNES-ND,95.99
CASS-ND,87.13
GRAND FORKS-ND,85.13
MCKENZIE-ND,85.14
MORTON-ND,81.65
RAMSEY-ND,86.43
RICHLAND-ND,81.53
WILLIAMS-ND,79.89
BURLEIGH-ND,85.9
WARD-ND,85.47
COLUMBIANA-OH,85.81
COSHOCTON-OH,90.87
CRAWFORD-OH,90.63
DARKE-OH,94.7
DELAWARE-OH,95.76
ERIE-OH,79.21
FAIRFIELD-OH,94.57
FAYETTE-OH,92.5
FULTON-OH,74.88
GALLIA-OH,92.5
GEAUGA-OH,94.23
GREENE-OH,90.0
HANCOCK-OH,91.47
HARDIN-OH,85.99
ALLEN-OH,82.13
CARROLL-OH,93.26
CUYAHOGA-OH,74.75
DEFIANCE-OH,94.98
FRANKLIN-OH,66.28
GUERNSEY-OH,86.9
HAMILTON-OH,73.19
JACKSON-OH,90.83
LORAIN-OH,86.59
LUCAS-OH,59.96
MARION-OH,52.87
PUTNAM-OH,95.51
UNION-OH,32.56
WYANDOT-OH,92.6
ADAMS-OH,93.28
ASHLAND-OH,87.91
ASHTABULA-OH,87.7
ATHENS-OH,91.72
AUGLAIZE-OH,93.8
BELMONT-OH,89.43
BROWN-OH,90.49
BUTLER-OH,86.16
CHAMPAIGN-OH,89.77
CLARK-OH,84.1
CLERMONT-OH,94.03
CLINTON-OH,88.54
MONTGOMERY-OH,82.08
MORGAN-OH,87.5
MORROW-OH,90.8
MUSKINGUM-OH,86.89
OTTAWA-OH,92.72
PAULDING-OH,94.88
PERRY-OH,85.66
PICKAWAY-OH,91.5
PIKE-OH,84.54
HARRISON-OH,82.5
HENRY-OH,95.94
HIGHLAND-OH,87.99
HOCKING-OH,94.0
HOLMES-OH,91.38
HURON-OH,95.06
JEFFERSON-OH,90.64
KNOX-OH,89.43
LAKE-OH,87.29
LAWRENCE-OH,95.4
LICKING-OH,88.95
LOGAN-OH,96.72
MADISON-OH,80.4
MAHONING-OH,82.48
MEDINA-OH,95.82
MEIGS-OH,91.12
MERCER-OH,97.5
MIAMI-OH,93.61
MONROE-OH,87.5
NOBLE-OH,93.59
PORTAGE-OH,88.17
PREBLE-OH,92.46
RICHLAND-OH,81.46
ROSS-OH,86.83
SANDUSKY-OH,95.04
SCIOTO-OH,89.42
SENECA-OH,94.3
SHELBY-OH,90.28
STARK-OH,85.6
SUMMIT-OH,82.79
TRUMBULL-OH,84.73
TUSCARAWAS-OH,87.36
VAN WERT-OH,92.42
VINTON-OH,87.5
WARREN-OH,92.97
WASHINGTON-OH,92.31
WAYNE-OH,93.01
WILLIAMS-OH,80.98
WOOD-OH,94.37
GRADY-OK,84.88
HASKELL-OK,79.29
ADAIR-OK,85.51
BECKHAM-OK,85.65
BRYAN-OK,84.21
CHOCTAW-OK,83.53
CLEVELAND-OK,80.72
CUSTER-OK,83.95
JACKSON-OK,85.78
MCCLAIN-OK,86.37
MCCURTAIN-OK,87.54
MARSHALL-OK,84.48
MAYES-OK,81.54
MUSKOGEE-OK,79.3
PAWNEE-OK,86.11
POTTAWATOMIE-OK,77.56
SEMINOLE-OK,79.47
SEQUOYAH-OK,84.85
STEPHENS-OK,88.52
TILLMAN-OK,91.53
ATOKA-OK,86.0
CADDO-OK,86.52
CANADIAN-OK,89.73
CARTER-OK,79.44
CHEROKEE-OK,84.49
COMANCHE-OK,78.79
COTTON-OK,90.41
CRAIG-OK,87.37
CREEK-OK,87.37
DELAWARE-OK,82.01
GARFIELD-OK,88.22
GARVIN-OK,82.14
MURRAY-OK,86.43
NOBLE-OK,84.91
OKFUSKEE-OK,70.34
OKLAHOMA-OK,79.42
OKMULGEE-OK,85.84
OTTAWA-OK,83.21
PAYNE-OK,85.26
PITTSBURG-OK,83.03
PONTOTOC-OK,84.52
PUSHMATAHA-OK,90.0
HUGHES-OK,87.56
JOHNSTON-OK,84.47
KAY-OK,80.11
KINGFISHER-OK,91.74
LATIMER-OK,83.07
LE FLORE-OK,84.5
LINCOLN-OK,89.71
LOGAN-OK,80.0
LOVE-OK,81.42
MCINTOSH-OK,81.11
ROGERS-OK,87.32
TEXAS-OK,77.69
TULSA-OK,82.9
WAGONER-OK,83.93
WASHINGTON-OK,76.74
WOODS-OK,82.89
WOODWARD-OK,82.17
UMATILLA-OR,71.27
WASHINGTON-OR,80.91
YAMHILL-OR,78.44
BAKER-OR,71.22
BENTON-OR,86.65
CLACKAMAS-OR,78.65
CLATSOP-OR,74.34
COLUMBIA-OR,73.43
COOS-OR,57.6
CROOK-OR,46.0
CURRY-OR,68.77
DESCHUTES-OR,75.58
DOUGLAS-OR,64.11
HARNEY-OR,71.27
JOSEPHINE-OR,69.03
KLAMATH-OR,71.89
LANE-OR,72.12
LINCOLN-OR,73.0
LINN-OR,70.86
MARION-OR,74.33
MULTNOMAH-OR,72.37
UNION-OR,84.6
WASCO-OR,63.79
HOOD RIVER-OR,83.0
JACKSON-OR,75.03
JEFFERSON-OR,63.75
LAKE-OR,83.61
MALHEUR-OR,83.62
MORROW-OR,74.22
POLK-OR,77.87
TILLAMOOK-OR,84.72
BEDFORD-PA,92.02
BERKS-PA,83.86
BLAIR-PA,88.19
BUTLER-PA,95.17
CAMBRIA-PA,89.59
CARBON-PA,81.04
CLINTON-PA,92.78
COLUMBIA-PA,87.52
CRAWFORD-PA,90.26
ELK-PA,91.5
FULTON-PA,86.07
INDIANA-PA,94.39
JEFFERSON-PA,91.79
JUNIATA-PA,94.0
LACKAWANNA-PA,83.02
LAWRENCE-PA,93.12
LEBANON-PA,86.19
LEHIGH-PA,83.64
LUZERNE-PA,87.32
ADAMS-PA,91.69
ALLEGHENY-PA,88.92
ARMSTRONG-PA,89.22
BEAVER-PA,74.26
BRADFORD-PA,89.11
BUCKS-PA,92.38
CENTRE-PA,91.63
CHESTER-PA,88.98
CLARION-PA,93.78
CLEARFIELD-PA,89.29
CUMBERLAND-PA,90.37
DAUPHIN-PA,83.88
DELAWARE-PA,76.45
ERIE-PA,86.64
FAYETTE-PA,79.41
FRANKLIN-PA,85.68
GREENE-PA,85.33
HUNTINGDON-PA,89.39
LANCASTER-PA,89.6
MCKEAN-PA,90.06
MONROE-PA,88.58
MONTGOMERY-PA,93.59
NORTHAMPTON-PA,73.27
NORTHUMBERLAND-PA,86.98
PERRY-PA,90.57
PHILADELPHIA-PA,69.82
PIKE-PA,91.76
SOMERSET-PA,93.2
WARREN-PA,89.4
WASHINGTON-PA,90.29
WAYNE-PA,94.31
WESTMORELAND-PA,90.64
YORK-PA,88.07
LYCOMING-PA,87.41
MERCER-PA,92.7
MIFFLIN-PA,89.0
MONTOUR-PA,87.5
SCHUYLKILL-PA,88.59
SNYDER-PA,86.75
SUSQUEHANNA-PA,94.58
TIOGA-PA,87.97
UNION-PA,94.99
VENANGO-PA,90.35
WYOMING-PA,94.01
BRISTOL-RI,90.8
KENT-RI,85.04
NEWPORT-RI,87.79
PROVIDENCE-RI,80.2
WASHINGTON-RI,89.63
CHEROKEE-SC,80.0
DILLON-SC,89.4
EDGEFIELD-SC,81.0
FAIRFIELD-SC,92.5
GREENWOOD-SC,81.92
KERSHAW-SC,84.0
LAURENS-SC,80.02
MARLBORO-SC,77.0
ORANGEBURG-SC,78.91
RICHLAND-SC,62.6
SALUDA-SC,82.5
YORK-SC,88.48
CHESTER-SC,82.0
ABBEVILLE-SC,85.0
AIKEN-SC,85.0
ALLENDALE-SC,82.5
ANDERSON-SC,85.48
BAMBERG-SC,80.24
BARNWELL-SC,80.47
BEAUFORT-SC,79.0
BERKELEY-SC,84.0
CALHOUN-SC,92.5
CHARLESTON-SC,84.0
CHESTERFIELD-SC,88.0
CLARENDON-SC,83.54
COLLETON-SC,80.0
DARLINGTON-SC,92.78
DORCHESTER-SC,85.72
FLORENCE-SC,81.21
GEORGETOWN-SC,89.0
GREENVILLE-SC,84.29
HAMPTON-SC,87.5
HORRY-SC,68.7
JASPER-SC,77.5
LANCASTER-SC,83.0
LEE-SC,87.5
LEXINGTON-SC,86.34
MARION-SC,87.0
NEWBERRY-SC,81.0
OCONEE-SC,82.0
PICKENS-SC,82.0
SPARTANBURG-SC,86.32
SUMTER-SC,85.0
UNION-SC,74.0
WILLIAMSBURG-SC,83.0
BROWN-SD,90.14
BUTTE-SD,87.96
CLAY-SD,82.5
CODINGTON-SD,86.96
CUSTER-SD,87.5
FALL RIVER-SD,88.51
GRANT-SD,94.36
HUGHES-SD,87.5
LAKE-SD,68.26
LAWRENCE-SD,76.34
LINCOLN-SD,92.46
BEADLE-SD,78.77
BROOKINGS-SD,89.97
DAVISON-SD,92.03
MEADE-SD,87.82
PENNINGTON-SD,77.11
ZIEBACH-SD,59.35
ROBERTS-SD,82.52
TODD-SD,47.5
UNION-SD,93.4
YANKTON-SD,96.51
MINNEHAHA-SD,84.15
HANCOCK-TN,82.5
HARDIN-TN,88.0
HAYWOOD-TN,85.0
HENDERSON-TN,96.0
HOUSTON-TN,92.5
ANDERSON-TN,94.31
BEDFORD-TN,93.0
BENTON-TN,92.5
BLOUNT-TN,91.99
CAMPBELL-TN,88.0
CARTER-TN,87.0
CHEATHAM-TN,90.0
CLAIBORNE-TN,90.0
COCKE-TN,90.0
COFFEE-TN,85.73
CROCKETT-TN,97.0
CUMBERLAND-TN,92.0
DAVIDSON-TN,79.01
DEKALB-TN,97.5
FENTRESS-TN,83.49
GIBSON-TN,92.79
GILES-TN,84.0
GRAINGER-TN,89.0
GREENE-TN,93.38
HAMBLEN-TN,93.0
HAMILTON-TN,85.0
HARDEMAN-TN,90.0
HAWKINS-TN,90.0
HENRY-TN,94.0
HICKMAN-TN,93.0
HUMPHREYS-TN,91.0
JEFFERSON-TN,95.0
JOHNSON-TN,92.5
KNOX-TN,90.0
LAUDERDALE-TN,99.5
LOUDON-TN,87.58
MCMINN-TN,93.0
MARSHALL-TN,92.0
MAURY-TN,91.0
MEIGS-TN,97.5
MONROE-TN,95.0
MOORE-TN,92.5
