County-State,Percentage-Private-School,Percentage-Public-School
TODD-SD,0.15384615384615385,0.8461538461538461
GREENUP-KY,0.058823529411764705,0.9411764705882353
NICHOLAS-WV,0.17647058823529413,0.8235294117647058
LORAIN-OH,0.1559633027522936,0.8440366972477065
UNION-OH,0.05263157894736842,0.9473684210526315
WINSTON-MS,0.2222222222222222,0.7777777777777778
WALLOWA-OR,0.125,0.875
LIMESTONE-AL,0.10344827586206896,0.896551724137931
OGLE-IL,0.06896551724137931,0.9310344827586207
LASALLE-IL,0.13559322033898305,0.864406779661017
NEW LONDON-CT,0.13076923076923078,0.8692307692307693
TOLLAND-CT,0.058823529411764705,0.9411764705882353
BIBB-GA,0.25,0.75
POTTAWATOMIE-OK,0.05263157894736842,0.9473684210526315
CLAY-MS,0.1,0.9
SEQUATCHIE-TN,0.25,0.75
WARREN-MO,0.26666666666666666,0.7333333333333333
FREMONT-CO,0.11764705882352941,0.8823529411764706
CHESTER-SC,0.07692307692307693,0.9230769230769231
OKALOOSA-FL,0.10526315789473684,0.8947368421052632
JEFFERSON-IA,0.1111111111111111,0.8888888888888888
SHELBY-AL,0.22033898305084745,0.7796610169491526
MIFFLIN-PA,0.7441860465116279,0.2558139534883721
ALBANY-NY,0.2621359223300971,0.7378640776699029
SEVIER-TN,0.15151515151515152,0.8484848484848485
BERNALILLO-NM,0.18972332015810275,0.8102766798418972
PERRY-IN,0.16666666666666666,0.8333333333333334
VALLEY-NE,0.16666666666666666,0.8333333333333334
MOULTRIE-IL,0.125,0.875
SENECA-OH,0.047619047619047616,0.9523809523809523
FENTRESS-TN,0.14285714285714285,0.8571428571428571
MORGAN-CO,0.14285714285714285,0.8571428571428571
MCPHERSON-KS,0.1,0.9
BUTLER-KS,0.044444444444444446,0.9555555555555556
DECATUR-IA,0.125,0.875
IDAHO-ID,0.18181818181818182,0.8181818181818182
PENNINGTON-SD,0.20754716981132076,0.7924528301886793
KITTITAS-WA,0.09523809523809523,0.9047619047619048
JACKSON-OH,0.14285714285714285,0.8571428571428571
MUSKOGEE-OK,0.07317073170731707,0.926829268292683
LOUDON-TN,0.14285714285714285,0.8571428571428571
VERNON-MO,0.125,0.875
KOSSUTH-IA,0.18181818181818182,0.8181818181818182
LONOKE-AR,0.04,0.96
PROVIDENCE-RI,0.20318725099601595,0.796812749003984
RANDOLPH-WV,0.21739130434782608,0.782608695652174
CLINTON-IL,0.17391304347826086,0.8260869565217391
BROOME-NY,0.15873015873015872,0.8412698412698413
MONROE-TN,0.1111111111111111,0.8888888888888888
EAGLE-CO,0.17857142857142858,0.8214285714285714
ADAMS-CO,0.09659090909090909,0.9034090909090909
JASPER-IA,0.05263157894736842,0.9473684210526315
HENDRICKS-IN,0.044444444444444446,0.9555555555555556
LEHIGH-PA,0.2975206611570248,0.7024793388429752
OKLAHOMA-OK,0.11721611721611722,0.8827838827838828
SANTA BARBARA-CA,0.18421052631578946,0.8157894736842105
LAUDERDALE-MS,0.10344827586206896,0.896551724137931
CAPE GIRARDEAU-MO,0.22857142857142856,0.7714285714285715
TAZEWELL-IL,0.13636363636363635,0.8636363636363636
ALLEN-OH,0.2,0.8
COMANCHE-OK,0.058823529411764705,0.9411764705882353
POWESHIEK-IA,0.09090909090909091,0.9090909090909091
CLINTON-MI,0.12121212121212122,0.8787878787878788
GRAND FORKS-ND,0.08571428571428572,0.9142857142857143
TUSCALOOSA-AL,0.12121212121212122,0.8787878787878788
KITSAP-WA,0.20408163265306123,0.7959183673469388
WASHINGTON-RI,0.1702127659574468,0.8297872340425532
SCHUYLKILL-PA,0.20833333333333334,0.7916666666666666
SONOMA-CA,0.1415525114155251,0.8584474885844748
ELLIS-KS,0.2857142857142857,0.7142857142857143
CRAWFORD-KS,0.1111111111111111,0.8888888888888888
RAMSEY-MN,0.14473684210526316,0.8552631578947368
QUEENS-NY,0.249500998003992,0.7504990019960079
WASHINGTON-VT,0.25,0.75
WASCO-OR,0.15384615384615385,0.8461538461538461
JACKSON-WI,0.07692307692307693,0.9230769230769231
SEWARD-KS,0.058823529411764705,0.9411764705882353
LOWNDES-AL,0.1111111111111111,0.8888888888888888
DAVISON-SD,0.13333333333333333,0.8666666666666667
HOT SPRINGS-WY,0.2,0.8
HARRISON-KY,0.1111111111111111,0.8888888888888888
CATTARAUGUS-NY,0.3695652173913043,0.6304347826086957
LUCAS-OH,0.16279069767441862,0.8372093023255814
PALM BEACH-FL,0.2572944297082228,0.7427055702917772
CASS-MI,0.043478260869565216,0.9565217391304348
LAKE-SD,0.10526315789473684,0.8947368421052632
CHEROKEE-GA,0.2692307692307692,0.7307692307692307
CUYAHOGA-OH,0.21666666666666667,0.7833333333333333
ABBEVILLE-SC,0.23076923076923078,0.7692307692307693
APACHE-AZ,0.046875,0.953125
SUWANNEE-FL,0.2777777777777778,0.7222222222222222
MOWER-MN,0.0625,0.9375
OLDHAM-KY,0.08695652173913043,0.9130434782608695
MACOUPIN-IL,0.03333333333333333,0.9666666666666667
DOUGLAS-IL,0.35294117647058826,0.6470588235294118
TIOGA-NY,0.09090909090909091,0.9090909090909091
WAYNE-GA,0.1111111111111111,0.8888888888888888
RIPLEY-MO,0.09090909090909091,0.9090909090909091
TAYLOR-WI,0.2857142857142857,0.7142857142857143
INDIAN RIVER-FL,0.21621621621621623,0.7837837837837838
SANILAC-MI,0.08,0.92
LATAH-ID,0.13636363636363635,0.8636363636363636
BUTLER-AL,0.125,0.875
MADISON-NE,0.30303030303030304,0.696969696969697
LEWIS-WA,0.0425531914893617,0.9574468085106383
SWEETWATER-WY,0.06451612903225806,0.9354838709677419
ERIE-PA,0.2268041237113402,0.7731958762886598
ONEIDA-NY,0.06097560975609756,0.9390243902439024
CHENANGO-NY,0.08,0.92
SUSSEX-DE,0.18032786885245902,0.819672131147541
BELMONT-OH,0.23333333333333334,0.7666666666666667
FAYETTE-TN,0.3,0.7
LINN-MO,0.13333333333333333,0.8666666666666667
PULASKI-MO,0.08695652173913043,0.9130434782608695
ORANGE-VT,0.125,0.875
LAKE-OR,0.1111111111111111,0.8888888888888888
WOOD-WI,0.2708333333333333,0.7291666666666666
CITRUS-FL,0.12903225806451613,0.8709677419354839
POTTAWATTAMIE-IA,0.08333333333333333,0.9166666666666666
FLOYD-IA,0.1111111111111111,0.8888888888888888
MASON-WA,0.08695652173913043,0.9130434782608695
MERCER-PA,0.42028985507246375,0.5797101449275363
HART-GA,0.2857142857142857,0.7142857142857143
SIERRA-NM,0.16666666666666666,0.8333333333333334
LOS ALAMOS-NM,0.2,0.8
FINNEY-KS,0.125,0.875
WALKER-AL,0.038461538461538464,0.9615384615384616
GRANT-WA,0.08196721311475409,0.9180327868852459
LEWIS-WV,0.14285714285714285,0.8571428571428571
PUTNAM-NY,0.18518518518518517,0.8148148148148148
OTTAWA-OH,0.2,0.8
LAWRENCE-OH,0.07407407407407407,0.9259259259259259
SUNFLOWER-MS,0.11764705882352941,0.8823529411764706
COLE-MO,0.34146341463414637,0.6585365853658537
BARRY-MI,0.125,0.875
BLAINE-ID,0.18181818181818182,0.8181818181818182
DAKOTA-MN,0.15568862275449102,0.844311377245509
VERMILION-IL,0.06976744186046512,0.9302325581395349
BOLIVAR-MS,0.07142857142857142,0.9285714285714286
MOFFAT-CO,0.1111111111111111,0.8888888888888888
CHAMBERS-AL,0.2222222222222222,0.7777777777777778
WORCESTER-MA,0.1861198738170347,0.8138801261829653
ROWAN-KY,0.21428571428571427,0.7857142857142857
GRAND-UT,0.16666666666666666,0.8333333333333334
CHOCTAW-MS,0.16666666666666666,0.8333333333333334
WARREN-TN,0.3125,0.6875
JACKSON-FL,0.041666666666666664,0.9583333333333334
GRANT-ND,0.25,0.75
MONROE-AL,0.1,0.9
PIERCE-WA,0.11356466876971609,0.886435331230284
JEFFERSON-NY,0.07142857142857142,0.9285714285714286
WOODWARD-OK,0.07142857142857142,0.9285714285714286
BROWN-WI,0.21904761904761905,0.780952380952381
MONROE-FL,0.1724137931034483,0.8275862068965517
DUVAL-FL,0.34036144578313254,0.6596385542168675
COLUMBIA-AR,0.1,0.9
SPALDING-GA,0.14285714285714285,0.8571428571428571
OSAGE-OK,0.029411764705882353,0.9705882352941176
CUMBERLAND-TN,0.2,0.8
ALAMOSA-CO,0.14285714285714285,0.8571428571428571
MARINETTE-WI,0.2,0.8
STRAFFORD-NH,0.25,0.75
LAFAYETTE-FL,0.125,0.875
GRANT-IN,0.07142857142857142,0.9285714285714286
LAWRENCE-PA,0.2777777777777778,0.7222222222222222
PERRY-IL,0.14285714285714285,0.8571428571428571
HANCOCK-GA,0.25,0.75
ASHTABULA-OH,0.41818181818181815,0.5818181818181818
HENDRY-FL,0.09090909090909091,0.9090909090909091
EDDY-NM,0.037037037037037035,0.9629629629629629
WARREN-IA,0.13636363636363635,0.8636363636363636
BEADLE-SD,0.0625,0.9375
SAUNDERS-NE,0.09523809523809523,0.9047619047619048
WARREN-OH,0.2459016393442623,0.7540983606557377
WRIGHT-MO,0.21052631578947367,0.7894736842105263
ST. LUCIE-FL,0.3116883116883117,0.6883116883116883
MACON-AL,0.125,0.875
HENRY-AL,0.14285714285714285,0.8571428571428571
FLOYD-KY,0.08695652173913043,0.9130434782608695
JUNIATA-PA,0.5925925925925926,0.4074074074074074
MCHENRY-IL,0.15841584158415842,0.8415841584158416
ONONDAGA-NY,0.16778523489932887,0.8322147651006712
PIKE-GA,0.375,0.625
TEHAMA-CA,0.0625,0.9375
CHAFFEE-CO,0.15384615384615385,0.8461538461538461
FAIRFIELD-SC,0.18181818181818182,0.8181818181818182
MARQUETTE-WI,0.16666666666666666,0.8333333333333334
HILLSDALE-MI,0.19444444444444445,0.8055555555555556
CLEBURNE-AR,0.1,0.9
BUCKS-PA,0.4084507042253521,0.5915492957746479
MADISON-NY,0.07407407407407407,0.9259259259259259
CLINTON-NY,0.0967741935483871,0.9032258064516129
DEFIANCE-OH,0.06666666666666667,0.9333333333333333
EL PASO-CO,0.09803921568627451,0.9019607843137255
PARK-CO,0.1111111111111111,0.8888888888888888
WELD-CO,0.06542056074766354,0.9345794392523364
UMATILLA-OR,0.10526315789473684,0.8947368421052632
MARTIN-FL,0.17391304347826086,0.8260869565217391
O'BRIEN-IA,0.3333333333333333,0.6666666666666666
MASON-MI,0.10526315789473684,0.8947368421052632
WILKIN-MN,0.1111111111111111,0.8888888888888888
CHEMUNG-NY,0.1724137931034483,0.8275862068965517
MILLER-MO,0.058823529411764705,0.9411764705882353
GRUNDY-MO,0.125,0.875
MAUI-HI,0.32653061224489793,0.673469387755102
PUEBLO-CO,0.1111111111111111,0.8888888888888888
CALHOUN-SC,0.4,0.6
SEMINOLE-FL,0.38095238095238093,0.6190476190476191
COLUMBIA-FL,0.3333333333333333,0.6666666666666666
NEZ PERCE-ID,0.21739130434782608,0.782608695652174
PERRY-AL,0.3333333333333333,0.6666666666666666
DODGE-MN,0.2,0.8
KING-WA,0.27399165507649514,0.7260083449235049
SCOTT-KY,0.19047619047619047,0.8095238095238095
COOK-IL,0.24203133441383037,0.7579686655861696
RABUN-GA,0.2,0.8
MONITEAU-MO,0.23076923076923078,0.7692307692307693
KAUAI-HI,0.19230769230769232,0.8076923076923077
MONROE-WI,0.25,0.75
ROCK-WI,0.14666666666666667,0.8533333333333334
RICHLAND-ND,0.05263157894736842,0.9473684210526315
ADAMS-IN,0.7872340425531915,0.2127659574468085
PLYMOUTH-MA,0.1524390243902439,0.8475609756097561
COLUMBIA-NY,0.16,0.84
MERCER-OH,0.043478260869565216,0.9565217391304348
CHURCHILL-NV,0.2,0.8
DOUGLAS-NV,0.25,0.75
LAFAYETTE-MS,0.17647058823529413,0.8235294117647058
FRANKLIN-TN,0.2,0.8
NEWTON-MO,0.04,0.96
CHRISTIAN-MO,0.03125,0.96875
CLARK-MO,0.16666666666666666,0.8333333333333334
LAURENS-SC,0.058823529411764705,0.9411764705882353
BOX BUTTE-NE,0.2222222222222222,0.7777777777777778
BRECKINRIDGE-KY,0.16666666666666666,0.8333333333333334
JEFFERSON-GA,0.25,0.75
FRANKLIN-VT,0.043478260869565216,0.9565217391304348
TELLER-CO,0.125,0.875
KENOSHA-WI,0.15625,0.84375
GARLAND-AR,0.17647058823529413,0.8235294117647058
CLAY-WV,0.14285714285714285,0.8571428571428571
HAMPSHIRE-WV,0.06666666666666667,0.9333333333333333
NEW CASTLE-DE,0.2925531914893617,0.7074468085106383
FRANKLIN-OH,0.17218543046357615,0.8278145695364238
WARREN-MS,0.14285714285714285,0.8571428571428571
DODGE-WI,0.2982456140350877,0.7017543859649122
SARASOTA-FL,0.3404255319148936,0.6595744680851063
MIDLAND-MI,0.16666666666666666,0.8333333333333334
LENAWEE-MI,0.08196721311475409,0.9180327868852459
CANYON-ID,0.10344827586206896,0.896551724137931
MOBILE-AL,0.26277372262773724,0.7372262773722628
MAHNOMEN-MN,0.1111111111111111,0.8888888888888888
SALINE-NE,0.14285714285714285,0.8571428571428571
DAUPHIN-PA,0.3706896551724138,0.6293103448275862
FAYETTE-WV,0.20833333333333334,0.7916666666666666
EFFINGHAM-IL,0.19047619047619047,0.8095238095238095
WHITE-GA,0.1111111111111111,0.8888888888888888
MERCER-MO,0.3333333333333333,0.6666666666666666
WINDSOR-VT,0.10810810810810811,0.8918918918918919
KALAMAZOO-MI,0.1206896551724138,0.8793103448275862
SHOSHONE-ID,0.1111111111111111,0.8888888888888888
BONNER-ID,0.2857142857142857,0.7142857142857143
TODD-MN,0.3125,0.6875
WHITE-AR,0.2,0.8
JEFFERSON-PA,0.4838709677419355,0.5161290322580645
WALTON-GA,0.2962962962962963,0.7037037037037037
COPIAH-MS,0.125,0.875
WEBSTER-MO,0.6052631578947368,0.39473684210526316
TREMPEALEAU-WI,0.25806451612903225,0.7419354838709677
UNION-IA,0.25,0.75
CHOCTAW-AL,0.3333333333333333,0.6666666666666666
MEEKER-MN,0.13333333333333333,0.8666666666666667
MASON-KY,0.16666666666666666,0.8333333333333334
PIKE-KY,0.10344827586206896,0.896551724137931
SIMPSON-KY,0.25,0.75
WOOD-WV,0.1388888888888889,0.8611111111111112
CHAUTAUQUA-NY,0.203125,0.796875
OCONEE-GA,0.23076923076923078,0.7692307692307693
SACRAMENTO-CA,0.17204301075268819,0.8279569892473119
CLACKAMAS-OR,0.19148936170212766,0.8085106382978723
OSCEOLA-FL,0.22522522522522523,0.7747747747747747
SHERBURNE-MN,0.06976744186046512,0.9302325581395349
BENTON-MN,0.2631578947368421,0.7368421052631579
DOUGLAS-NE,0.19838056680161945,0.8016194331983806
MONTOUR-PA,0.4,0.6
MONTGOMERY-IL,0.10526315789473684,0.8947368421052632
RICHLAND-OH,0.12727272727272726,0.8727272727272727
HERNANDO-FL,0.24,0.76
RIPLEY-IN,0.2222222222222222,0.7777777777777778
SUMMIT-CO,0.1,0.9
SALUDA-SC,0.25,0.75
LEXINGTON-SC,0.12345679012345678,0.8765432098765432
NAVAJO-AZ,0.09900990099009901,0.900990099009901
FLAGLER-FL,0.25,0.75
WABAUNSEE-KS,0.1111111111111111,0.8888888888888888
KANDIYOHI-MN,0.09090909090909091,0.9090909090909091
CLAY-MN,0.0625,0.9375
PORTER-IN,0.16923076923076924,0.8307692307692308
BUTLER-NE,0.25,0.75
PIATT-IL,0.11764705882352941,0.8823529411764706
CAYUGA-NY,0.25806451612903225,0.7419354838709677
MURRAY-GA,0.21428571428571427,0.7857142857142857
BUTLER-OH,0.18095238095238095,0.819047619047619
FAYETTE-OH,0.125,0.875
MENDOCINO-CA,0.05555555555555555,0.9444444444444444
CALEDONIA-VT,0.43478260869565216,0.5652173913043478
LEON-FL,0.3076923076923077,0.6923076923076923
MONTGOMERY-KS,0.25,0.75
CLAY-IA,0.2222222222222222,0.7777777777777778
VAN BUREN-MI,0.1111111111111111,0.8888888888888888
BULLOCK-AL,0.2,0.8
SKAGIT-WA,0.1206896551724138,0.8793103448275862
GREENBRIER-WV,0.15789473684210525,0.8421052631578947
MISSOULA-MT,0.22641509433962265,0.7735849056603774
BRYAN-GA,0.09090909090909091,0.9090909090909091
SANDUSKY-OH,0.2,0.8
TUOLUMNE-CA,0.11764705882352941,0.8823529411764706
TULARE-CA,0.057692307692307696,0.9423076923076923
MARSHALL-MS,0.15789473684210525,0.8421052631578947
SALINE-MO,0.09523809523809523,0.9047619047619048
DOOR-WI,0.15,0.85
NEMAHA-KS,0.1,0.9
SHELBY-IA,0.125,0.875
HAMILTON-IN,0.26804123711340205,0.7319587628865979
FERRY-WA,0.07692307692307693,0.9230769230769231
MUHLENBERG-KY,0.08333333333333333,0.9166666666666666
PHILADELPHIA-PA,0.28929384965831434,0.7107061503416856
HABERSHAM-GA,0.1875,0.8125
MONTROSE-CO,0.09523809523809523,0.9047619047619048
YORK-SC,0.13333333333333333,0.8666666666666667
ONEIDA-WI,0.1,0.9
VALENCIA-NM,0.0967741935483871,0.9032258064516129
DOUGLAS-KS,0.19444444444444445,0.8055555555555556
ELMORE-ID,0.19047619047619047,0.8095238095238095
GLYNN-GA,0.22727272727272727,0.7727272727272727
HURON-OH,0.2413793103448276,0.7586206896551724
WASHINGTON-OK,0.13043478260869565,0.8695652173913043
JASPER-MS,0.2222222222222222,0.7777777777777778
MONTGOMERY-TN,0.1702127659574468,0.8297872340425532
BERKELEY-SC,0.14285714285714285,0.8571428571428571
POLK-WI,0.037037037037037035,0.9629629629629629
CLARKE-AL,0.09090909090909091,0.9090909090909091
HENDERSON-KY,0.06666666666666667,0.9333333333333333
OSWEGO-NY,0.04878048780487805,0.9512195121951219
WYANDOT-OH,0.18181818181818182,0.8181818181818182
RANKIN-MS,0.14634146341463414,0.8536585365853658
BLEDSOE-TN,0.16666666666666666,0.8333333333333334
KINGMAN-KS,0.1,0.9
POCAHONTAS-IA,0.14285714285714285,0.8571428571428571
BONNEVILLE-ID,0.10909090909090909,0.8909090909090909
OWEN-KY,0.25,0.75
TROUP-GA,0.25,0.75
MUSKINGUM-OH,0.15789473684210525,0.8421052631578947
WASHOE-NV,0.18620689655172415,0.8137931034482758
LOS ANGELES-CA,0.2450657894736842,0.7549342105263158
WAYNE-TN,0.125,0.875
JASPER-MO,0.10909090909090909,0.8909090909090909
MISSAUKEE-MI,0.14285714285714285,0.8571428571428571
HOUSTON-MN,0.15789473684210525,0.8421052631578947
KOSCIUSKO-IN,0.4117647058823529,0.5882352941176471
BERKSHIRE-MA,0.26153846153846155,0.7384615384615385
WHITMAN-WA,0.10344827586206896,0.896551724137931
WESTMORELAND-PA,0.21238938053097345,0.7876106194690266
YUBA-CA,0.025,0.975
DECATUR-TN,0.2,0.8
ADA-ID,0.17857142857142858,0.8214285714285714
GREENE-AL,0.16666666666666666,0.8333333333333334
DECATUR-IN,0.2222222222222222,0.7777777777777778
LINCOLN-NE,0.08333333333333333,0.9166666666666666
NORFOLK-MA,0.2490272373540856,0.7509727626459144
TREUTLEN-GA,0.3333333333333333,0.6666666666666666
WOOD-OH,0.12244897959183673,0.8775510204081632
VINTON-OH,0.16666666666666666,0.8333333333333334
MARION-MS,0.16666666666666666,0.8333333333333334
BEDFORD-TN,0.125,0.875
SPARTANBURG-SC,0.11458333333333333,0.8854166666666666
BAMBERG-SC,0.14285714285714285,0.8571428571428571
BENTON-OR,0.20588235294117646,0.7941176470588235
ESCAMBIA-FL,0.27722772277227725,0.7227722772277227
JOHNSON-IA,0.16666666666666666,0.8333333333333334
NOBLES-MN,0.11764705882352941,0.8823529411764706
GREENE-AR,0.11764705882352941,0.8823529411764706
MONROE-KY,0.14285714285714285,0.8571428571428571
WALKER-GA,0.05263157894736842,0.9473684210526315
DELAWARE-OH,0.19117647058823528,0.8088235294117647
SAN MATEO-CA,0.265625,0.734375
KLAMATH-OR,0.09090909090909091,0.9090909090909091
HOUSTON-AL,0.1388888888888889,0.8611111111111112
NATRONA-WY,0.125,0.875
MORGAN-KY,0.1,0.9
SILVER BOW-MT,0.2,0.8
DAVIESS-MO,0.42105263157894735,0.5789473684210527
LAMOILLE-VT,0.11764705882352941,0.8823529411764706
NEWBERRY-SC,0.06666666666666667,0.9333333333333333
BRADFORD-FL,0.1875,0.8125
DES MOINES-IA,0.15789473684210525,0.8421052631578947
EMMET-MI,0.1111111111111111,0.8888888888888888
JAY-IN,0.3333333333333333,0.6666666666666666
MARION-OH,0.037037037037037035,0.9629629629629629
WEBSTER-MS,0.16666666666666666,0.8333333333333334
BLOUNT-TN,0.18421052631578946,0.8157894736842105
CURRY-NM,0.03571428571428571,0.9642857142857143
DUBUQUE-IA,0.3157894736842105,0.6842105263157895
IONIA-MI,0.11428571428571428,0.8857142857142857
DELAWARE-PA,0.40437158469945356,0.5956284153005464
KENDALL-IL,0.10909090909090909,0.8909090909090909
CARROLL-GA,0.09375,0.90625
HAMILTON-TN,0.30973451327433627,0.6902654867256637
RENO-KS,0.13513513513513514,0.8648648648648649
GEARY-KS,0.0625,0.9375
RUSH-IN,0.3,0.7
IRON-UT,0.09523809523809523,0.9047619047619048
BARROW-GA,0.1111111111111111,0.8888888888888888
LAKE-CA,0.10638297872340426,0.8936170212765957
MONROE-MS,0.07142857142857142,0.9285714285714286
BENNINGTON-VT,0.38461538461538464,0.6153846153846154
SANTA CRUZ-AZ,0.03125,0.96875
SAGINAW-MI,0.1836734693877551,0.8163265306122449
MIDDLESEX-NJ,0.24150943396226415,0.7584905660377359
RUSSELL-AL,0.1,0.9
SOMERSET-PA,0.42,0.58
GRANT-WV,0.375,0.625
KANKAKEE-IL,0.13043478260869565,0.8695652173913043
WAYNE-IL,0.07692307692307693,0.9230769230769231
TOMPKINS-NY,0.13157894736842105,0.868421052631579
GLADES-FL,0.08333333333333333,0.9166666666666666
CARROLL-IA,0.09090909090909091,0.9090909090909091
HANCOCK-IA,0.16666666666666666,0.8333333333333334
LOGAN-AR,0.15384615384615385,0.8461538461538461
ST. FRANCIS-AR,0.08333333333333333,0.9166666666666666
ESSEX-MA,0.2112676056338028,0.7887323943661971
LEBANON-PA,0.2708333333333333,0.7291666666666666
FERGUS-MT,0.07692307692307693,0.9230769230769231
MONROE-GA,0.14285714285714285,0.8571428571428571
HENRY-TN,0.1,0.9
BENTON-MO,0.21428571428571427,0.7857142857142857
NEW MADRID-MO,0.07142857142857142,0.9285714285714286
HENRY-IA,0.07692307692307693,0.9230769230769231
RANDOLPH-IN,0.07142857142857142,0.9285714285714286
HOLT-NE,0.13333333333333333,0.8666666666666667
BARNSTABLE-MA,0.23880597014925373,0.7611940298507462
CASEY-KY,0.3333333333333333,0.6666666666666666
LANCASTER-PA,0.6383647798742138,0.36163522012578614
BARBOUR-WV,0.1,0.9
WESTCHESTER-NY,0.24629080118694363,0.7537091988130564
TOOELE-UT,0.0625,0.9375
SUMTER-GA,0.1111111111111111,0.8888888888888888
CHESTER-TN,0.14285714285714285,0.8571428571428571
POLK-FL,0.215311004784689,0.784688995215311
OTTER TAIL-MN,0.15,0.85
CLINTON-PA,0.625,0.375
MONONGALIA-WV,0.2962962962962963,0.7037037037037037
SULLIVAN-NY,0.2692307692307692,0.7307692307692307
CLERMONT-OH,0.19672131147540983,0.8032786885245902
CHOCTAW-OK,0.07142857142857142,0.9285714285714286
DUNKLIN-MO,0.08695652173913043,0.9130434782608695
ROCKINGHAM-NH,0.248,0.752
HARDEE-FL,0.14285714285714285,0.8571428571428571
FREEBORN-MN,0.10526315789473684,0.8947368421052632
BLAIR-PA,0.36,0.64
FORD-IL,0.1,0.9
LIVINGSTON-NY,0.08,0.92
NEWTON-GA,0.08,0.92
SAN JOAQUIN-CA,0.1037037037037037,0.8962962962962963
EL DORADO-CA,0.11842105263157894,0.881578947368421
TATE-MS,0.09090909090909091,0.9090909090909091
MARION-FL,0.29591836734693877,0.7040816326530612
JACKSON-IA,0.16666666666666666,0.8333333333333334
IOSCO-MI,0.2,0.8
BECKER-MN,0.09523809523809523,0.9047619047619048
LOGAN-KY,0.23076923076923078,0.7692307692307693
MILLARD-UT,0.09090909090909091,0.9090909090909091
MORROW-OH,0.07142857142857142,0.9285714285714286
ALCORN-MS,0.07142857142857142,0.9285714285714286
HAMBLEN-TN,0.21739130434782608,0.782608695652174
MACON-MO,0.125,0.875
LEE-FL,0.21739130434782608,0.782608695652174
MACOMB-MI,0.10996563573883161,0.8900343642611683
CRENSHAW-AL,0.2,0.8
MILLER-AR,0.058823529411764705,0.9411764705882353
GREENE-PA,0.125,0.875
CAMDEN-GA,0.2,0.8
ROCKDALE-GA,0.125,0.875
LOGAN-OH,0.07142857142857142,0.9285714285714286
ROGERS-OK,0.08108108108108109,0.918918918918919
SHASTA-CA,0.0782608695652174,0.9217391304347826
LAMAR-MS,0.25,0.75
WHITE-TN,0.18181818181818182,0.8181818181818182
PERRY-TN,0.3333333333333333,0.6666666666666666
MANISTEE-MI,0.11764705882352941,0.8823529411764706
CLARE-MI,0.15,0.85
CHIPPEWA-MI,0.1111111111111111,0.8888888888888888
JACKSON-IN,0.3181818181818182,0.6818181818181818
STEVENS-WA,0.08888888888888889,0.9111111111111111
CALHOUN-IL,0.3333333333333333,0.6666666666666666
CASS-MO,0.1,0.9
GOODHUE-MN,0.08823529411764706,0.9117647058823529
MIAMI-IN,0.08333333333333333,0.9166666666666666
SWITZERLAND-IN,0.2,0.8
ULSTER-NY,0.22033898305084745,0.7796610169491526
DARKE-OH,0.07407407407407407,0.9259259259259259
ORANGE-CA,0.2845714285714286,0.7154285714285714
SAN DIEGO-CA,0.19270833333333334,0.8072916666666666
JEFFERSON DAVIS-MS,0.16666666666666666,0.8333333333333334
SAN MIGUEL-CO,0.16666666666666666,0.8333333333333334
GRAFTON-NH,0.203125,0.796875
ATCHISON-KS,0.4,0.6
HOWARD-IA,0.2857142857142857,0.7142857142857143
ANOKA-MN,0.16666666666666666,0.8333333333333334
KOOCHICHING-MN,0.1,0.9
BOONE-AR,0.13043478260869565,0.8695652173913043
CLARK-IN,0.10810810810810811,0.8918918918918919
KENTON-KY,0.2698412698412698,0.7301587301587301
NEW YORK-NY,0.27165354330708663,0.7283464566929134
COSHOCTON-OH,0.5357142857142857,0.4642857142857143
SAN LUIS OBISPO-CA,0.18627450980392157,0.8137254901960784
BRADLEY-TN,0.1875,0.8125
HUMPHREYS-TN,0.2222222222222222,0.7777777777777778
PHELPS-MO,0.0625,0.9375
LA CROSSE-WI,0.3275862068965517,0.6724137931034483
STUTSMAN-ND,0.19047619047619047,0.8095238095238095
YANKTON-SD,0.23076923076923078,0.7692307692307693
GRAVES-KY,0.11764705882352941,0.8823529411764706
STEUBEN-NY,0.12195121951219512,0.8780487804878049
CLAY-FL,0.2602739726027397,0.7397260273972602
DALE-AL,0.058823529411764705,0.9411764705882353
STEUBEN-IN,0.1,0.9
JOHNSON-WY,0.16666666666666666,0.8333333333333334
CHRISTIAN-KY,0.20833333333333334,0.7916666666666666
PEORIA-IL,0.2376237623762376,0.7623762376237624
SANPETE-UT,0.058823529411764705,0.9411764705882353
UTAH-UT,0.07804878048780488,0.9219512195121952
MADISON-MS,0.15384615384615385,0.8461538461538461
GRUNDY-TN,0.2222222222222222,0.7777777777777778
BREVARD-FL,0.3298429319371728,0.6701570680628273
BOURBON-KS,0.3333333333333333,0.6666666666666666
HUDSON-NJ,0.19879518072289157,0.8012048192771084
CARVER-MN,0.22807017543859648,0.7719298245614035
ADAMS-IL,0.24242424242424243,0.7575757575757576
SCHENECTADY-NY,0.15217391304347827,0.8478260869565217
SUFFOLK-NY,0.14532019704433496,0.854679802955665
GREENE-GA,0.16666666666666666,0.8333333333333334
MONTGOMERY-MO,0.125,0.875
ORANGEBURG-SC,0.13157894736842105,0.868421052631579
BARTON-KS,0.16666666666666666,0.8333333333333334
BRANCH-MI,0.2,0.8
PICKENS-AL,0.1111111111111111,0.8888888888888888
