County-State,Percentage-Private-School,Percentage-Public-School
FRANKLIN-AR,0.1,0.9
DUKES-MA,0.1111111111111111,0.8888888888888888
CAMPBELL-WY,0.10714285714285714,0.8928571428571429
SULLIVAN-TN,0.16,0.84
WAYNE-MO,0.2222222222222222,0.7777777777777778
COOS-NH,0.08,0.92
ST. CROIX-WI,0.1388888888888889,0.8611111111111112
SANDOVAL-NM,0.11764705882352941,0.8823529411764706
DANIELS-MT,0.25,0.75
DUCHESNE-UT,0.07142857142857142,0.9285714285714286
TIFT-GA,0.15384615384615385,0.8461538461538461
TOOMBS-GA,0.18181818181818182,0.8181818181818182
DESOTO-MS,0.16326530612244897,0.8367346938775511
BROOMFIELD-CO,0.4,0.6
DICKINSON-KS,0.14285714285714285,0.8571428571428571
FRANKLIN-KY,0.18181818181818182,0.8181818181818182
WARREN-GA,0.25,0.75
SUMTER-SC,0.24324324324324326,0.7567567567567568
LANGLADE-WI,0.07142857142857142,0.9285714285714286
PIMA-AZ,0.11547344110854503,0.8845265588914549
VOLUSIA-FL,0.34057971014492755,0.6594202898550725
MONROE-MI,0.171875,0.828125
CARLTON-MN,0.037037037037037035,0.9629629629629629
COLFAX-NE,0.07142857142857142,0.9285714285714286
BROWN-IL,0.25,0.75
CRAWFORD-OH,0.13636363636363635,0.8636363636363636
TULSA-OK,0.16818181818181818,0.8318181818181818
YUMA-AZ,0.056818181818181816,0.9431818181818182
LEELANAU-MI,0.2727272727272727,0.7272727272727273
TETON-ID,0.2222222222222222,0.7777777777777778
ST. CLAIR-AL,0.12903225806451613,0.8709677419354839
BLUE EARTH-MN,0.13333333333333333,0.8666666666666667
CARTER-KY,0.07692307692307693,0.9230769230769231
NORTHAMPTON-PA,0.22784810126582278,0.7721518987341772
DELAWARE-NY,0.043478260869565216,0.9565217391304348
LEWIS-MO,0.2,0.8
HILLSBOROUGH-FL,0.22355769230769232,0.7764423076923077
PRESQUE ISLE-MI,0.25,0.75
ATLANTIC-NJ,0.21153846153846154,0.7884615384615384
HOCKING-OH,0.2,0.8
SCOTT-TN,0.09090909090909091,0.9090909090909091
STE. GENEVIEVE-MO,0.42857142857142855,0.5714285714285714
ADDISON-VT,0.1111111111111111,0.8888888888888888
ORLEANS-VT,0.125,0.875
ST. JOSEPH-MI,0.11904761904761904,0.8809523809523809
CHEBOYGAN-MI,0.23076923076923078,0.7692307692307693
SCOTT-MN,0.13043478260869565,0.8695652173913043
NOBLE-IN,0.2727272727272727,0.7272727272727273
ORLEANS-NY,0.07142857142857142,0.9285714285714286
FLOYD-GA,0.12121212121212122,0.8787878787878788
LOWNDES-GA,0.3333333333333333,0.6666666666666666
KENT-DE,0.2676056338028169,0.7323943661971831
SAN BENITO-CA,0.15625,0.84375
SIMPSON-MS,0.3076923076923077,0.6923076923076923
JOSEPHINE-OR,0.2,0.8
PORTAGE-WI,0.2,0.8
CHAVES-NM,0.13157894736842105,0.868421052631579
WASHINGTON-NE,0.16666666666666666,0.8333333333333334
FRANKLIN-PA,0.44,0.56
DOUGLAS-GA,0.20454545454545456,0.7954545454545454
WILKINSON-MS,0.16666666666666666,0.8333333333333334
CALHOUN-MS,0.1,0.9
PUTNAM-TN,0.2,0.8
CLAY-MO,0.13953488372093023,0.8604651162790697
DALLAS-MO,0.2,0.8
MADISON-AL,0.23809523809523808,0.7619047619047619
WARRICK-IN,0.1,0.9
EMANUEL-GA,0.14285714285714285,0.8571428571428571
RIO BLANCO-CO,0.16666666666666666,0.8333333333333334
DUNN-WI,0.19047619047619047,0.8095238095238095
TWIN FALLS-ID,0.1590909090909091,0.8409090909090909
GEM-ID,0.18181818181818182,0.8181818181818182
MADISON-IN,0.18421052631578946,0.8157894736842105
HARRISON-IN,0.16666666666666666,0.8333333333333334
FILLMORE-NE,0.09090909090909091,0.9090909090909091
CANADIAN-OK,0.08163265306122448,0.9183673469387755
OKMULGEE-OK,0.041666666666666664,0.9583333333333334
SAN FRANCISCO-CA,0.39090909090909093,0.6090909090909091
BUFFALO-WI,0.09090909090909091,0.9090909090909091
LEMHI-ID,0.1,0.9
ROLETTE-ND,0.05263157894736842,0.9473684210526315
LE SUEUR-MN,0.13333333333333333,0.8666666666666667
STEARNS-MN,0.2441860465116279,0.7558139534883721
LOGAN-OK,0.07142857142857142,0.9285714285714286
CROCKETT-TN,0.125,0.875
POLK-OR,0.14285714285714285,0.8571428571428571
GREEN-WI,0.13043478260869565,0.8695652173913043
FRANKLIN-MA,0.13333333333333333,0.8666666666666667
DELAWARE-OK,0.05,0.95
HANCOCK-MS,0.08333333333333333,0.9166666666666666
TIPTON-TN,0.06666666666666667,0.9333333333333333
HONOLULU-HI,0.28957528957528955,0.7104247104247104
WILLIAMSBURG-SC,0.25,0.75
MULTNOMAH-OR,0.2894736842105263,0.7105263157894737
MARION-IA,0.10526315789473684,0.8947368421052632
SIOUX-ND,0.2222222222222222,0.7777777777777778
MORGAN-AL,0.08163265306122448,0.9183673469387755
FAYETTE-PA,0.17307692307692307,0.8269230769230769
CAMPBELL-TN,0.07692307692307693,0.9230769230769231
PLATTE-MO,0.1794871794871795,0.8205128205128205
PERRY-MO,0.3333333333333333,0.6666666666666666
UNION-SC,0.1,0.9
GREENVILLE-SC,0.27702702702702703,0.722972972972973
CLARK-WI,0.48717948717948717,0.5128205128205128
MIAMI-KS,0.13333333333333333,0.8666666666666667
BARAGA-MI,0.2857142857142857,0.7142857142857143
KINGSBURY-SD,0.0625,0.9375
YORK-NE,0.3076923076923077,0.6923076923076923
BRISTOL-MA,0.23118279569892472,0.7688172043010753
MADISON-IL,0.25961538461538464,0.7403846153846154
GENESEE-NY,0.08695652173913043,0.9130434782608695
BOX ELDER-UT,0.07407407407407407,0.9259259259259259
LYON-NV,0.13043478260869565,0.8695652173913043
BELKNAP-NH,0.21428571428571427,0.7857142857142857
LEA-NM,0.09523809523809523,0.9047619047619048
CAMDEN-NJ,0.21495327102803738,0.7850467289719626
HUTCHINSON-SD,0.05,0.95
BOYLE-KY,0.17647058823529413,0.8235294117647058
CASCADE-MT,0.14,0.86
SANTA CLARA-CA,0.28498293515358364,0.7150170648464164
HUMPHREYS-MS,0.16666666666666666,0.8333333333333334
BUCHANAN-MO,0.14634146341463414,0.8536585365853658
JACKSON-OR,0.1267605633802817,0.8732394366197183
RANDOLPH-AL,0.07692307692307693,0.9230769230769231
BROWN-MN,0.2727272727272727,0.7272727272727273
SPENCER-IN,0.09090909090909091,0.9090909090909091
CLARKE-GA,0.2413793103448276,0.7586206896551724
CAMDEN-MO,0.11764705882352941,0.8823529411764706
MOHAVE-AZ,0.0410958904109589,0.958904109589041
CHESHIRE-NH,0.2692307692307692,0.7307692307692307
JOHNSON-KS,0.18974358974358974,0.8102564102564103
SHIAWASSEE-MI,0.1111111111111111,0.8888888888888888
MURRAY-MN,0.3333333333333333,0.6666666666666666
PULASKI-KY,0.13636363636363635,0.8636363636363636
UNION-PA,0.5,0.5
LEE-IL,0.058823529411764705,0.9411764705882353
CRISP-GA,0.14285714285714285,0.8571428571428571
MADISON-GA,0.1111111111111111,0.8888888888888888
HAMILTON-OH,0.32081911262798635,0.6791808873720137
PAYNE-OK,0.07142857142857142,0.9285714285714286
ADAMS-MS,0.21428571428571427,0.7857142857142857
TALLAHATCHIE-MS,0.125,0.875
HARRISON-MS,0.16923076923076924,0.8307692307692308
RHEA-TN,0.1111111111111111,0.8888888888888888
MCNAIRY-TN,0.2,0.8
MARATHON-WI,0.25,0.75
DESOTO-FL,0.1875,0.8125
PUTNAM-FL,0.1935483870967742,0.8064516129032258
PLATTE-NE,0.34782608695652173,0.6521739130434783
GORDON-GA,0.11764705882352941,0.8823529411764706
CATOOSA-GA,0.15789473684210525,0.8421052631578947
CHEROKEE-OK,0.045454545454545456,0.9545454545454546
STONE-MO,0.05555555555555555,0.9444444444444444
MONTEZUMA-CO,0.09523809523809523,0.9047619047619048
KAY-OK,0.08333333333333333,0.9166666666666666
LARIMER-CO,0.12149532710280374,0.8785046728971962
TUSCOLA-MI,0.11764705882352941,0.8823529411764706
PAWNEE-NE,0.2,0.8
BRADFORD-PA,0.20833333333333334,0.7916666666666666
SOLANO-CA,0.12,0.88
ST. FRANCOIS-MO,0.0967741935483871,0.9032258064516129
MADISON-FL,0.0625,0.9375
BOUNDARY-ID,0.4444444444444444,0.5555555555555556
BOONE-IN,0.2916666666666667,0.7083333333333334
WAYNE-KY,0.1,0.9
TODD-KY,0.16666666666666666,0.8333333333333334
BUTLER-KY,0.125,0.875
POCAHONTAS-WV,0.16666666666666666,0.8333333333333334
MCLEAN-IL,0.17142857142857143,0.8285714285714286
FLATHEAD-MT,0.22413793103448276,0.7758620689655172
TRUMBULL-OH,0.24468085106382978,0.7553191489361702
WASHINGTON-MS,0.1935483870967742,0.8064516129032258
CEDAR-MO,0.25,0.75
ST. CHARLES-MO,0.22123893805309736,0.7787610619469026
JUNEAU-WI,0.11538461538461539,0.8846153846153846
MARQUETTE-MI,0.10714285714285714,0.8928571428571429
BAXTER-AR,0.09090909090909091,0.9090909090909091
DOOLY-GA,0.2,0.8
DEKALB-TN,0.16666666666666666,0.8333333333333334
ANDERSON-SC,0.125,0.875
RICHLAND-WI,0.23076923076923078,0.7692307692307693
FRANKLIN-IA,0.1111111111111111,0.8888888888888888
SNOHOMISH-WA,0.13909774436090225,0.8609022556390977
PACIFIC-WA,0.045454545454545456,0.9545454545454546
GRAYSON-KY,0.42857142857142855,0.5714285714285714
CARROLL-KY,0.1111111111111111,0.8888888888888888
SUMMERS-WV,0.16666666666666666,0.8333333333333334
WOODFORD-IL,0.13043478260869565,0.8695652173913043
GEAUGA-OH,0.6666666666666666,0.3333333333333333
DAVIDSON-TN,0.23394495412844038,0.7660550458715596
RUTLAND-VT,0.2,0.8
RIO GRANDE-CO,0.07692307692307693,0.9230769230769231
GRANT-SD,0.1,0.9
SCOTT-IN,0.1,0.9
THURSTON-NE,0.09090909090909091,0.9090909090909091
MERCER-WV,0.03333333333333333,0.9666666666666667
SAN BERNARDINO-CA,0.13117283950617284,0.8688271604938271
COAHOMA-MS,0.16666666666666666,0.8333333333333334
DARLINGTON-SC,0.20689655172413793,0.7931034482758621
YAMHILL-OR,0.19047619047619047,0.8095238095238095
PLYMOUTH-IA,0.1111111111111111,0.8888888888888888
BERRIEN-MI,0.15789473684210525,0.8421052631578947
CUMBERLAND-NJ,0.09375,0.90625
LEE-AL,0.1590909090909091,0.8409090909090909
CLAY-SD,0.16666666666666666,0.8333333333333334
KEITH-NE,0.3333333333333333,0.6666666666666666
JOHNSON-NE,0.14285714285714285,0.8571428571428571
HARDIN-KY,0.07692307692307693,0.9230769230769231
CHAMPAIGN-OH,0.10526315789473684,0.8947368421052632
JACKSON-OK,0.047619047619047616,0.9523809523809523
LASSEN-CA,0.10714285714285714,0.8928571428571429
CLAIBORNE-TN,0.25,0.75
POLK-NE,0.08333333333333333,0.9166666666666666
MONROE-NY,0.18859649122807018,0.8114035087719298
COLUMBIA-GA,0.15789473684210525,0.8421052631578947
MAHONING-OH,0.14772727272727273,0.8522727272727273
HARRISON-MO,0.07142857142857142,0.9285714285714286
ASHLAND-WI,0.0625,0.9375
RUSK-WI,0.18181818181818182,0.8181818181818182
TALLAPOOSA-AL,0.08333333333333333,0.9166666666666666
NICOLLET-MN,0.20689655172413793,0.7931034482758621
SUSQUEHANNA-PA,0.0625,0.9375
KANAWHA-WV,0.11392405063291139,0.8860759493670886
GARFIELD-UT,0.1,0.9
COCKE-TN,0.07692307692307693,0.9230769230769231
ROUTT-CO,0.11764705882352941,0.8823529411764706
WAUPACA-WI,0.24324324324324326,0.7567567567567568
BENTON-IA,0.07692307692307693,0.9230769230769231
ANTRIM-MI,0.07142857142857142,0.9285714285714286
PENNINGTON-MN,0.25,0.75
KNOX-IN,0.2,0.8
LAKE-IL,0.21755725190839695,0.7824427480916031
DAWSON-MT,0.09090909090909091,0.9090909090909091
YELLOWSTONE-MT,0.1506849315068493,0.8493150684931506
GREENE-MO,0.14814814814814814,0.8518518518518519
NEWAYGO-MI,0.1,0.9
AUTAUGA-AL,0.2857142857142857,0.7142857142857143
KLICKITAT-WA,0.12,0.88
WOLFE-KY,0.125,0.875
HUNTINGDON-PA,0.24,0.76
YATES-NY,0.6666666666666666,0.3333333333333333
OTSEGO-NY,0.18518518518518517,0.8148148148148148
WASHINGTON-OH,0.14814814814814814,0.8518518518518519
CRAWFORD-WI,0.16666666666666666,0.8333333333333334
POTTAWATOMIE-KS,0.07692307692307693,0.9230769230769231
ITASCA-MN,0.10344827586206896,0.896551724137931
CLAY-KY,0.25,0.75
FOREST-PA,0.3333333333333333,0.6666666666666666
CARBON-PA,0.15384615384615385,0.8461538461538461
WARREN-IL,0.08333333333333333,0.9166666666666666
LITCHFIELD-CT,0.20202020202020202,0.797979797979798
HALL-GA,0.14285714285714285,0.8571428571428571
GALLIA-OH,0.06666666666666667,0.9333333333333333
LAWRENCE-TN,0.42857142857142855,0.5714285714285714
HILLSBOROUGH-NH,0.3582887700534759,0.6417112299465241
BRISTOL-RI,0.3684210526315789,0.631578947368421
COLUSA-CA,0.043478260869565216,0.9565217391304348
DORCHESTER-SC,0.16216216216216217,0.8378378378378378
FRANKLIN-WA,0.1,0.9
CLARK-OH,0.13793103448275862,0.8620689655172413
GARFIELD-OK,0.10526315789473684,0.8947368421052632
WINDHAM-VT,0.3170731707317073,0.6829268292682927
RICHLAND-SC,0.20454545454545456,0.7954545454545454
CALUMET-WI,0.21428571428571427,0.7857142857142857
CLINTON-IN,0.08333333333333333,0.9166666666666666
FULTON-IN,0.125,0.875
CLALLAM-WA,0.11764705882352941,0.8823529411764706
LINCOLN-KY,0.09090909090909091,0.9090909090909091
WYOMING-NY,0.1875,0.8125
HINDS-MS,0.19642857142857142,0.8035714285714286
WASHINGTON-OR,0.281767955801105,0.7182320441988951
CURRY-OR,0.125,0.875
WINNESHIEK-IA,0.25,0.75
DAVIESS-IN,0.6333333333333333,0.36666666666666664
KINGS-NY,0.2832080200501253,0.7167919799498746
BARTOW-GA,0.17857142857142858,0.8214285714285714
COBB-GA,0.29775280898876405,0.702247191011236
NYE-NV,0.06451612903225806,0.9354838709677419
RIO ARRIBA-NM,0.058823529411764705,0.9411764705882353
CHARLEVOIX-MI,0.058823529411764705,0.9411764705882353
BANNOCK-ID,0.07894736842105263,0.9210526315789473
GLOUCESTER-NJ,0.18095238095238095,0.819047619047619
BALDWIN-AL,0.16363636363636364,0.8363636363636363
CONWAY-AR,0.08333333333333333,0.9166666666666666
FLOYD-IN,0.19047619047619047,0.8095238095238095
CLAY-IN,0.16666666666666666,0.8333333333333334
GAGE-NE,0.125,0.875
THAYER-NE,0.1111111111111111,0.8888888888888888
HOWARD-MO,0.125,0.875
OSAGE-MO,0.5,0.5
GREENWOOD-SC,0.125,0.875
EVANS-GA,0.16666666666666666,0.8333333333333334
PORTAGE-OH,0.07142857142857142,0.9285714285714286
SCIOTO-OH,0.05714285714285714,0.9428571428571428
STONE-MS,0.2,0.8
HENRY-MO,0.15789473684210525,0.8421052631578947
MORGAN-MO,0.25,0.75
STEVENS-KS,0.14285714285714285,0.8571428571428571
NESS-KS,0.16666666666666666,0.8333333333333334
LINN-IA,0.15384615384615385,0.8461538461538461
BLOUNT-AL,0.09090909090909091,0.9090909090909091
COTTONWOOD-MN,0.07692307692307693,0.9230769230769231
MINNEHAHA-SD,0.1511627906976744,0.8488372093023255
LINCOLN-WA,0.0625,0.9375
PEACH-GA,0.14285714285714285,0.8571428571428571
YOLO-CA,0.14473684210526316,0.8552631578947368
PLUMAS-CA,0.11764705882352941,0.8823529411764706
ATTALA-MS,0.08333333333333333,0.9166666666666666
LOWNDES-MS,0.125,0.875
PEPIN-WI,0.42857142857142855,0.5714285714285714
MIAMI-DADE-FL,0.41952789699570814,0.5804721030042919
DIXIE-FL,0.08333333333333333,0.9166666666666666
MARSHALL-KS,0.1,0.9
DEKALB-IN,0.125,0.875
PHELPS-NE,0.1111111111111111,0.8888888888888888
SAN JUAN-UT,0.13333333333333333,0.8666666666666667
COLUMBIANA-OH,0.09523809523809523,0.9047619047619048
HENDERSON-TN,0.15384615384615385,0.8461538461538461
POLK-IA,0.12751677852348994,0.87248322147651
BOONE-IA,0.16666666666666666,0.8333333333333334
PALO ALTO-IA,0.09090909090909091,0.9090909090909091
VALLEY-ID,0.2,0.8
HOWARD-IN,0.18181818181818182,0.8181818181818182
CALLOWAY-KY,0.07142857142857142,0.9285714285714286
DUTCHESS-NY,0.2524271844660194,0.7475728155339806
BUTTS-GA,0.16666666666666666,0.8333333333333334
NODAWAY-MO,0.10526315789473684,0.8947368421052632
DELTA-MI,0.1,0.9
DICKINSON-MI,0.16666666666666666,0.8333333333333334
PASSAIC-NJ,0.215,0.785
DUBOIS-IN,0.1,0.9
ANTELOPE-NE,0.11764705882352941,0.8823529411764706
BRACKEN-KY,0.2,0.8
GILMER-GA,0.25,0.75
BALDWIN-GA,0.15384615384615385,0.8461538461538461
SCREVEN-GA,0.25,0.75
PIKE-OH,0.11764705882352941,0.8823529411764706
OGEMAW-MI,0.16666666666666666,0.8333333333333334
KOOTENAI-ID,0.2727272727272727,0.7272727272727273
TALLADEGA-AL,0.06451612903225806,0.9354838709677419
SEBASTIAN-AR,0.17647058823529413,0.8235294117647058
PIKE-PA,0.06666666666666667,0.9333333333333333
JASPER-GA,0.3333333333333333,0.6666666666666666
GREENE-TN,0.17857142857142858,0.8214285714285714
DOUGLAS-MO,0.16666666666666666,0.8333333333333334
COCHISE-AZ,0.03488372093023256,0.9651162790697675
BAY-FL,0.11666666666666667,0.8833333333333333
JEFFERSON-AL,0.2311111111111111,0.7688888888888888
HUGHES-SD,0.125,0.875
CRITTENDEN-AR,0.09090909090909091,0.9090909090909091
FRANKLIN-IN,0.2222222222222222,0.7777777777777778
LANCASTER-NE,0.23275862068965517,0.7672413793103449
ADAMS-WA,0.0625,0.9375
MONTGOMERY-PA,0.46258503401360546,0.5374149659863946
LOGAN-WV,0.05263157894736842,0.9473684210526315
KINGFISHER-OK,0.10526315789473684,0.8947368421052632
CHITTENDEN-VT,0.25,0.75
COOS-OR,0.1724137931034483,0.8275862068965517
SHEBOYGAN-WI,0.21875,0.78125
COLUMBIA-WI,0.2391304347826087,0.7608695652173914
RILEY-KS,0.05263157894736842,0.9473684210526315
WASHINGTON-IA,0.06666666666666667,0.9333333333333333
AITKIN-MN,0.09090909090909091,0.9090909090909091
DEARBORN-IN,0.17647058823529413,0.8235294117647058
GIBSON-IN,0.1875,0.8125
DUPAGE-IL,0.25287356321839083,0.7471264367816092
HARALSON-GA,0.09090909090909091,0.9090909090909091
COFFEE-GA,0.14285714285714285,0.8571428571428571
JOHNSON-MO,0.04,0.96
JEFFERSON-CO,0.15270935960591134,0.8472906403940886
HOLMES-FL,0.07692307692307693,0.9230769230769231
ST. JOHNS-FL,0.20833333333333334,0.7916666666666666
WASHINGTON-KS,0.2,0.8
ALGER-MI,0.14285714285714285,0.8571428571428571
PINE-MN,0.05263157894736842,0.9473684210526315
PARK-WY,0.05555555555555555,0.9444444444444444
MERIWETHER-GA,0.1111111111111111,0.8888888888888888
MANITOWOC-WI,0.3404255319148936,0.6595744680851063
MONMOUTH-NJ,0.24302788844621515,0.7569721115537849
WARD-ND,0.07692307692307693,0.9230769230769231
CRAWFORD-PA,0.5806451612903226,0.41935483870967744
JO DAVIESS-IL,0.09523809523809523,0.9047619047619048
RICHMOND-NY,0.3017241379310345,0.6982758620689655
SENECA-NY,0.15384615384615385,0.8461538461538461
MUSCOGEE-GA,0.16417910447761194,0.835820895522388
KNOX-OH,0.12,0.88
MARIN-CA,0.30434782608695654,0.6956521739130435
UNION-MS,0.1,0.9
GREEN LAKE-WI,0.375,0.625
TAYLOR-KY,0.18181818181818182,0.8181818181818182
WASHINGTON-IL,0.3333333333333333,0.6666666666666666
BLACK HAWK-IA,0.20454545454545456,0.7954545454545454
LEE-IA,0.25,0.75
ADAMS-OH,0.1,0.9
RANDOLPH-MO,0.11764705882352941,0.8823529411764706
FILLMORE-MN,0.15,0.85
CHAMPAIGN-IL,0.21794871794871795,0.782051282051282
LINCOLN-MT,0.2631578947368421,0.7368421052631579
HENRY-GA,0.21875,0.78125
ALAMEDA-CA,0.23032629558541268,0.7696737044145874
NESHOBA-MS,0.08333333333333333,0.9166666666666666
VILAS-WI,0.13333333333333333,0.8666666666666667
NEOSHO-KS,0.16666666666666666,0.8333333333333334
WYANDOTTE-KS,0.12162162162162163,0.8783783783783784
LYON-IA,0.23076923076923078,0.7692307692307693
ALLEGAN-MI,0.13636363636363635,0.8636363636363636
FOUNTAIN-IN,0.125,0.875
HAMPSHIRE-MA,0.18333333333333332,0.8166666666666667
JOHNSON-TN,0.125,0.875
DELTA-CO,0.1,0.9
NASSAU-FL,0.12,0.88
LEVY-FL,0.15789473684210525,0.8421052631578947
SIBLEY-MN,0.25,0.75
ROCKLAND-NY,0.42735042735042733,0.5726495726495726
WAKULLA-FL,0.17647058823529413,0.8235294117647058
LIVINGSTON-MI,0.12962962962962962,0.8703703703703703
KNOX-NE,0.11764705882352941,0.8823529411764706
BUFFALO-NE,0.1,0.9
SEVIER-UT,0.11764705882352941,0.8823529411764706
DECATUR-GA,0.1,0.9
RACINE-WI,0.25,0.75
LYON-KS,0.11764705882352941,0.8823529411764706
BELTRAMI-MN,0.09523809523809523,0.9047619047619048
WILL-IL,0.2139917695473251,0.7860082304526749
MARION-IL,0.0967741935483871,0.9032258064516129
ADAIR-OK,0.1,0.9
TUNICA-MS,0.125,0.875
GARFIELD-CO,0.15625,0.84375
TAYLOR-FL,0.15384615384615385,0.8461538461538461
CEDAR-IA,0.07142857142857142,0.9285714285714286
MECOSTA-MI,0.05263157894736842,0.9473684210526315
GLADWIN-MI,0.36363636363636365,0.6363636363636364
MERCER-NJ,0.22857142857142856,0.7714285714285715
SALINE-AR,0.0967741935483871,0.9032258064516129
JENNINGS-IN,0.2,0.8
CHERRY-NE,0.08333333333333333,0.9166666666666666
JEFFERSON-NE,0.1111111111111111,0.8888888888888888
SHELBY-KY,0.0625,0.9375
LYCOMING-PA,0.3111111111111111,0.6888888888888889
BRAXTON-WV,0.2,0.8
GILMER-WV,0.25,0.75
ASHLAND-OH,0.2,0.8
WAYNE-OH,0.6283185840707964,0.37168141592920356
CHEATHAM-TN,0.13333333333333333,0.8666666666666667
EAU CLAIRE-WI,0.2653061224489796,0.7346938775510204
SULLIVAN-NH,0.21212121212121213,0.7878787878787878
SUMNER-KS,0.09090909090909091,0.9090909090909091
WASHTENAW-MI,0.18115942028985507,0.8188405797101449
LAPEER-MI,0.08823529411764706,0.9117647058823529
STARK-ND,0.2222222222222222,0.7777777777777778
BIBB-AL,0.1,0.9
BEAVER-PA,0.14754098360655737,0.8524590163934426
HIGHLAND-OH,0.1,0.9
WALWORTH-WI,0.25,0.75
SAWYER-WI,0.14285714285714285,0.8571428571428571
PARKE-IN,0.5333333333333333,0.4666666666666667
PIERCE-NE,0.3333333333333333,0.6666666666666666
PIKE-IL,0.07692307692307693,0.9230769230769231
GWINNETT-GA,0.24210526315789474,0.7578947368421053
BROWN-OH,0.10526315789473684,0.8947368421052632
COOPER-MO,0.15789473684210525,0.8421052631578947
GOGEBIC-MI,0.2222222222222222,0.7777777777777778
BURLINGTON-NJ,0.1787709497206704,0.8212290502793296
PIERCE-ND,0.16666666666666666,0.8333333333333334
LINCOLN-SD,0.13043478260869565,0.8695652173913043
MARION-WV,0.08,0.92
RICHLAND-MT,0.058823529411764705,0.9411764705882353
DAVIS-UT,0.07627118644067797,0.923728813559322
GRADY-OK,0.02857142857142857,0.9714285714285714
DYER-TN,0.2,0.8
SHELBY-MO,0.2222222222222222,0.7777777777777778
LAKE-CO,0.16666666666666666,0.8333333333333334
OCONEE-SC,0.2916666666666667,0.7083333333333334
COLUMBIA-OR,0.12,0.88
VERNON-WI,0.2413793103448276,0.7586206896551724
MCKINLEY-NM,0.08064516129032258,0.9193548387096774
BREMER-IA,0.09523809523809523,0.9047619047619048
CLAYTON-IA,0.08333333333333333,0.9166666666666666
GENESEE-MI,0.10227272727272728,0.8977272727272727
ROCK-MN,0.2222222222222222,0.7777777777777778
GREENE-IL,0.125,0.875
LAURENS-GA,0.13333333333333333,0.8666666666666667
CONTRA COSTA-CA,0.24383561643835616,0.7561643835616438
AMADOR-CA,0.10526315789473684,0.8947368421052632
PEARL RIVER-MS,0.16,0.84
MADISON-TN,0.29411764705882354,0.7058823529411765
EDGEFIELD-SC,0.08333333333333333,0.9166666666666666
ESCAMBIA-AL,0.15789473684210525,0.8421052631578947
STEVENS-MN,0.125,0.875
OKANOGAN-WA,0.1282051282051282,0.8717948717948718
MONROE-PA,0.2564102564102564,0.7435897435897436
MACON-IL,0.09803921568627451,0.9019607843137255
CALAVERAS-CA,0.043478260869565216,0.9565217391304348
JONES-IA,0.16666666666666666,0.8333333333333334
RENVILLE-MN,0.18181818181818182,0.8181818181818182
WAYNE-NE,0.18181818181818182,0.8181818181818182
WALLA WALLA-WA,0.21621621621621623,0.7837837837837838
SHERIDAN-WY,0.12,0.88
COOK-GA,0.2,0.8
MILWAUKEE-WI,0.30260047281323876,0.6973995271867612
FRANKLIN-KS,0.058823529411764705,0.9411764705882353
BARNES-ND,0.09090909090909091,0.9090909090909091
DEKALB-AL,0.09090909090909091,0.9090909090909091
MARION-IN,0.23423423423423423,0.7657657657657657
CHELAN-WA,0.13333333333333333,0.8666666666666667
MORGAN-IL,0.1,0.9
PULASKI-IL,0.16666666666666666,0.8333333333333334
HERKIMER-NY,0.10714285714285714,0.8928571428571429
MARIPOSA-CA,0.058823529411764705,0.9411764705882353
LEE-MS,0.1951219512195122,0.8048780487804879
APPLING-GA,0.14285714285714285,0.8571428571428571
LAWRENCE-MO,0.15384615384615385,0.8461538461538461
LANE-OR,0.19148936170212766,0.8085106382978723
MAHASKA-IA,0.2222222222222222,0.7777777777777778
MACON-GA,0.5,0.5
BRYAN-OK,0.041666666666666664,0.9583333333333334
RUTHERFORD-TN,0.1917808219178082,0.8082191780821918
FLORENCE-SC,0.19607843137254902,0.803921568627451
ALPENA-MI,0.16666666666666666,0.8333333333333334
PAYETTE-ID,0.07142857142857142,0.9285714285714286
WABASH-IN,0.125,0.875
ANDERSON-KY,0.1111111111111111,0.8888888888888888
GLACIER-MT,0.09523809523809523,0.9047619047619048
COCONINO-AZ,0.06097560975609756,0.9390243902439024
SHELBY-OH,0.08695652173913043,0.9130434782608695
CLEVELAND-OK,0.12345679012345678,0.8765432098765432
BUTTE-CA,0.08411214953271028,0.9158878504672897
LINCOLN-MS,0.14285714285714285,0.8571428571428571
UNION-FL,0.09090909090909091,0.9090909090909091
INGHAM-MI,0.13385826771653545,0.8661417322834646
LAKE-IN,0.18125,0.81875
SAN JUAN-WA,0.2631578947368421,0.7368421052631579
BOYD-KY,0.04,0.96
RICHLAND-IL,0.5,0.5
FULTON-GA,0.3161512027491409,0.6838487972508591
PICKENS-SC,0.13333333333333333,0.8666666666666667
LINN-OR,0.1111111111111111,0.8888888888888888
BINGHAM-ID,0.03125,0.96875
PIKE-AL,0.15384615384615385,0.8461538461538461
BRULE-SD,0.1,0.9
KANE-IL,0.20207253886010362,0.7979274611398963
JEFFERSON-IL,0.038461538461538464,0.9615384615384616
DOUGHERTY-GA,0.1724137931034483,0.8275862068965517
SISKIYOU-CA,0.05454545454545454,0.9454545454545454
PIKE-MO,0.14285714285714285,0.8571428571428571
IOWA-WI,0.058823529411764705,0.9411764705882353
JACKSON-AL,0.07407407407407407,0.9259259259259259
DAVIESS-KY,0.16666666666666666,0.8333333333333334
SARATOGA-NY,0.1935483870967742,0.8064516129032258
AUDRAIN-MO,0.2222222222222222,0.7777777777777778
