County-State,Drop_Out_Rate_By_County,Graduation-Rate,Percentage of Teens Who Work Part or Full time,SVI,Percentage-Private-School,Percentage-Public-School
ALPENA-MI,0.10734017363851618,78.0,0.5580110497237569,0.3408,0.16666666666666666,0.8333333333333334
ANTRIM-MI,0.054133858267716536,87.0,0.640748031496063,0.1156,0.07142857142857142,0.9285714285714286
BARRY-MI,0.09528619528619528,87.04,0.5084175084175084,0.0869,0.125,0.875
BAY-MI,0.06187256709690637,79.73,0.46322474902683874,0.4404,0.21739130434782608,0.782608695652174
BERRIEN-MI,0.057085771371485655,68.22,0.5440274011702583,0.6475,0.15789473684210525,0.8421052631578947
BRANCH-MI,0.10191678354371202,82.16,0.442262739597943,0.6315,0.2,0.8
CALHOUN-MI,0.04174203422846807,74.94,0.5246973702518436,0.7242,0.08064516129032258,0.9193548387096774
CASS-MI,0.05249537892791128,82.05,0.49500924214417746,0.328,0.043478260869565216,0.9565217391304348
CHARLEVOIX-MI,0.06551410373066424,78.44,0.7616014558689718,0.0968,0.058823529411764705,0.9411764705882353
CHEBOYGAN-MI,0.09300184162062615,87.11,0.6685082872928176,0.286,0.23076923076923078,0.7692307692307693
CHIPPEWA-MI,0.1350635593220339,76.67,0.6578389830508474,0.7245,0.1111111111111111,0.8888888888888888
CLARE-MI,0.24829674489023468,86.01,0.5352006056018168,0.772,0.15,0.85
CLINTON-MI,0.03504790721129602,88.8,0.5100857286938981,0.0401,0.12121212121212122,0.8787878787878788
DELTA-MI,0.03848431024274719,85.94,0.5701598579040853,0.3545,0.1,0.9
DICKINSON-MI,0.0071111111111111115,85.43,0.5262222222222223,0.2296,0.16666666666666666,0.8333333333333334
EATON-MI,0.06846281601771545,77.91,0.5694777634249861,0.3131,0.14754098360655737,0.8524590163934426
EMMET-MI,0.028795811518324606,90.0,0.7879581151832461,0.1357,0.1111111111111111,0.8888888888888888
GENESEE-MI,0.05389250894125717,76.41,0.4528440546764,0.6624,0.10227272727272728,0.8977272727272727
GLADWIN-MI,0.0790616854908775,84.89,0.3640312771503041,0.5398,0.36363636363636365,0.6363636363636364
GOGEBIC-MI,0.055267702936096716,82.69,0.4991364421416235,0.4038,0.2222222222222222,0.7777777777777778
GRAND TRAVERSE-MI,0.04350860865518846,79.27,0.6861330851558864,0.1803,0.23809523809523808,0.7619047619047619
GRATIOT-MI,0.0414765657403567,83.54,0.5143094151804231,0.6035,0.1,0.9
HILLSDALE-MI,0.0803960396039604,79.46,0.4601980198019802,0.5019,0.19444444444444445,0.8055555555555556
HURON-MI,0.07541241162608013,88.96,0.5593087195600943,0.2745,0.21212121212121213,0.7878787878787878
INGHAM-MI,0.02036065018625127,75.72,0.674483576024382,0.5742,0.13385826771653545,0.8661417322834646
IONIA-MI,0.04730831973898858,80.64,0.5543773790103317,0.478,0.11428571428571428,0.8857142857142857
IOSCO-MI,0.08565072302558398,72.35,0.5139043381535039,0.4494,0.2,0.8
ISABELLA-MI,0.06830785878533747,79.42,0.7388069795752739,0.6016,0.18518518518518517,0.8148148148148148
JACKSON-MI,0.04825,79.6,0.49275,0.5506,0.0875,0.9125
KALAMAZOO-MI,0.05942690755079082,76.6,0.6096221295744821,0.407,0.1206896551724138,0.8793103448275862
KENT-MI,0.042544378698224854,78.33,0.5807396449704142,0.4761,0.13448275862068965,0.8655172413793103
LAPEER-MI,0.07710118082889558,85.83,0.5116925214169947,0.2382,0.08823529411764706,0.9117647058823529
LEELANAU-MI,0.05605095541401274,63.98,0.6356687898089172,0.0245,0.2727272727272727,0.7272727272727273
LENAWEE-MI,0.0641502053588891,86.19,0.5994523762957168,0.4076,0.08196721311475409,0.9180327868852459
LIVINGSTON-MI,0.0462,87.3,0.5868,0.0067,0.12962962962962962,0.8703703703703703
MACOMB-MI,0.04957134785919576,81.28,0.5256822815593604,0.3296,0.10996563573883161,0.8900343642611683
MANISTEE-MI,0.05612244897959184,53.94,0.6224489795918368,0.3997,0.11764705882352941,0.8823529411764706
MARQUETTE-MI,0.058962884969728874,85.69,0.6506975519873651,0.3057,0.10714285714285714,0.8928571428571429
MASON-MI,0.07974481658692185,82.13,0.5350877192982456,0.3376,0.10526315789473684,0.8947368421052632
MECOSTA-MI,0.09292274446245273,79.0,0.644786601836845,0.5975,0.05263157894736842,0.9473684210526315
MENOMINEE-MI,0.08682634730538923,80.26,0.6357285429141717,0.2764,0.1,0.9
MIDLAND-MI,0.04013961605584642,86.76,0.5148342059336823,0.1618,0.16666666666666666,0.8333333333333334
MISSAUKEE-MI,0.04908835904628331,90.81,0.6129032258064516,0.4755,0.14285714285714285,0.8571428571428571
MONTCALM-MI,0.10594594594594595,92.22,0.5016216216216216,0.6127,0.16666666666666666,0.8333333333333334
MUSKEGON-MI,0.0719327731092437,76.53,0.5332212885154062,0.7035,0.05063291139240506,0.9493670886075949
NEWAYGO-MI,0.1279119017365523,85.7,0.5124947056332063,0.6318,0.1,0.9
OAKLAND-MI,0.04333266693322671,85.0,0.5425829668132747,0.114,0.19832985386221294,0.8016701461377871
OCEANA-MI,0.053401609363569864,83.52,0.5947329919531822,0.858,0.14285714285714285,0.8571428571428571
OGEMAW-MI,0.05723542116630669,76.84,0.5010799136069114,0.6258,0.16666666666666666,0.8333333333333334
OSCEOLA-MI,0.17394888705688377,82.42,0.47073371805441055,0.7401,0.1111111111111111,0.8888888888888888
OTSEGO-MI,0.16666666666666666,84.77,0.6773618538324421,0.3694,0.25,0.75
OTTAWA-MI,0.05605760402068332,88.47,0.7197119798965834,0.2172,0.175,0.825
ROSCOMMON-MI,0.34782608695652173,67.11,0.616600790513834,0.4627,0.0625,0.9375
SAGINAW-MI,0.047516198704103674,78.13,0.5163865151657433,0.7048,0.1836734693877551,0.8163265306122449
ST. CLAIR-MI,0.08609191221050079,79.85,0.5016369588941433,0.279,0.13846153846153847,0.8615384615384616
ST. JOSEPH-MI,0.1578783151326053,81.27,0.5887675507020281,0.6516,0.11904761904761904,0.8809523809523809
SANILAC-MI,0.11481113320079522,83.9,0.5149105367793241,0.4834,0.08,0.92
SCHOOLCRAFT-MI,0.10038610038610038,92.5,0.5135135135135135,0.5452,0.3333333333333333,0.6666666666666666
SHIAWASSEE-MI,0.07497940126338917,86.83,0.47184839329854433,0.1325,0.1111111111111111,0.8888888888888888
TUSCOLA-MI,0.07545638945233266,79.9,0.527789046653144,0.3959,0.11764705882352941,0.8823529411764706
VAN BUREN-MI,0.049933949801849405,79.6,0.5183619550858652,0.6589,0.1111111111111111,0.8888888888888888
WASHTENAW-MI,0.015735969920623868,86.57,0.663695864085782,0.2236,0.18115942028985507,0.8188405797101449
WAYNE-MI,0.06157168319546639,79.02,0.40899638956172024,0.8723,0.11240875912408758,0.8875912408759125
WEXFORD-MI,0.06091370558375635,77.26,0.5242929659173314,0.5035,0.14285714285714285,0.8571428571428571
ALLAMAKEE-IA,0.22535211267605634,95.5,0.4982394366197183,0.322,0.09090909090909091,0.9090909090909091
BENTON-IA,0.03732503888024884,88.35,0.6321928460342147,0.0118,0.07692307692307693,0.9230769230769231
BLACK HAWK-IA,0.04807692307692308,86.35,0.7585616438356164,0.4264,0.20454545454545456,0.7954545454545454
BOONE-IA,0.015362106803218726,93.98,0.6510607168983175,0.1178,0.16666666666666666,0.8333333333333334
BREMER-IA,0.033966609096142776,93.98,0.7553252734599885,0.0322,0.09523809523809523,0.9047619047619048
BUCHANAN-IA,0.24584103512014788,93.64,0.699630314232902,0.0662,0.14285714285714285,0.8571428571428571
CARROLL-IA,0.0033149171270718232,93.21,0.7779005524861878,0.0455,0.09090909090909091,0.9090909090909091
CEDAR-IA,0.008298755186721992,91.8,0.5674273858921162,0.008,0.07142857142857142,0.9285714285714286
CERRO GORDO-IA,0.145088161209068,90.61,0.7914357682619647,0.2497,0.1111111111111111,0.8888888888888888
CHICKASAW-IA,0.19047619047619047,93.42,0.7417582417582418,0.0599,0.1111111111111111,0.8888888888888888
CLAY-IA,0.033967391304347824,96.36,0.8097826086956522,0.3439,0.2222222222222222,0.7777777777777778
CLAYTON-IA,0.2608108108108108,92.37,0.8121621621621622,0.1841,0.08333333333333333,0.9166666666666666
CLINTON-IA,0.03984408834993504,89.32,0.46730186227804243,0.2646,0.1,0.9
CRAWFORD-IA,0.046296296296296294,91.21,0.45740740740740743,0.8551,0.07142857142857142,0.9285714285714286
DALLAS-IA,0.05154639175257732,97.45,0.7103583701521846,0.0596,0.05405405405405406,0.9459459459459459
DELAWARE-IA,0.008275862068965517,96.83,0.7848275862068965,0.0344,0.16666666666666666,0.8333333333333334
DES MOINES-IA,0.06854043392504931,79.72,0.5892504930966469,0.4653,0.15789473684210525,0.8421052631578947
DUBUQUE-IA,0.03309450699419993,92.02,0.6775844421699079,0.2347,0.3157894736842105,0.6842105263157895
FAYETTE-IA,0.09004739336492891,94.52,0.5876777251184834,0.2252,0.10526315789473684,0.8947368421052632
FLOYD-IA,0.1424802110817942,93.09,0.6213720316622692,0.3596,0.1111111111111111,0.8888888888888888
FRANKLIN-IA,0.0,92.03,0.6764705882352942,0.1962,0.1111111111111111,0.8888888888888888
HAMILTON-IA,0.03099510603588907,92.0,0.7308319738988581,0.1153,0.1,0.9
HANCOCK-IA,0.04090909090909091,91.69,0.45,0.0713,0.16666666666666666,0.8333333333333334
HENRY-IA,0.014084507042253521,91.52,0.5714285714285714,0.3134,0.07692307692307693,0.9230769230769231
HOWARD-IA,0.022284122562674095,91.92,0.6462395543175488,0.1567,0.2857142857142857,0.7142857142857143
IOWA-IA,0.08055555555555556,93.3,0.6263888888888889,0.0347,0.1,0.9
JACKSON-IA,0.017894736842105262,90.88,0.3663157894736842,0.1268,0.16666666666666666,0.8333333333333334
JASPER-IA,0.037243947858473,92.48,0.7243947858472998,0.2548,0.05263157894736842,0.9473684210526315
JEFFERSON-IA,0.12643678160919541,86.61,0.4367816091954023,0.4895,0.1111111111111111,0.8888888888888888
JOHNSON-IA,0.04856099082241825,92.8,0.7420475808607324,0.2675,0.16666666666666666,0.8333333333333334
JONES-IA,0.1652452025586354,92.95,0.6311300639658849,0.1924,0.16666666666666666,0.8333333333333334
KOSSUTH-IA,0.10089020771513353,92.5,0.5504451038575667,0.1048,0.18181818181818182,0.8181818181818182
LEE-IA,0.06799450549450549,88.42,0.5631868131868132,0.5041,0.25,0.75
LINN-IA,0.03704934374480811,88.73,0.6183751453729855,0.1806,0.15384615384615385,0.8461538461538461
MAHASKA-IA,0.09418070444104135,86.99,0.6929555895865237,0.4637,0.2222222222222222,0.7777777777777778
MARION-IA,0.013725490196078431,92.65,0.7225490196078431,0.1949,0.10526315789473684,0.8947368421052632
MARSHALL-IA,0.09612625538020086,88.76,0.5767575322812052,0.6863,0.1111111111111111,0.8888888888888888
MUSCATINE-IA,0.03008849557522124,85.39,0.46991150442477875,0.3904,0.058823529411764705,0.9411764705882353
PAGE-IA,0.015015015015015015,90.03,0.5705705705705706,0.3341,0.15384615384615385,0.8461538461538461
PLYMOUTH-IA,0.10311572700296735,95.69,0.7299703264094956,0.1271,0.1111111111111111,0.8888888888888888
POLK-IA,0.07079967689822295,88.3,0.6303715670436187,0.3768,0.12751677852348994,0.87248322147651
POTTAWATTAMIE-IA,0.056482919254658384,90.21,0.5520186335403726,0.4599,0.08333333333333333,0.9166666666666666
POWESHIEK-IA,0.035888077858880776,88.35,0.7883211678832117,0.1548,0.09090909090909091,0.9090909090909091
SCOTT-IA,0.030794520547945205,88.03,0.5251506849315069,0.2659,0.13333333333333333,0.8666666666666667
SHELBY-IA,0.16428571428571428,93.09,0.6767857142857143,0.1303,0.125,0.875
SIOUX-IA,0.011857707509881422,92.68,0.7988142292490119,0.2207,0.4444444444444444,0.5555555555555556
STORY-IA,0.012480818414322251,93.71,0.8238363171355498,0.2124,0.037037037037037035,0.9629629629629629
UNION-IA,0.013642564802182811,96.44,0.616643929058663,0.4455,0.25,0.75
WAPELLO-IA,0.07231638418079096,86.59,0.5807909604519774,0.7439,0.11764705882352941,0.8823529411764706
WARREN-IA,0.05644896619625862,95.28,0.7266163439448639,0.072,0.13636363636363635,0.8636363636363636
WASHINGTON-IA,0.11440677966101695,90.79,0.6262711864406779,0.2239,0.06666666666666667,0.9333333333333333
WEBSTER-IA,0.08235785953177258,83.3,0.5873745819397993,0.458,0.21428571428571427,0.7857142857142857
WINNESHIEK-IA,0.007281553398058253,96.44,0.8112864077669902,0.0115,0.25,0.75
WOODBURY-IA,0.0972972972972973,88.94,0.6894507410636442,0.6968,0.1956521739130435,0.8043478260869565
ALAMANCE-NC,0.06366171003717472,82.61,0.41143122676579924,0.7838,0.05555555555555555,0.9444444444444444
ALLEGHANY-NC,0.03592814371257485,87.5,0.43313373253493015,0.6268,0.07692307692307693,0.9230769230769231
AVERY-NC,0.006787330316742082,91.66,0.6119909502262444,0.6446,0.045454545454545456,0.9545454545454546
BEAUFORT-NC,0.10070140280561123,84.0,0.41432865731462926,0.7156,0.0625,0.9375
BERTIE-NC,0.09240506329113925,85.0,0.4544303797468354,0.9385,0.07407407407407407,0.9259259259259259
BLADEN-NC,0.13630653266331658,77.0,0.3417085427135678,0.9446,0.041666666666666664,0.9583333333333334
BRUNSWICK-NC,0.06673889490790899,83.0,0.5603466955579631,0.3583,0.09722222222222222,0.9027777777777778
BUNCOMBE-NC,0.05400866260054804,85.0,0.542119685317776,0.3799,0.1407766990291262,0.8592233009708737
BURKE-NC,0.1594817958454322,90.0,0.4581192763010945,0.8487,0.044444444444444446,0.9555555555555556
CABARRUS-NC,0.05806343346199027,89.26,0.4593052525591542,0.4175,0.05952380952380952,0.9404761904761905
CALDWELL-NC,0.06887486855941115,91.0,0.4361198738170347,0.651,0.012658227848101266,0.9873417721518988
CATAWBA-NC,0.05285264263213161,89.87,0.450939213627348,0.6481,0.07042253521126761,0.9295774647887324
CHATHAM-NC,0.02646683673469388,87.56,0.36607142857142855,0.3809,0.057971014492753624,0.9420289855072463
CHEROKEE-NC,0.10497835497835498,93.0,0.4772727272727273,0.4869,0.022727272727272728,0.9772727272727273
CHOWAN-NC,0.005825242718446602,82.5,0.2446601941747573,0.8118,0.07692307692307693,0.9230769230769231
CLAY-NC,0.4869791666666667,82.5,0.7526041666666666,0.2191,0.08333333333333333,0.9166666666666666
CLEVELAND-NC,0.029357116313638052,87.0,0.3849869936826459,0.835,0.02127659574468085,0.9787234042553191
COLUMBUS-NC,0.11354508944870391,84.84,0.20810514786418402,0.9481,0.039473684210526314,0.9605263157894737
CRAVEN-NC,0.057901337792642144,85.0,0.5984531772575251,0.8099,0.07407407407407407,0.9259259259259259
CUMBERLAND-NC,0.055099081681971966,82.0,0.41490789968315345,0.864,0.07241379310344828,0.9275862068965517
CURRITUCK-NC,0.005434782608695652,90.0,0.48188405797101447,0.1194,0.029411764705882353,0.9705882352941176
DARE-NC,0.04585798816568047,94.0,0.7159763313609467,0.1449,0.05714285714285714,0.9428571428571428
DAVIDSON-NC,0.05972323379461034,82.52,0.3920854576353484,0.6841,0.046357615894039736,0.9536423841059603
DAVIE-NC,0.12106210621062106,85.0,0.5013501350135013,0.4411,0.02702702702702703,0.972972972972973
DUPLIN-NC,0.11316544469238125,83.0,0.4204654128147912,0.979,0.08695652173913043,0.9130434782608695
DURHAM-NC,0.031225368338082822,81.3,0.3557266719214212,0.6197,0.10504201680672269,0.8949579831932774
FORSYTH-NC,0.04556611773106618,84.96,0.3936269915651359,0.6834,0.058394160583941604,0.9416058394160584
FRANKLIN-NC,0.0487359122753579,83.0,0.4462381967712458,0.6376,0.01818181818181818,0.9818181818181818
GASTON-NC,0.05321051690216419,86.29,0.4208549454480415,0.672,0.038461538461538464,0.9615384615384616
GREENE-NC,0.06684981684981685,87.0,0.5256410256410257,0.9924,0.05263157894736842,0.9473684210526315
GUILFORD-NC,0.03316714929695196,88.94,0.4692360509896409,0.6369,0.05895691609977324,0.9410430839002267
HALIFAX-NC,0.0599396291504959,79.88,0.24536438119879259,0.9646,0.04477611940298507,0.9552238805970149
HARNETT-NC,0.04207030168834763,82.0,0.4010517575422087,0.7869,0.04081632653061224,0.9591836734693877
HAYWOOD-NC,0.04518430439952437,83.0,0.5267538644470868,0.2809,0.04,0.96
HENDERSON-NC,0.035742652899126294,91.0,0.6570691024622717,0.321,0.12790697674418605,0.872093023255814
HERTFORD-NC,0.06261980830670927,86.0,0.4364217252396166,0.9873,0.08695652173913043,0.9130434782608695
HOKE-NC,0.02920517560073937,75.0,0.33937153419593347,0.8924,0.06666666666666667,0.9333333333333333
IREDELL-NC,0.07253659602359624,88.03,0.5233777583570024,0.3745,0.055900621118012424,0.9440993788819876
JACKSON-NC,0.018002466091245378,84.0,0.7173859432799014,0.6236,0.07894736842105263,0.9210526315789473
JOHNSTON-NC,0.03606710158434297,88.95,0.45368126747437093,0.5395,0.020134228187919462,0.9798657718120806
LEE-NC,0.02237136465324385,89.0,0.4924896132949824,0.8481,0.05454545454545454,0.9454545454545454
LENOIR-NC,0.053875968992248065,80.0,0.475968992248062,0.9933,0.03571428571428571,0.9642857142857143
LINCOLN-NC,0.043087121212121215,90.71,0.5042613636363636,0.3564,0.025974025974025976,0.974025974025974
MCDOWELL-NC,0.005469915464942815,80.0,0.5459970164097464,0.7895,0.045454545454545456,0.9545454545454546
MACON-NC,0.05025125628140704,88.0,0.6661880832735104,0.3548,0.027777777777777776,0.9722222222222222
MADISON-NC,0.11491442542787286,82.5,0.39119804400978,0.4586,0.09090909090909091,0.9090909090909091
MECKLENBURG-NC,0.058968104033308266,88.04,0.4959556867995818,0.4408,0.08575581395348837,0.9142441860465116
MITCHELL-NC,0.030959752321981424,82.5,0.541795665634675,0.4223,0.14285714285714285,0.8571428571428571
MONTGOMERY-NC,0.08314937454010302,87.0,0.23693892568064753,0.8713,0.024390243902439025,0.975609756097561
MOORE-NC,0.03781212841854935,87.0,0.41521997621878715,0.3621,0.08045977011494253,0.9195402298850575
NASH-NC,0.06678344646376178,80.83,0.3661046638931465,0.8287,0.060240963855421686,0.9397590361445783
NEW HANOVER-NC,0.04513648596693579,82.0,0.5736255286428297,0.3771,0.10059171597633136,0.8994082840236687
NORTHAMPTON-NC,0.1188118811881188,87.5,0.2913719943422914,0.9022,0.04,0.96
ONSLOW-NC,0.04218438410799202,89.0,0.6773278110139592,0.7465,0.07377049180327869,0.9262295081967213
ORANGE-NC,0.019536316472114137,89.06,0.5412613488975356,0.2959,0.045454545454545456,0.9545454545454546
PAMLICO-NC,0.07036247334754797,82.5,0.3582089552238806,0.7162,0.0625,0.9375
PASQUOTANK-NC,0.09685002350728726,84.0,0.34743770568876353,0.7748,0.06382978723404255,0.9361702127659575
PENDER-NC,0.050724637681159424,90.0,0.490036231884058,0.5478,0.01818181818181818,0.9818181818181818
PERSON-NC,0.03767123287671233,83.27,0.4152397260273973,0.7732,0.025,0.975
PITT-NC,0.021179208688906128,81.0,0.23716058960434444,0.8242,0.08208955223880597,0.917910447761194
RANDOLPH-NC,0.08356582967981932,89.43,0.4236747708250299,0.6965,0.04,0.96
RICHMOND-NC,0.06737247353224254,81.0,0.3897978825794033,0.9796,0.061224489795918366,0.9387755102040817
ROBESON-NC,0.061356428397170044,87.0,0.22542083434984142,0.9911,0.022058823529411766,0.9779411764705882
ROCKINGHAM-NC,0.04380733944954129,81.0,0.37270642201834864,0.7857,0.05063291139240506,0.9493670886075949
ROWAN-NC,0.04777660137638962,85.0,0.45857596611964,0.8143,0.06666666666666667,0.9333333333333333
RUTHERFORD-NC,0.050906776964683424,83.79,0.4820235443843462,0.7551,0.07692307692307693,0.9230769230769231
SAMPSON-NC,0.08363516628251565,83.65,0.5057622653934805,0.9723,0.06756756756756757,0.9324324324324325
SCOTLAND-NC,0.08263971462544589,82.0,0.37812128418549346,0.9936,0.07692307692307693,0.9230769230769231
STANLY-NC,0.12671123845908946,88.91,0.47978350843680356,0.6325,0.0273972602739726,0.9726027397260274
STOKES-NC,0.1489255372313843,90.0,0.42528735632183906,0.3067,0.03389830508474576,0.9661016949152542
SURRY-NC,0.0714495736548074,90.67,0.4730961481917083,0.7258,0.023529411764705882,0.9764705882352941
SWAIN-NC,0.04335260115606936,82.5,0.5375722543352601,0.7774,0.07692307692307693,0.9230769230769231
TRANSYLVANIA-NC,0.07013574660633484,85.0,0.6372549019607843,0.3975,0.11764705882352941,0.8823529411764706
UNION-NC,0.06948415164698571,93.16,0.5175264139216905,0.1873,0.02247191011235955,0.9775280898876404
VANCE-NC,0.07246980424822991,78.0,0.37317784256559766,0.9787,0.03508771929824561,0.9649122807017544
WAKE-NC,0.038936403873673,86.25,0.3928084129255549,0.2774,0.07310344827586207,0.926896551724138
WARREN-NC,0.17134416543574593,72.65,0.43870014771048743,0.8943,0.03571428571428571,0.9642857142857143
WATAUGA-NC,0.0049225423483422615,88.0,0.6316780078181555,0.4121,0.05714285714285714,0.9428571428571428
WAYNE-NC,0.03606811145510836,85.0,0.5246130030959752,0.9503,0.07272727272727272,0.9272727272727272
WILKES-NC,0.08732017397122784,88.0,0.4573435931749749,0.6924,0.028169014084507043,0.971830985915493
WILSON-NC,0.1293925994880149,82.0,0.42448219688154526,0.936,0.05434782608695652,0.9456521739130435
YADKIN-NC,0.08352017937219731,90.0,0.37612107623318386,0.6404,0.023255813953488372,0.9767441860465116
YANCEY-NC,0.06027397260273973,92.5,0.3410958904109589,0.5736,0.1,0.9
ADDISON-VT,0.010719754977029096,91.67,0.8035987748851455,0.0965,0.1111111111111111,0.8888888888888888
BENNINGTON-VT,0.06968433591423466,83.23,0.669446098868374,0.2924,0.38461538461538464,0.6153846153846154
CALEDONIA-VT,0.029197080291970802,88.07,0.6380778588807786,0.2672,0.43478260869565216,0.5652173913043478
CHITTENDEN-VT,0.035657085054370735,89.72,0.7408749894630363,0.1831,0.25,0.75
FRANKLIN-VT,0.16007827788649706,88.54,0.6289628180039138,0.1111,0.043478260869565216,0.9565217391304348
LAMOILLE-VT,0.07289293849658314,91.0,0.7570235383447228,0.1309,0.11764705882352941,0.8823529411764706
ORANGE-VT,0.12552011095700416,85.84,0.6636615811373093,0.172,0.125,0.875
ORLEANS-VT,0.041060735671514116,88.04,0.6535500427715997,0.4258,0.125,0.875
RUTLAND-VT,0.017766497461928935,88.19,0.5964467005076142,0.2787,0.2,0.8
WASHINGTON-VT,0.05745682888540032,89.02,0.6712715855572998,0.1752,0.25,0.75
WINDHAM-VT,0.07750759878419453,80.92,0.5972644376899696,0.3054,0.3170731707317073,0.6829268292682927
WINDSOR-VT,0.03413284132841329,85.25,0.599169741697417,0.128,0.10810810810810811,0.8918918918918919
ADA-ID,0.031087460990637753,75.12,0.6209890373689686,0.1373,0.17857142857142858,0.8214285714285714
BANNOCK-ID,0.08034724787587735,89.33,0.6461026967122275,0.579,0.07894736842105263,0.9210526315789473
BINGHAM-ID,0.09819297647459939,80.89,0.5854074326628026,0.507,0.03125,0.96875
BLAINE-ID,0.0049586776859504135,87.5,0.671900826446281,0.3239,0.18181818181818182,0.8181818181818182
BONNER-ID,0.08023072889355008,86.22,0.6266386995280545,0.2401,0.2857142857142857,0.7142857142857143
BONNEVILLE-ID,0.1306406273117325,74.05,0.6774670809291315,0.3634,0.10909090909090909,0.8909090909090909
BOUNDARY-ID,0.08957654723127036,87.5,0.6693811074918566,0.3083,0.4444444444444444,0.5555555555555556
CANYON-ID,0.0669338980487067,77.26,0.5651187414914537,0.7366,0.10344827586206896,0.896551724137931
ELMORE-ID,0.13676588897827835,59.83,0.4770716009654063,0.5882,0.19047619047619047,0.8095238095238095
GEM-ID,0.0,81.0,0.7215528781793842,0.6627,0.18181818181818182,0.8181818181818182
IDAHO-ID,0.1172106824925816,88.64,0.44807121661721067,0.5392,0.18181818181818182,0.8181818181818182
JEROME-ID,0.02526002971768202,81.53,0.4710252600297177,0.6736,0.1,0.9
KOOTENAI-ID,0.13233680746023038,76.46,0.6156061437191442,0.2328,0.2727272727272727,0.7272727272727273
LATAH-ID,0.0022290331568682086,86.83,0.7570353859013653,0.2484,0.13636363636363635,0.8636363636363636
LEMHI-ID,0.0858085808580858,77.25,0.7128712871287128,0.2997,0.1,0.9
MADISON-ID,0.0,89.29,0.772938585759726,0.4029,0.0625,0.9375
MINIDOKA-ID,0.01916376306620209,68.0,0.5583623693379791,0.6783,0.07692307692307693,0.9230769230769231
NEZ PERCE-ID,0.10038398244651674,82.11,0.5858475041140977,0.5067,0.21739130434782608,0.782608695652174
OWYHEE-ID,0.14218566392479437,84.31,0.5052878965922444,0.8245,0.09090909090909091,0.9090909090909091
PAYETTE-ID,0.06205035971223022,80.03,0.7050359712230215,0.601,0.07142857142857142,0.9285714285714286
SHOSHONE-ID,0.19488817891373802,88.56,0.645367412140575,0.757,0.1111111111111111,0.8888888888888888
TETON-ID,0.2618296529968454,82.5,0.23186119873817035,0.1344,0.2222222222222222,0.7777777777777778
TWIN FALLS-ID,0.09957768392976217,81.66,0.6456990442320516,0.4955,0.1590909090909091,0.8409090909090909
VALLEY-ID,0.0,93.95,0.6253602305475504,0.0882,0.2,0.8
APPLING-GA,0.013371537726838587,87.0,0.32664756446991405,0.9669,0.14285714285714285,0.8571428571428571
BALDWIN-GA,0.0458323438613156,80.0,0.39254333887437665,0.8666,0.15384615384615385,0.8461538461538461
BARROW-GA,0.0987864077669903,74.0,0.45024271844660196,0.4204,0.1111111111111111,0.8888888888888888
BARTOW-GA,0.10144927536231885,80.39,0.41728525980911985,0.5914,0.17857142857142858,0.8214285714285714
BIBB-GA,0.06911253225625491,71.01,0.3614944463143723,0.9175,0.25,0.75
BROOKS-GA,0.04116222760290557,77.5,0.22518159806295399,0.8398,0.14285714285714285,0.8571428571428571
BRYAN-GA,0.06532222709338009,89.0,0.4419114423498466,0.3389,0.09090909090909091,0.9090909090909091
BULLOCH-GA,0.027426663486763654,84.15,0.3764607679465776,0.8121,0.15789473684210525,0.8421052631578947
BURKE-GA,0.16258879242304658,94.0,0.36464088397790057,0.8455,0.2857142857142857,0.7142857142857143
BUTTS-GA,0.1582591493570722,86.0,0.41839762611275966,0.7653,0.16666666666666666,0.8333333333333334
CAMDEN-GA,0.05460869565217391,89.0,0.46295652173913043,0.5159,0.2,0.8
CARROLL-GA,0.026729559748427674,84.26,0.47617319787131107,0.7825,0.09375,0.90625
CATOOSA-GA,0.0475473969304845,85.0,0.550707192296118,0.1318,0.15789473684210525,0.8421052631578947
CHATHAM-GA,0.068458384850654,81.0,0.5416151493460012,0.6949,0.29411764705882354,0.7058823529411765
CHEROKEE-GA,0.0535727703058081,86.0,0.5346757833045308,0.1185,0.2692307692307692,0.7307692307692307
CLARKE-GA,0.014321886374426333,80.0,0.6114100332331065,0.7675,0.2413793103448276,0.7586206896551724
CLAYTON-GA,0.08697212585237468,61.49,0.3252781433185788,0.9102,0.10666666666666667,0.8933333333333333
COBB-GA,0.052929021335922526,80.68,0.4335648666816043,0.2669,0.29775280898876405,0.702247191011236
COFFEE-GA,0.020925553319919517,80.0,0.39436619718309857,0.9506,0.14285714285714285,0.8571428571428571
COLQUITT-GA,0.043382997370727434,86.0,0.3041191936897458,0.9812,0.17647058823529413,0.8235294117647058
COLUMBIA-GA,0.02218821729150727,88.0,0.44542208620249935,0.1334,0.15789473684210525,0.8421052631578947
COOK-GA,0.15741583257506825,80.0,0.3776160145586897,0.851,0.2,0.8
COWETA-GA,0.11877842755035738,69.58,0.46835607537361923,0.2427,0.14285714285714285,0.8571428571428571
CRISP-GA,0.026,79.0,0.3546666666666667,0.9857,0.14285714285714285,0.8571428571428571
DAWSON-GA,0.04672897196261682,89.0,0.6151231945624469,0.1038,0.2222222222222222,0.7777777777777778
DECATUR-GA,0.06254826254826255,78.0,0.27335907335907333,0.9455,0.1,0.9
DEKALB-GA,0.072407498623707,71.8,0.3724683452612059,0.6611,0.3059360730593607,0.6940639269406392
