Graduation-Rate,Drop_Out_Rate_By_County,SVI,Percentage of Teens Who Work Part or Full time,Percentage-Private-School,Percentage-Public-School
81.28,0.04957134785919576,0.3296,0.5256822815593604,0.10996563573883161,0.8900343642611683
81.34,0.043200785468826705,0.4013,0.538046146293569,0.15384615384615385,0.8461538461538461
81.46,0.10328970640254687,0.6169,0.5787053413512557,0.12727272727272726,0.8727272727272727
81.53,0.05101214574898785,0.1217,0.8291497975708502,0.05263157894736842,0.9473684210526315
81.54,0.177167219327333,0.7519,0.4268119374703932,0.043478260869565216,0.9565217391304348
81.65,0.06423718344657196,0.7385,0.5744286596664607,0.0967741935483871,0.9032258064516129
81.86,0.030418250950570342,0.0863,0.6749049429657795,0.2631578947368421,0.7368421052631579
81.99,0.040416845724108294,0.414,0.5635797163730124,0.21785714285714286,0.7821428571428571
82.0,0.055099081681971966,0.864,0.41490789968315345,0.07241379310344828,0.9275862068965517
82.0,0.05547416739916007,0.599,0.6191034280691474,0.13333333333333333,0.8666666666666667
82.0,0.07767565965016306,0.7293,0.614882893566558,0.2916666666666667,0.7083333333333334
82.0,0.08263971462544589,0.9936,0.37812128418549346,0.07692307692307693,0.9230769230769231
82.0,0.08593316309537027,0.386,0.549128455645609,0.10526315789473684,0.8947368421052632
82.0,0.1293925994880149,0.936,0.42448219688154526,0.05434782608695652,0.9456521739130435
82.08,0.03014681161044492,0.6726,0.5479846090627218,0.17857142857142858,0.8214285714285714
82.09,0.11714219438645326,0.7475,0.5579911853398284,0.2857142857142857,0.7142857142857143
82.13,0.0665746809244567,0.5793,0.5924456709210072,0.2,0.8
82.17,0.051594746716697934,0.5745,0.5984990619136961,0.07142857142857142,0.9285714285714286
82.28,0.0671559633027523,0.5567,0.6539449541284403,0.08870967741935484,0.9112903225806451
82.5,0.0015527950310559005,0.1583,0.1972049689440994,0.1,0.9
82.5,0.005825242718446602,0.8118,0.2446601941747573,0.07692307692307693,0.9230769230769231
82.5,0.01768172888015717,0.7296,0.6699410609037328,0.16666666666666666,0.8333333333333334
82.5,0.029723991507430998,0.6885,0.18259023354564755,0.14285714285714285,0.8571428571428571
82.5,0.042693736794812635,0.5204,0.5306117492775093,0.18859649122807018,0.8114035087719298
82.5,0.10377358490566038,0.9188,0.4221698113207547,0.1111111111111111,0.8888888888888888
82.5,0.29235537190082644,0.7949,0.4762396694214876,0.25,0.75
82.52,0.05972323379461034,0.6841,0.3920854576353484,0.046357615894039736,0.9536423841059603
82.54,0.05095726165151808,0.9659,0.26325662347708373,0.10067114093959731,0.8993288590604027
82.62,0.06068982589322551,0.2857,0.44454988035316445,0.13125,0.86875
82.65,0.019770408163265307,0.393,0.7372448979591837,0.18421052631578946,0.8157894736842105
83.0,0.033964728935336384,0.4682,0.4676681907250163,0.06060606060606061,0.9393939393939394
83.0,0.0487359122753579,0.6376,0.4462381967712458,0.01818181818181818,0.9818181818181818
83.02,0.10411449016100179,0.1742,0.6379248658318426,0.05,0.95
83.03,0.1290994273815721,0.8264,0.43519000520562207,0.05555555555555555,0.9444444444444444
83.16,0.0,0.292,0.3458646616541353,0.05263157894736842,0.9473684210526315
83.37,0.06591616056880462,0.6713,0.5536957487779588,0.18421052631578946,0.8157894736842105
83.4,0.03294129373068873,0.6532,0.4915279577394598,0.05521472392638037,0.9447852760736196
83.54,0.0414765657403567,0.6035,0.5143094151804231,0.1,0.9
83.64,0.06660772178013558,0.7105,0.5293250810492189,0.41025641025641024,0.5897435897435898
83.85,0.06483482556344551,0.1857,0.5084902747761655,0.16666666666666666,0.8333333333333334
83.88,0.1087738086131722,0.4975,0.5317065707947678,0.3706896551724138,0.6293103448275862
84.0,0.04681230494872938,0.8857,0.3464110566205974,0.020833333333333332,0.9791666666666666
84.0,0.05210274154910833,0.3137,0.35393931328187384,0.21875,0.78125
84.0,0.0585569884977344,0.401,0.5040083652840711,0.05,0.95
84.0,0.08806584362139917,0.8701,0.4345679012345679,0.1111111111111111,0.8888888888888888
84.0,0.10070140280561123,0.7156,0.41432865731462926,0.0625,0.9375
84.01,0.008340283569641367,0.6073,0.6205170975813178,0.08333333333333333,0.9166666666666666
84.07,0.04861407249466951,0.6564,0.43624733475479743,0.10869565217391304,0.8913043478260869
84.15,0.027426663486763654,0.8121,0.3764607679465776,0.15789473684210525,0.8421052631578947
84.26,0.026729559748427674,0.7825,0.47617319787131107,0.09375,0.90625
84.3,0.0530579181855002,0.9834,0.28108545970028354,0.058823529411764705,0.9411764705882353
84.44,0.060008606188632005,0.4825,0.5648006884950906,0.1813953488372093,0.8186046511627907
84.46,0.026141913243320884,0.6596,0.5458201666187877,0.0625,0.9375
84.5,0.036391697235394115,0.4828,0.37281918224926186,0.18900343642611683,0.8109965635738832
84.56,0.06815642458100558,0.7787,0.37988826815642457,0.18181818181818182,0.8181818181818182
84.6,0.02513227513227513,0.6729,0.6779100529100529,0.2222222222222222,0.7777777777777778
84.6,0.06972681067344345,0.9248,0.4099428208386277,0.02564102564102564,0.9743589743589743
84.61,0.020866981071128627,0.8675,0.33574520317849993,0.08173076923076923,0.9182692307692307
84.77,0.04264705882352941,0.1952,0.6308823529411764,0.125,0.875
84.96,0.032452387616115574,0.4701,0.37925979235802915,0.23032629558541268,0.7696737044145874
84.96,0.04556611773106618,0.6834,0.3936269915651359,0.058394160583941604,0.9416058394160584
85.0,0.010130246020260492,0.8532,0.22431259044862517,0.3333333333333333,0.6666666666666666
85.0,0.029345372460496615,0.9439,0.42776523702031605,0.25,0.75
85.0,0.03555941023417172,0.0984,0.4605377276669558,0.029411764705882353,0.9705882352941176
85.0,0.03606811145510836,0.9503,0.5246130030959752,0.07272727272727272,0.9272727272727272
85.0,0.0626204238921002,0.5959,0.47880539499036606,0.15789473684210525,0.8421052631578947
85.0,0.06330935251798561,0.8564,0.44028776978417267,0.23076923076923078,0.7692307692307693
85.0,0.12518195050946143,0.7382,0.425764192139738,0.2222222222222222,0.7777777777777778
85.01,0.13756281407035176,0.1258,0.6416457286432161,0.18181818181818182,0.8181818181818182
85.02,0.04849681808207154,0.7045,0.3249945139346061,0.17857142857142858,0.8214285714285714
85.05,0.0448282553852125,0.4169,0.5774953101753024,0.20207253886010362,0.7979274611398963
85.12,0.03379224030037547,0.1455,0.6809762202753442,0.2077922077922078,0.7922077922077922
85.25,0.03413284132841329,0.128,0.599169741697417,0.10810810810810811,0.8918918918918919
85.29,0.04294199746827226,0.3761,0.4989126553929047,0.2925531914893617,0.7074468085106383
85.33,0.033367556468172486,0.435,0.5872689938398358,0.125,0.875
85.36,0.03664111873067097,0.9417,0.2838846308995563,0.057692307692307696,0.9423076923076923
85.42,0.0796277145811789,0.4615,0.42295760082730094,0.08888888888888889,0.9111111111111111
85.52,0.04728950403690888,0.4102,0.5945790080738178,0.14,0.86
85.53,0.1437908496732026,0.0513,0.7026143790849673,0.1,0.9
85.64,0.05188196326407708,0.5354,0.5332731105088828,0.15217391304347827,0.8478260869565217
85.66,0.06572769953051644,0.5545,0.4042775169535733,0.0625,0.9375
85.99,0.06607236497115888,0.5,0.6077608809648662,0.17857142857142858,0.8214285714285714
86.0,0.0033349213911386373,0.7602,0.33063363506431637,0.06666666666666667,0.9333333333333333
86.0,0.021394611727416798,0.3369,0.5594294770206022,0.02631578947368421,0.9736842105263158
86.0,0.024233784746970778,0.1385,0.5108101686861487,0.10344827586206896,0.896551724137931
86.0,0.050224916878544884,0.3713,0.4174066106004303,0.3298429319371728,0.6701570680628273
86.0,0.0535727703058081,0.1185,0.5346757833045308,0.2692307692307692,0.7307692307692307
86.0,0.05830670926517572,0.7481,0.3003194888178914,0.1,0.9
86.0,0.06261980830670927,0.9873,0.4364217252396166,0.08695652173913043,0.9130434782608695
86.01,0.01606425702811245,0.1707,0.6929941990182954,0.08823529411764706,0.9117647058823529
86.12,0.030927835051546393,0.6019,0.617820324005891,0.058823529411764705,0.9411764705882353
86.12,0.0335195530726257,0.0446,0.7486033519553073,0.13043478260869565,0.8695652173913043
86.31,0.05142572531440667,0.1108,0.6808616610633794,0.13043478260869565,0.8695652173913043
86.34,0.043458371454711806,0.8064,0.4398444647758463,0.08411214953271028,0.9158878504672897
86.37,0.0425273390036452,0.4532,0.6360874848116647,0.19047619047619047,0.8095238095238095
86.41,0.09132947976878612,0.2793,0.36820809248554914,0.09090909090909091,0.9090909090909091
86.44,0.05978081934057664,0.7532,0.33051126475706694,0.26277372262773724,0.7372262773722628
86.59,0.10427892234548336,0.5866,0.6488114104595879,0.13513513513513514,0.8648648648648649
86.6,0.016325188999671305,0.1748,0.7921551440780104,0.25,0.75
86.61,0.02595529920692141,0.0522,0.7166546503244412,0.05263157894736842,0.9473684210526315
86.61,0.12643678160919541,0.4895,0.4367816091954023,0.1111111111111111,0.8888888888888888
86.76,0.04013961605584642,0.1618,0.5148342059336823,0.16666666666666666,0.8333333333333334
86.82,0.0022497187851518562,0.5108,0.7076771653543307,0.10344827586206896,0.896551724137931
86.82,0.020763187429854096,0.3013,0.6632996632996633,0.13636363636363635,0.8636363636363636
86.83,0.0022290331568682086,0.2484,0.7570353859013653,0.13636363636363635,0.8636363636363636
86.93,0.06989247311827956,0.5427,0.4368279569892473,0.09090909090909091,0.9090909090909091
86.98,0.1102921821531982,0.5006,0.5193471966306923,0.25,0.75
86.99,0.09418070444104135,0.4637,0.6929555895865237,0.2222222222222222,0.7777777777777778
87.0,0.020626432391138275,0.5557,0.413292589763178,0.15789473684210525,0.8421052631578947
87.0,0.04837364470391994,0.4487,0.37364470391993326,0.022727272727272728,0.9772727272727273
87.0,0.054133858267716536,0.1156,0.640748031496063,0.07142857142857142,0.9285714285714286
87.01,0.06383678841724251,0.3787,0.6564659427443238,0.046511627906976744,0.9534883720930233
87.32,0.051054154609342706,0.2834,0.49503927242662255,0.08108108108108109,0.918918918918919
87.33,0.04787176432362179,0.343,0.5340626015379617,0.21153846153846154,0.7884615384615384
87.33,0.1421994884910486,0.3271,0.7447570332480818,0.17777777777777778,0.8222222222222222
87.36,0.16117969821673525,0.3443,0.5539551897576589,0.2833333333333333,0.7166666666666667
87.5,0.0,0.4662,0.4855595667870036,0.16666666666666666,0.8333333333333334
87.5,0.0196078431372549,0.0268,0.664488017429194,0.42857142857142855,0.5714285714285714
87.5,0.023541114058355437,0.9016,0.41346153846153844,0.15384615384615385,0.8461538461538461
87.5,0.05446485117162761,0.8978,0.5357821405953135,0.03333333333333333,0.9666666666666667
87.5,0.05508474576271186,0.9879,0.2288135593220339,0.2,0.8
87.5,0.059584035975267007,0.9764,0.3962900505902192,0.1111111111111111,0.8888888888888888
87.5,0.21107266435986158,0.8293,0.3875432525951557,0.1,0.9
87.52,0.049784041827688114,0.2768,0.2843828142759718,0.24,0.76
87.56,0.02646683673469388,0.3809,0.36607142857142855,0.057971014492753624,0.9420289855072463
87.58,0.03401969561324977,0.3863,0.43912264995523725,0.14285714285714285,0.8571428571428571
87.78,0.027678649142658194,0.4943,0.49747584646183307,0.3076923076923077,0.6923076923076923
87.89,0.01282051282051282,0.2376,0.7414529914529915,0.07692307692307693,0.9230769230769231
87.9,0.019536903039073805,0.9296,0.44211287988422576,0.15789473684210525,0.8421052631578947
87.93,0.05226130653266332,0.2653,0.6412060301507537,0.11764705882352941,0.8823529411764706
88.0,0.015917341524713767,0.2159,0.5286232895839151,0.05405405405405406,0.9459459459459459
88.0,0.051457529186104335,0.3818,0.5021904378507661,0.12184873949579832,0.8781512605042017
88.0,0.06924705170849713,0.149,0.5234351375869368,0.04225352112676056,0.9577464788732394
88.04,0.058968104033308266,0.4408,0.4959556867995818,0.08575581395348837,0.9142441860465116
88.09,0.03885495098735616,0.3299,0.7150163375479471,0.21904761904761905,0.780952380952381
88.12,0.04265658747300216,0.2994,0.6290496760259179,0.34782608695652173,0.6521739130434783
88.15,0.0890652557319224,0.8803,0.1931216931216931,0.06666666666666667,0.9333333333333333
88.17,0.03639120545868082,0.2455,0.6854519417066801,0.07142857142857142,0.9285714285714286
88.19,0.10466138962181179,0.5554,0.5180299032541776,0.11764705882352941,0.8823529411764706
88.25,0.05695564516129032,0.2624,0.6043346774193549,0.044444444444444446,0.9555555555555556
88.28,0.01932367149758454,0.8656,0.2753623188405797,0.1,0.9
88.35,0.035888077858880776,0.1548,0.7883211678832117,0.09090909090909091,0.9090909090909091
88.47,0.05605760402068332,0.2172,0.7197119798965834,0.175,0.825
88.51,0.08955223880597014,0.4172,0.6865671641791045,0.1111111111111111,0.8888888888888888
88.58,0.08000387427962613,0.5236,0.5575088382003971,0.37410071942446044,0.6258992805755396
88.7,0.07332293291731669,0.615,0.5959438377535101,0.2222222222222222,0.7777777777777778
88.75,0.030152048793059015,0.0475,0.6149815307963233,0.1935483870967742,0.8064516129032258
88.76,0.09612625538020086,0.6863,0.5767575322812052,0.1111111111111111,0.8888888888888888
88.8,0.04579630895420369,0.4567,0.5680109364319891,0.391304347826087,0.6086956521739131
88.91,0.12671123845908946,0.6325,0.47978350843680356,0.0273972602739726,0.9726027397260274
88.94,0.03316714929695196,0.6369,0.4692360509896409,0.05895691609977324,0.9410430839002267
88.95,0.03606710158434297,0.5395,0.45368126747437093,0.020134228187919462,0.9798657718120806
89.0,0.017593244194229415,0.7987,0.5193525686136523,0.07692307692307693,0.9230769230769231
89.0,0.024451939291736932,0.5497,0.2622259696458685,0.14285714285714285,0.8571428571428571
89.0,0.027507163323782235,0.6134,0.4292263610315186,0.08333333333333333,0.9166666666666666
89.0,0.058394160583941604,0.5535,0.5637282425603594,0.0625,0.9375
89.0,0.07285714285714286,0.7134,0.4361904761904762,0.21428571428571427,0.7857142857142857
89.0,0.07815321124580861,0.2656,0.7459375806035594,0.1,0.9
89.0,0.0801223241590214,0.8971,0.4941896024464832,0.125,0.875
89.0,0.11853448275862069,0.736,0.47737068965517243,0.045454545454545456,0.9545454545454546
89.0,0.29680150517403575,0.4723,0.5460959548447789,0.7441860465116279,0.2558139534883721
89.08,0.06060606060606061,0.7166,0.3694083694083694,0.14285714285714285,0.8571428571428571
89.11,0.06310505557547508,0.3471,0.46181427034779493,0.20833333333333334,0.7916666666666666
89.32,0.03984408834993504,0.2646,0.46730186227804243,0.1,0.9
89.36,0.010146561443066516,0.0258,0.4746335963923337,0.13333333333333333,0.8666666666666667
89.39,0.06172839506172839,0.4908,0.6581524052788421,0.24,0.76
89.43,0.08356582967981932,0.6965,0.4236747708250299,0.04,0.96
89.47,0.055783783783783784,0.4118,0.532972972972973,0.22857142857142856,0.7714285714285715
89.51,0.11605415860735009,0.199,0.7324306898774984,0.19047619047619047,0.8095238095238095
89.54,0.0677361853832442,0.3083,0.7040998217468806,0.09090909090909091,0.9090909090909091
89.6,0.02848487588732649,0.7497,0.5402179319075824,0.03283582089552239,0.9671641791044776
89.61,0.2941874258600237,0.7019,0.5504151838671412,0.2,0.8
89.73,0.038612123666801675,0.2621,0.5604158228702578,0.08163265306122448,0.9183673469387755
89.77,0.039876113046844755,0.3232,0.5164537359659311,0.07692307692307693,0.9230769230769231
89.84,0.09585253456221199,0.4911,0.8202764976958525,0.4,0.6
89.87,0.017836593785960874,0.1261,0.6852704257767549,0.24,0.76
89.9,0.038140505448643634,0.8436,0.48481335497333644,0.02544529262086514,0.9745547073791349
89.97,0.008928571428571428,0.1561,0.7978896103896104,0.05263157894736842,0.9473684210526315
90.0,0.0036153289949385392,0.0057,0.41865509761388287,0.043478260869565216,0.9565217391304348
90.0,0.01820250284414107,0.1341,0.5085324232081911,0.125,0.875
90.0,0.03531157270029674,0.0678,0.5234421364985163,0.1,0.9
90.0,0.03534031413612566,0.7102,0.506544502617801,0.25,0.75
90.0,0.05708423847453536,0.3035,0.53793547348942,0.296875,0.703125
90.0,0.08349641226353555,0.2041,0.47227658186562294,0.2222222222222222,0.7777777777777778
90.0,0.3708133971291866,0.0631,0.6507177033492823,0.19230769230769232,0.8076923076923077
90.03,0.015015015015015015,0.3341,0.5705705705705706,0.15384615384615385,0.8461538461538461
90.2,0.07706396654801811,0.9758,0.1869578740021426,0.025906735751295335,0.9740932642487047
90.21,0.056482919254658384,0.4599,0.5520186335403726,0.08333333333333333,0.9166666666666666
90.23,0.10785340314136126,0.6487,0.53717277486911,0.14285714285714285,0.8571428571428571
90.24,0.03049262381454162,0.0615,0.6370521601685986,0.18974358974358974,0.8102564102564103
90.29,0.03708133971291866,0.2666,0.5699760765550239,0.037037037037037035,0.9629629629629629
90.45,0.11210762331838565,0.3459,0.44506726457399104,0.125,0.875
90.49,0.10764212488350419,0.4048,0.4249767008387698,0.10526315789473684,0.8947368421052632
90.54,0.12538540596094552,0.186,0.6012332990750257,0.12,0.88
90.66,0.022950819672131147,0.1363,0.7322879543834641,0.07936507936507936,0.9206349206349206
90.7,0.02249718785151856,0.3892,0.5174353205849269,0.15789473684210525,0.8421052631578947
90.72,0.028782287822878228,0.3354,0.4885239852398524,0.3548387096774194,0.6451612903225806
90.72,0.05816259087904825,0.8188,0.39590218109715797,0.0625,0.9375
90.81,0.050185676392572945,0.1608,0.7381432360742706,0.22535211267605634,0.7746478873239436
90.85,0.08952629291612342,0.6169,0.5421555845284659,0.16666666666666666,0.8333333333333334
90.98,0.05960805661404464,0.2156,0.4488296135002722,0.08333333333333333,0.9166666666666666
91.0,0.009735744089012517,0.3643,0.47983310152990266,0.13157894736842105,0.868421052631579
91.0,0.040646651270207855,0.3949,0.48937644341801384,0.2222222222222222,0.7777777777777778
91.0,0.06848908037438717,0.614,0.48670331302926756,0.0958904109589041,0.9041095890410958
91.0,0.13205645161290322,0.4576,0.41431451612903225,0.125,0.875
91.0,0.15751575157515751,0.335,0.7461746174617462,0.15,0.85
91.01,0.07227138643067847,0.5987,0.5580137659783677,0.09523809523809523,0.9047619047619048
91.1,0.04244124868467204,0.5589,0.435987372851631,0.021739130434782608,0.9782608695652174
91.16,0.18061674008810572,0.7099,0.5374449339207048,0.09090909090909091,0.9090909090909091
91.19,0.02802893309222423,0.2223,0.5741410488245932,0.09090909090909091,0.9090909090909091
91.21,0.05875088214537756,0.6895,0.45677487649964715,0.08163265306122448,0.9183673469387755
91.23,0.09812667261373774,0.3417,0.47368421052631576,0.125,0.875
91.27,0.14826498422712933,0.3653,0.6813880126182965,0.2,0.8
91.35,0.17399267399267399,0.3465,0.7271062271062271,0.18181818181818182,0.8181818181818182
91.47,0.038708086785009865,0.2111,0.6715976331360947,0.02631578947368421,0.9736842105263158
91.5,0.04100946372239748,0.1166,0.6561514195583596,0.3333333333333333,0.6666666666666666
91.51,0.05997001499250375,0.1013,0.5967016491754122,0.2777777777777778,0.7222222222222222
91.65,0.03232682060390764,0.7908,0.42628774422735344,0.10344827586206896,0.896551724137931
91.69,0.04257332071901608,0.6908,0.3836329233680227,0.04,0.96
91.76,0.02626878217925817,0.3076,0.4709467269097405,0.23809523809523808,0.7619047619047619
91.79,0.02966432474629196,0.3487,0.5932864949258392,0.05555555555555555,0.9444444444444444
91.8,0.06001188354129531,0.8041,0.47073677956030896,0.1,0.9
91.84,0.027051727289343814,0.2178,0.5191007128495705,0.1,0.9
91.95,0.045937268461348484,0.2404,0.543591010125957,0.10344827586206896,0.896551724137931
91.97,0.009751340809361287,0.2895,0.6635787420770356,0.28,0.72
92.0,0.03584106263597847,0.1723,0.33321882514599793,0.10077519379844961,0.8992248062015504
92.0,0.08454227113556778,0.0643,0.6863431715857929,0.08333333333333333,0.9166666666666666
92.06,0.19135802469135801,0.2274,0.42901234567901236,0.14285714285714285,0.8571428571428571
92.1,0.03302286198137172,0.8067,0.642675698560542,0.02040816326530612,0.9795918367346939
92.1,0.07271733187534171,0.0885,0.672680882084928,0.06976744186046512,0.9302325581395349
92.17,0.10847701149425287,0.4379,0.47844827586206895,0.13043478260869565,0.8695652173913043
92.31,0.018360655737704918,0.3497,0.5150819672131147,0.14814814814814814,0.8518518518518519
92.46,0.03058994901675164,0.2548,0.5746540422432629,0.10810810810810811,0.8918918918918919
92.46,0.18455743879472694,0.0201,0.672316384180791,0.13043478260869565,0.8695652173913043
92.5,0.0,0.1131,0.38055555555555554,0.2,0.8
92.5,0.0,0.3675,0.5592885375494071,0.375,0.625
92.5,0.0027624309392265192,0.2417,0.8895027624309392,0.125,0.875
92.5,0.009587020648967551,0.4277,0.6423303834808259,0.19047619047619047,0.8095238095238095
92.5,0.018121911037891267,0.6873,0.30971993410214166,0.2,0.8
92.5,0.06451612903225806,0.3637,0.3751493428912784,0.14285714285714285,0.8571428571428571
92.5,0.08258928571428571,0.5264,0.25,0.25,0.75
92.5,0.10038610038610038,0.5452,0.5135135135135135,0.3333333333333333,0.6666666666666666
92.5,0.19894498869630747,0.3777,0.4905802562170309,0.3333333333333333,0.6666666666666666
92.55,0.12428782443553492,0.7182,0.626503481747204,0.14634146341463414,0.8536585365853658
92.57,0.14613778705636743,0.2869,0.6649269311064718,0.375,0.625
92.6,0.04501323918799647,0.2274,0.5145631067961165,0.18181818181818182,0.8181818181818182
92.63,0.018207282913165267,0.1847,0.7988795518207283,0.19047619047619047,0.8095238095238095
92.65,0.13121185701830862,0.4621,0.6390584132519617,0.25,0.75
92.78,0.18069584736251404,0.9268,0.3148148148148148,0.20689655172413793,0.7931034482758621
92.81,0.03937007874015748,0.3882,0.5844942459115687,0.20833333333333334,0.7916666666666666
92.9,0.008964143426294821,0.9067,0.35806772908366535,0.01818181818181818,0.9818181818181818
