SVI,Drop_Out_Rate_By_County,Graduation-Rate,Percentage of Teens Who Work Part or Full time,Percentage-Private-School,Percentage-Public-School
0.8404,0.04125999344278833,83.32,0.3230435550175279,0.2070063694267516,0.7929936305732485
0.8411,0.037719298245614034,88.6,0.5131578947368421,0.05714285714285714,0.9428571428571428
0.842,0.10335917312661498,80.11,0.520671834625323,0.08333333333333333,0.9166666666666666
0.8427,0.05308641975308642,79.0,0.43176954732510286,0.25316455696202533,0.7468354430379747
0.8439,0.10567514677103718,82.5,0.2191780821917808,0.16666666666666666,0.8333333333333334
0.8462,0.013835511145272867,92.0,0.36049192928516527,0.25,0.75
0.8471,0.1146067415730337,92.86,0.2194756554307116,0.09090909090909091,0.9090909090909091
0.8497,0.144493095318289,94.1,0.3347928595486696,0.01098901098901099,0.989010989010989
0.8532,0.010130246020260492,85.0,0.22431259044862517,0.3333333333333333,0.6666666666666666
0.8541,0.0,72.5,0.19461697722567287,0.16666666666666666,0.8333333333333334
0.8551,0.046296296296296294,91.21,0.45740740740740743,0.07142857142857142,0.9285714285714286
0.857,0.043299908842297175,83.93,0.5337283500455788,0.058823529411764705,0.9411764705882353
0.858,0.053401609363569864,83.52,0.5947329919531822,0.14285714285714285,0.8571428571428571
0.8583,0.05747126436781609,68.84,0.2545155993431856,0.09523809523809523,0.9047619047619048
0.8596,0.1558041958041958,71.0,0.3054545454545455,0.3333333333333333,0.6666666666666666
0.864,0.055099081681971966,82.0,0.41490789968315345,0.07241379310344828,0.9275862068965517
0.8659,0.08132260947274352,85.84,0.5116175156389634,0.041666666666666664,0.9583333333333334
0.8685,0.024817518248175182,87.5,0.3284671532846715,0.2222222222222222,0.7777777777777778
0.8717,0.17785234899328858,52.85,0.4697986577181208,0.1111111111111111,0.8888888888888888
0.8758,0.12084717607973422,95.0,0.3646179401993355,0.03571428571428571,0.9642857142857143
0.8774,0.11182795698924732,78.07,0.5189964157706093,0.03571428571428571,0.9642857142857143
0.8809,0.007837548984681154,83.0,0.4823655147844674,0.15384615384615385,0.8461538461538461
0.8818,0.0327790973871734,83.58,0.45558194774346794,0.05555555555555555,0.9444444444444444
0.8822,0.03615863141524106,84.08,0.2801321928460342,0.061224489795918366,0.9387755102040817
0.8828,0.06546886975741048,73.93,0.42641213482344975,0.11547344110854503,0.8845265588914549
0.8857,0.04681230494872938,84.0,0.3464110566205974,0.020833333333333332,0.9791666666666666
0.8863,0.183547313361864,86.5,0.5092724679029957,0.08333333333333333,0.9166666666666666
0.8943,0.17134416543574593,72.65,0.43870014771048743,0.03571428571428571,0.9642857142857143
0.8959,0.13346418056918546,88.6,0.4043179587831207,0.018518518518518517,0.9814814814814815
0.8984,0.30833333333333335,67.5,0.2966666666666667,0.15384615384615385,0.8461538461538461
0.9013,0.11981020166073547,71.0,0.3638790035587189,0.25,0.75
0.907,0.19806243272335844,70.7,0.2960172228202368,0.05263157894736842,0.9473684210526315
0.9092,0.11029411764705882,72.5,0.5024509803921569,0.1,0.9
0.9096,0.05575539568345324,77.5,0.4460431654676259,0.043478260869565216,0.9565217391304348
0.9102,0.08697212585237468,61.49,0.3252781433185788,0.10666666666666667,0.8933333333333333
0.9111,0.10421638822593476,88.47,0.5218774860779634,0.058823529411764705,0.9411764705882353
0.9115,0.11141516810007819,83.77,0.3275996872556685,0.1,0.9
0.9131,0.0776794493608653,95.7,0.21632251720747295,0.021739130434782608,0.9782608695652174
0.9146,0.044444444444444446,62.5,0.5388888888888889,0.16666666666666666,0.8333333333333334
0.921,0.041065482796892344,87.5,0.17758046614872364,0.1111111111111111,0.8888888888888888
0.9213,0.08755426917510854,78.68,0.3842257597684515,0.07692307692307693,0.9230769230769231
0.9217,0.09826589595375723,81.74,0.4573143619386394,0.09523809523809523,0.9047619047619048
0.9229,0.05639476334340383,78.91,0.34159113796576035,0.13157894736842105,0.868421052631579
0.9242,0.1550245798559506,72.89,0.5150337258488624,0.12162162162162163,0.8783783783783784
0.9268,0.18069584736251404,92.78,0.3148148148148148,0.20689655172413793,0.7931034482758621
0.9338,0.11263187909894497,79.3,0.41146278870829767,0.07317073170731707,0.926829268292683
0.9366,0.00963159162051529,78.33,0.4950638092944859,0.16,0.84
0.9404,0.011818181818181818,83.0,0.3286363636363636,0.14285714285714285,0.8571428571428571
0.9427,0.05997770345596432,90.8,0.3656633221850613,0.0196078431372549,0.9803921568627451
0.9439,0.029345372460496615,85.0,0.42776523702031605,0.25,0.75
0.9452,0.006939090208172706,79.48,0.607555898226677,0.14285714285714285,0.8571428571428571
0.9551,0.1225277375783888,68.33,0.47081524360829713,0.13157894736842105,0.868421052631579
0.9602,0.1111111111111111,83.53,0.4098124098124098,0.07142857142857142,0.9285714285714286
0.9646,0.0599396291504959,79.88,0.24536438119879259,0.04477611940298507,0.9552238805970149
0.965,0.07836990595611286,82.5,0.2836990595611285,0.1,0.9
0.9685,0.0704145371947757,79.13,0.3128904031800114,0.08333333333333333,0.9166666666666666
0.9688,0.040055891942244994,71.27,0.5367955286446204,0.10526315789473684,0.8947368421052632
0.9704,0.05055401662049862,83.0,0.2756232686980609,0.25,0.75
0.9713,0.059336823734729496,35.15,0.4040139616055846,0.10526315789473684,0.8947368421052632
0.9844,0.06826568265682657,76.01,0.29704797047970477,0.08333333333333333,0.9166666666666666
0.9847,0.026004728132387706,82.5,0.2765957446808511,0.16666666666666666,0.8333333333333334
0.9869,0.2,77.0,0.2774509803921569,0.2727272727272727,0.7272727272727273
0.9901,0.10325786858089453,65.0,0.2401987852015461,0.1111111111111111,0.8888888888888888
0.9911,0.061356428397170044,87.0,0.22542083434984142,0.022058823529411766,0.9779411764705882
0.9924,0.06684981684981685,87.0,0.5256410256410257,0.05263157894736842,0.9473684210526315
0.9946,0.024763292061179897,72.5,0.19227967953386743,0.1111111111111111,0.8888888888888888
0.9955,0.09328996918863403,77.81,0.2687435809654228,0.09900990099009901,0.900990099009901
