SVI,Drop_Out_Rate_By_County,Graduation-Rate,Percentage of Teens Who Work Part or Full time,Percentage-Private-School,Percentage-Public-School
0.3054,0.07750759878419453,80.92,0.5972644376899696,0.3170731707317073,0.6829268292682927
0.3073,0.18772136953955135,92.0,0.602125147579693,0.23076923076923078,0.7692307692307693
0.3134,0.014084507042253521,91.52,0.5714285714285714,0.07692307692307693,0.9230769230769231
0.3137,0.05210274154910833,84.0,0.35393931328187384,0.21875,0.78125
0.3159,0.07727272727272727,96.51,0.7481818181818182,0.23076923076923078,0.7692307692307693
0.3258,0.09937888198757763,92.5,0.662111801242236,0.25,0.75
0.3264,0.017220172201722016,77.5,0.6814268142681427,0.14285714285714285,0.8571428571428571
0.3293,0.032413491020586944,88.11,0.6671046868155935,0.10344827586206896,0.896551724137931
0.3334,0.04592808334266831,82.79,0.5925842948358911,0.21875,0.78125
0.3382,0.04265159301130524,80.4,0.6104830421377184,0.15,0.85
0.3392,0.0,89.0,0.4791318864774624,0.03571428571428571,0.9642857142857143
0.3439,0.033967391304347824,96.36,0.8097826086956522,0.2222222222222222,0.7777777777777778
0.3462,0.010180796910654731,85.69,0.4626996664911357,0.13157894736842105,0.868421052631579
0.3471,0.06310505557547508,89.11,0.46181427034779493,0.20833333333333334,0.7916666666666666
0.349,0.01328740157480315,86.65,0.6122047244094488,0.20588235294117646,0.7941176470588235
0.3497,0.018360655737704918,92.31,0.5150819672131147,0.14814814814814814,0.8518518518518519
0.3513,0.04361601258065262,89.68,0.5542656275294281,0.21755725190839695,0.7824427480916031
0.3532,0.11272141706924316,86.43,0.8003220611916264,0.07692307692307693,0.9230769230769231
0.3561,0.02622602895474873,89.53,0.6102478587129538,0.13076923076923078,0.8692307692307693
0.3596,0.03824756606397774,89.43,0.41411682892906815,0.23333333333333334,0.7666666666666667
0.3618,0.03041247691360558,86.16,0.6114918941104043,0.18095238095238095,0.819047619047619
0.364,0.010723860589812333,92.5,0.2359249329758713,0.14285714285714285,0.8571428571428571
0.3643,0.009735744089012517,91.0,0.47983310152990266,0.13157894736842105,0.868421052631579
0.3662,0.0313928888282263,88.48,0.5268545690302328,0.13333333333333333,0.8666666666666667
0.3675,0.06690349319123742,85.74,0.6761397276494967,0.08333333333333333,0.9166666666666666
0.3691,0.05434782608695652,80.7,0.5135869565217391,0.14285714285714285,0.8571428571428571
0.3694,0.16666666666666666,84.77,0.6773618538324421,0.25,0.75
0.3701,0.034667767230705734,78.23,0.53115971935617,0.06451612903225806,0.9354838709677419
0.3745,0.07253659602359624,88.03,0.5233777583570024,0.055900621118012424,0.9440993788819876
0.3793,0.06157303370786517,92.19,0.36943820224719104,0.14285714285714285,0.8571428571428571
0.3799,0.05400866260054804,85.0,0.542119685317776,0.1407766990291262,0.8592233009708737
0.3818,0.051457529186104335,88.0,0.5021904378507661,0.12184873949579832,0.8781512605042017
0.3854,0.11195606252640473,82.8,0.47063793831854667,0.16,0.84
0.3869,0.12777053455019557,86.41,0.6160365058670143,0.2916666666666667,0.7083333333333334
0.3879,0.0885841934986905,77.95,0.4506239408411647,0.32653061224489793,0.673469387755102
0.393,0.019770408163265307,82.65,0.7372448979591837,0.18421052631578946,0.8157894736842105
0.3936,0.018805309734513276,96.0,0.5873893805309734,0.06666666666666667,0.9333333333333333
0.3994,0.058374370608089414,79.5,0.5244840369612128,0.06542056074766354,0.9345794392523364
0.4,0.10558530986993114,81.98,0.4801071155317521,0.07142857142857142,0.9285714285714286
0.401,0.0585569884977344,84.0,0.5040083652840711,0.05,0.95
0.4025,0.042492917847025496,73.43,0.4115742614326184,0.12,0.88
0.4038,0.055267702936096716,82.69,0.4991364421416235,0.2222222222222222,0.7777777777777778
0.4064,0.07401574803149606,78.71,0.7569553805774278,0.09090909090909091,0.9090909090909091
0.4083,0.027859011851623827,87.84,0.583038325380945,0.26153846153846155,0.7384615384615385
0.4102,0.04728950403690888,85.52,0.5945790080738178,0.14,0.86
0.4118,0.055783783783783784,89.47,0.532972972972973,0.22857142857142856,0.7714285714285715
0.4137,0.042270058708414875,85.0,0.5136147609728823,0.30973451327433627,0.6902654867256637
0.4172,0.08955223880597014,88.51,0.6865671641791045,0.1111111111111111,0.8888888888888888
0.4175,0.05806343346199027,89.26,0.4593052525591542,0.05952380952380952,0.9404761904761905
0.4194,0.0611353711790393,89.61,0.46142649199417757,0.2631578947368421,0.7368421052631579
0.4197,0.08393976511276029,60.55,0.5126450032423086,0.15873015873015872,0.8412698412698413
0.4318,0.09409799554565701,92.83,0.6826280623608018,0.2631578947368421,0.7368421052631579
0.4325,0.06827445652173914,95.06,0.5866168478260869,0.2413793103448276,0.7586206896551724
0.4328,0.13717848791894,78.56,0.6110678098207326,0.10526315789473684,0.8947368421052632
0.4331,0.21477428180574556,83.45,0.5143638850889193,0.07692307692307693,0.9230769230769231
0.435,0.033367556468172486,85.33,0.5872689938398358,0.125,0.875
0.4354,0.03714661406969099,90.0,0.3980933596318212,0.2857142857142857,0.7142857142857143
0.436,1.0450294423276758,91.38,0.8320055420852096,0.8448275862068966,0.15517241379310345
0.4366,0.008183306055646482,80.39,0.6693944353518821,0.1,0.9
0.4408,0.058968104033308266,88.04,0.4959556867995818,0.08575581395348837,0.9142441860465116
0.4439,0.37291280148423006,93.87,0.7003710575139147,0.35294117647058826,0.6470588235294118
0.4452,0.2615803814713896,69.06,0.7220708446866485,0.16666666666666666,0.8333333333333334
0.4525,0.06713018460800767,88.41,0.5782785902661233,0.09523809523809523,0.9047619047619048
0.4532,0.0425273390036452,86.37,0.6360874848116647,0.19047619047619047,0.8095238095238095
0.4551,0.11280549383962836,81.68,0.6030094930317108,0.25,0.75
0.4561,0.050184956843403204,91.41,0.6244143033292232,0.14666666666666667,0.8533333333333334
0.4576,0.13205645161290322,91.0,0.41431451612903225,0.125,0.875
0.4624,0.04725897920604915,93.35,0.3629489603024575,0.125,0.875
0.4627,0.34782608695652173,67.11,0.616600790513834,0.0625,0.9375
0.4631,0.07038123167155426,77.85,0.6011730205278593,0.05263157894736842,0.9473684210526315
0.4637,0.09418070444104135,86.99,0.6929555895865237,0.2222222222222222,0.7777777777777778
0.4682,0.033964728935336384,83.0,0.4676681907250163,0.06060606060606061,0.9393939393939394
0.4691,0.14594474153297682,84.2,0.48462566844919786,0.12195121951219512,0.8780487804878049
0.4694,0.048864418444597386,93.12,0.5806377609543474,0.2777777777777778,0.7222222222222222
0.4701,0.032452387616115574,84.96,0.37925979235802915,0.23032629558541268,0.7696737044145874
0.4755,0.04908835904628331,90.81,0.6129032258064516,0.14285714285714285,0.8571428571428571
0.478,0.04730831973898858,80.64,0.5543773790103317,0.11428571428571428,0.8857142857142857
0.479,0.2447139303482587,93.01,0.6467661691542289,0.6283185840707964,0.37168141592920356
0.4818,0.04276186739897999,80.09,0.43598796913822413,0.11764705882352941,0.8823529411764706
0.485,0.10095331214861893,72.78,0.5421657296504522,0.1724137931034483,0.8275862068965517
0.4854,0.1224188790560472,85.81,0.5259165613147914,0.09523809523809523,0.9047619047619048
0.4889,0.05343796711509716,76.0,0.4602017937219731,0.23529411764705882,0.7647058823529411
0.4946,0.13365384615384615,70.61,0.44134615384615383,0.09523809523809523,0.9047619047619048
0.4955,0.09957768392976217,81.66,0.6456990442320516,0.1590909090909091,0.8409090909090909
0.4968,0.02429035446970767,92.95,0.609235983618133,0.07407407407407407,0.9259259259259259
0.4971,0.05277777777777778,82.5,0.3111111111111111,0.16666666666666666,0.8333333333333334
0.5045,0.025278058645096056,79.24,0.5540950455005056,0.1,0.9
0.5111,0.05558425457175328,88.63,0.6419051554912698,0.15625,0.84375
0.5131,0.022042093287827077,85.26,0.6079351535836177,0.07142857142857142,0.9285714285714286
0.5182,0.10595065312046444,90.86,0.4230769230769231,0.125,0.875
0.5188,0.24691358024691357,90.48,0.6399176954732511,0.07142857142857142,0.9285714285714286
0.5191,0.12314540059347182,87.85,0.5385756676557863,0.16666666666666666,0.8333333333333334
0.5248,0.07345988040606313,86.76,0.550757891809206,0.23118279569892472,0.7688172043010753
0.5255,0.08875828812537673,68.58,0.33438818565400846,0.23529411764705882,0.7647058823529411
0.5268,0.036901017413765835,72.55,0.38454374527754837,0.3161512027491409,0.6838487972508591
0.5271,0.07081868407835258,75.07,0.5202045568695494,0.18620689655172415,0.8137931034482758
0.5299,0.13804713804713806,93.2,0.6479610924055369,0.09302325581395349,0.9069767441860465
0.5341,0.0891089108910891,92.5,0.40264026402640263,0.2,0.8
0.5344,0.05426356589147287,95.0,0.3488372093023256,0.16666666666666666,0.8333333333333334
0.5357,0.08853639329508381,82.05,0.5447556905538681,0.1693121693121693,0.8306878306878307
0.5382,0.09825912286575159,71.95,0.49933043187144294,0.1206896551724138,0.8793103448275862
0.5411,0.0,91.0,0.42706333973128596,0.17647058823529413,0.8235294117647058
0.542,0.07678965625985494,92.7,0.5163986124251025,0.42028985507246375,0.5797101449275363
0.55,0.07809330628803246,89.69,0.6490872210953347,0.0625,0.9375
0.5522,0.04828747894441325,73.0,0.46546883773161146,0.1,0.9
0.5535,0.058394160583941604,89.0,0.5637282425603594,0.0625,0.9375
0.5554,0.10466138962181179,88.19,0.5180299032541776,0.11764705882352941,0.8823529411764706
0.5557,0.020626432391138275,87.0,0.413292589763178,0.15789473684210525,0.8421052631578947
0.5589,0.04244124868467204,91.1,0.435987372851631,0.021739130434782608,0.9782608695652174
0.5624,0.10044532409698169,71.06,0.5032162295893122,0.07894736842105263,0.9210526315789473
0.5627,0.02120141342756184,92.5,0.26148409893992935,0.4,0.6
0.5646,0.12699156513589505,83.9,0.4493908153701968,0.08,0.92
0.5675,0.010198300283286119,89.74,0.6096317280453257,0.08571428571428572,0.9142857142857143
0.5691,0.06327744726879395,88.52,0.7463493780421849,0.16,0.84
0.5736,0.06027397260273973,92.5,0.3410958904109589,0.1,0.9
0.5806,0.046620046620046623,84.0,0.3667443667443667,0.21739130434782608,0.782608695652174
0.5818,0.036292300147130946,86.24,0.47817557626287394,0.20833333333333334,0.7916666666666666
0.5822,0.021453287197231833,74.0,0.46401384083044983,0.23076923076923078,0.7692307692307693
0.5834,0.08181449979748887,91.04,0.4528149048197651,0.11764705882352941,0.8823529411764706
0.5879,0.02960331557134399,88.37,0.5020722320899941,0.08333333333333333,0.9166666666666666
0.5892,0.084962434119538,72.14,0.5422195641610287,0.09659090909090909,0.9034090909090909
0.5908,0.0705768611021592,88.22,0.5307766677408959,0.10526315789473684,0.8947368421052632
0.5927,0.006641760066417601,97.5,0.5533416355334163,0.2,0.8
0.5946,0.046973518284993694,89.35,0.5598991172761665,0.02142857142857143,0.9785714285714285
0.5952,0.06968641114982578,81.1,0.4808362369337979,0.16666666666666666,0.8333333333333334
0.5987,0.07227138643067847,91.01,0.5580137659783677,0.09523809523809523,0.9047619047619048
0.6016,0.06830785878533747,79.42,0.7388069795752739,0.18518518518518517,0.8148148148148148
0.6019,0.030927835051546393,86.12,0.617820324005891,0.058823529411764705,0.9411764705882353
0.6022,0.04899314926302678,77.0,0.3790741125181648,0.12903225806451613,0.8709677419354839
0.6029,0.07829452007463203,76.0,0.4022527814249188,0.33695652173913043,0.6630434782608695
0.6032,0.0488997555012225,84.0,0.45965770171149145,0.1111111111111111,0.8888888888888888
0.6064,0.05867742936976095,94.31,0.40080720273207077,0.13333333333333333,0.8666666666666667
0.6089,0.0662063625217784,87.32,0.5137123314189843,0.2857142857142857,0.7142857142857143
0.6153,0.017761989342806393,87.0,0.44316163410301956,0.047619047619047616,0.9523809523809523
0.6166,0.026608232900297388,83.29,0.47088746282673344,0.15873015873015872,0.8412698412698413
0.6194,0.053542278811622594,86.64,0.5808031341821743,0.2268041237113402,0.7731958762886598
0.6223,0.04876398966916738,88.07,0.6140696101340548,0.32407407407407407,0.6759259259259259
0.6245,0.06555423122765197,82.0,0.4511323003575685,0.14705882352941177,0.8529411764705882
0.6258,0.05723542116630669,76.84,0.5010799136069114,0.16666666666666666,0.8333333333333334
0.6277,0.026034997865983782,95.6,0.4852752880921895,0.015151515151515152,0.9848484848484849
0.6309,0.03856057475283721,62.6,0.5820326159519343,0.20454545454545456,0.7954545454545454
0.6325,0.12671123845908946,88.91,0.47978350843680356,0.0273972602739726,0.9726027397260274
0.6398,0.0587792012057272,74.68,0.26375282592313487,0.07142857142857142,0.9285714285714286
0.6408,0.03699284009546539,84.38,0.5128281622911695,0.05263157894736842,0.9473684210526315
0.6417,0.02610759493670886,89.0,0.4778481012658228,0.1111111111111111,0.8888888888888888
0.642,0.016610675625233298,75.54,0.5324748040313549,0.2,0.8
0.6433,0.014042126379137413,77.0,0.4172517552657974,0.06666666666666667,0.9333333333333333
0.6459,0.024242424242424242,82.5,0.494949494949495,0.043478260869565216,0.9565217391304348
0.6468,0.1735769501054111,88.24,0.7182009838369642,0.2222222222222222,0.7777777777777778
0.6478,0.03787195671776375,95.0,0.4431920649233544,0.1111111111111111,0.8888888888888888
0.651,0.06887486855941115,91.0,0.4361198738170347,0.012658227848101266,0.9873417721518988
0.6513,0.033928571428571426,92.5,0.5071428571428571,0.1,0.9
0.6576,0.022354694485842028,71.0,0.5283159463487332,0.0625,0.9375
0.6586,0.11099691675231244,84.72,0.7214799588900308,0.2,0.8
0.6608,0.0725681935151827,78.44,0.5488076857093841,0.19047619047619047,0.8095238095238095
0.6611,0.072407498623707,71.8,0.3724683452612059,0.3059360730593607,0.6940639269406392
0.6682,0.13780025284450062,87.5,0.6144121365360303,0.16666666666666666,0.8333333333333334
0.6697,0.019182389937106917,95.2,0.5056603773584906,0.014925373134328358,0.9850746268656716
0.6701,0.06157915655880378,76.0,0.3777119910091416,0.22355769230769232,0.7764423076923077
0.6707,0.05568664464369986,86.9,0.4832468145351581,0.15789473684210525,0.8421052631578947
0.6736,0.02526002971768202,81.53,0.4710252600297177,0.1,0.9
0.6796,0.1938073394495413,88.0,0.5596330275229358,0.4444444444444444,0.5555555555555556
0.6818,0.08241183502689779,79.42,0.4541492329149233,0.11721611721611722,0.8827838827838828
0.6828,0.08006142968908464,62.0,0.4537104111732491,0.18972332015810275,0.8102766798418972
0.6866,0.0673469387755102,83.0,0.38571428571428573,0.1,0.9
0.6882,0.562058526740666,93.05,0.5701311806256307,0.6333333333333333,0.36666666666666664
0.6895,0.05875088214537756,91.21,0.45677487649964715,0.08163265306122448,0.9183673469387755
0.6898,0.2474003466204506,87.99,0.47053726169844023,0.1,0.9
0.6933,0.0714794585609119,85.0,0.5756352410353835,0.024096385542168676,0.9759036144578314
0.6959,0.04934626739772248,91.0,0.4538169548713623,0.045454545454545456,0.9545454545454546
0.701,0.10286661466458659,85.48,0.46031591263650545,0.125,0.875
0.7016,0.05640864932623002,91.04,0.4757129426512065,0.0967741935483871,0.9032258064516129
0.7051,0.12449664429530201,75.48,0.2922818791946309,0.16,0.84
0.7099,0.18061674008810572,91.16,0.5374449339207048,0.09090909090909091,0.9090909090909091
0.7124,0.008333333333333333,93.52,0.48333333333333334,0.1111111111111111,0.8888888888888888
0.7124,0.051053623436696935,91.0,0.4519444920335789,0.29411764705882354,0.7058823529411765
0.7134,0.07285714285714286,89.0,0.4361904761904762,0.21428571428571427,0.7857142857142857
0.7156,0.10070140280561123,84.0,0.41432865731462926,0.0625,0.9375
0.7191,0.021660649819494584,94.65,0.3492779783393502,0.07692307692307693,0.9230769230769231
0.7201,0.06611153166792834,96.7,0.302296240222054,0.021052631578947368,0.9789473684210527
0.7223,0.020127638684339717,89.7,0.39322533136966126,0.05454545454545454,0.9454545454545454
0.7229,0.0048,87.5,0.272,0.16666666666666666,0.8333333333333334
0.7242,0.04174203422846807,74.94,0.5246973702518436,0.08064516129032258,0.9193548387096774
0.7255,0.10357037474181174,86.83,0.47388610209501325,0.0967741935483871,0.9032258064516129
0.7312,0.03818615751789976,91.5,0.49232867371292194,0.09090909090909091,0.9090909090909091
0.7322,0.02653631284916201,82.27,0.7970204841713222,0.11764705882352941,0.8823529411764706
0.7363,0.13050847457627118,82.0,0.4090395480225989,0.07692307692307693,0.9230769230769231
0.7414,0.15,75.27,0.6117283950617284,0.14285714285714285,0.8571428571428571
0.7452,0.031217838765008575,90.63,0.45866209262435675,0.038461538461538464,0.9615384615384616
0.7506,0.08729595457771469,86.0,0.552874378992193,0.04878048780487805,0.9512195121951219
0.7522,0.12682760965657938,85.0,0.37980278816729,0.13043478260869565,0.8695652173913043
0.7538,0.06790769361292968,83.7,0.3899124729571132,0.058969072164948455,0.9410309278350516
0.7554,0.05279831045406547,90.67,0.5438225976768744,0.1,0.9
0.7596,0.0501952035694367,91.16,0.60345789180145,0.2,0.8
0.7608,0.032,83.61,0.6,0.1111111111111111,0.8888888888888888
0.7646,0.02258064516129032,93.57,0.3870967741935484,0.2222222222222222,0.7777777777777778
0.7682,0.03848774178260054,78.72,0.2773013161662339,0.2450657894736842,0.7549342105263158
0.7761,0.15461943513642892,84.27,0.5414073719483006,0.047619047619047616,0.9523809523809523
0.7771,0.07021276595744681,67.33,0.5439716312056737,0.09523809523809523,0.9047619047619048
0.7774,0.04335260115606936,82.5,0.5375722543352601,0.07692307692307693,0.9230769230769231
0.7815,0.046281734441698495,77.56,0.495169624803415,0.05263157894736842,0.9473684210526315
0.7885,0.04928092042186002,78.57,0.44065196548418023,0.1,0.9
0.7933,0.054231717337715694,92.26,0.7395234182415776,0.047619047619047616,0.9523809523809523
0.7936,0.06819672131147542,84.52,0.5453551912568306,0.08333333333333333,0.9166666666666666
0.7949,0.29235537190082644,82.5,0.4762396694214876,0.25,0.75
0.7952,0.09757709251101322,80.81,0.43986784140969165,0.1951219512195122,0.8048780487804879
0.7975,0.024662939822426833,77.49,0.2328181519237093,0.125,0.875
0.7987,0.017593244194229415,89.0,0.5193525686136523,0.07692307692307693,0.9230769230769231
0.8013,0.08364859184531316,83.35,0.29129886506935687,0.13333333333333333,0.8666666666666667
0.8073,0.04439252336448598,76.0,0.3189252336448598,0.029411764705882353,0.9705882352941176
0.8099,0.057901337792642144,85.0,0.5984531772575251,0.07407407407407407,0.9259259259259259
0.8131,0.08809135399673736,78.71,0.35263730288200107,0.06976744186046512,0.9302325581395349
0.8172,0.10381543921916593,86.54,0.4605146406388642,0.09523809523809523,0.9047619047619048
0.822,0.08536585365853659,70.54,0.1565040650406504,0.23076923076923078,0.7692307692307693
0.8229,0.05177993527508091,93.4,0.25674217907227614,0.017857142857142856,0.9821428571428571
0.8236,0.0503989920201596,80.42,0.6404871902561948,0.125,0.875
0.8252,0.05826771653543307,92.16,0.4184251968503937,0.13636363636363635,0.8636363636363636
0.8264,0.1290994273815721,83.03,0.43519000520562207,0.05555555555555555,0.9444444444444444
0.8318,0.1514181152790485,93.0,0.41171088746569073,0.42857142857142855,0.5714285714285714
0.835,0.029357116313638052,87.0,0.3849869936826459,0.02127659574468085,0.9787234042553191
0.8382,0.23595505617977527,77.5,0.3775280898876405,0.09090909090909091,0.9090909090909091
